Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-06,24.235518,[61 35] ; [33 79],[43.38461538 52.61538462] ; [50.61538462 61.38461538],1
v3,1,4e-06,21.050417,[49 47] ; [24 91],[33.21327014 62.78672986] ; [39.78672986 75.21327014],1
n4,1,0.000223,13.62947,[77 21] ; [65 54],[64.12903226 33.87096774] ; [77.87096774 41.12903226],1
n5,1,0.001084,10.677465,[77 20] ; [69 49],[65.86976744 31.13023256] ; [80.13023256 37.86976744],0
p10,1,0.001857,9.685447,[78 17] ; [74 44],[67.79342723 27.20657277] ; [84.20657277 33.79342723],0
p9,1,0.004477,8.079451,[82 13] ; [81 35],[73.38862559 21.61137441] ; [89.61137441 26.38862559],0
p5,1,0.009499,6.726544,[16 79] ; [  7 113],[10.1627907 84.8372093] ; [ 12.8372093 107.1627907],0
p3,1,0.016903,5.706382,[47 50] ; [39 81],[38.44239631 58.55760369] ; [47.55760369 72.44239631],0
p4,1,0.024992,5.024468,[56 41] ; [50 68],[47.82325581 49.17674419] ; [58.17674419 59.82325581],0
b1,1,0.044805,4.025946,[28 70] ; [50 70],[35.06422018 62.93577982] ; [42.93577982 77.06422018],0
s6,1,0.049123,3.871129,[65 29] ; [66 52],[58.08490566 35.91509434] ; [72.91509434 45.08490566],0
p6,1,0.071722,3.243155,[38 54] ; [35 84],[31.82938389 60.17061611] ; [41.17061611 77.82938389],0
p7,1,0.076253,3.143,[61 32] ; [62 54],[54.73205742 38.26794258] ; [68.26794258 47.73205742],0
n1,1,0.101277,2.685315,[10  6] ; [12 20],[7.33333333 8.66666667] ; [14.66666667 17.33333333],0
d4,1,0.101356,2.684077,[75 23] ; [79 40],[69.5483871 28.4516129] ; [84.4516129 34.5483871],0
v4,1,0.101629,2.679795,[96  2] ; [111   8],[93.48387097  4.51612903] ; [113.51612903   5.48387097],0
s7,1,0.108817,2.571317,[40 51] ; [38 77],[34.45631068 56.54368932] ; [43.54368932 71.45631068],0
p12,1,0.114388,2.492526,[ 8 88] ; [  4 115],[ 5.35813953 90.64186047] ; [  6.64186047 112.35813953],0
b2,1,0.127144,2.327032,[18 40] ; [12 51],[14.38016529 43.61983471] ; [15.61983471 47.38016529],0
b3,1,0.127144,2.327032,[18 40] ; [12 51],[14.38016529 43.61983471] ; [15.61983471 47.38016529],0
a4,1,0.144174,2.132839,[23 74] ; [ 19 101],[18.77419355 78.22580645] ; [23.22580645 96.77419355],0
s8,1,0.173465,1.852739,[38 60] ; [36 84],[33.26605505 64.73394495] ; [40.73394495 79.26605505],0
s5,1,0.190039,1.717317,[28 64] ; [26 90],[23.88461538 68.11538462] ; [30.11538462 85.88461538],0
r1,1,0.193323,1.692111,[77 21] ; [85 35],[72.82568807 25.17431193] ; [89.17431193 30.82568807],0
r3,1,0.257254,1.283474,[96  1] ; [115   4],[94.75462963  2.24537037] ; [116.24537037   2.75462963],0
s2,1,0.272847,1.202379,[48 49] ; [50 69],[44.00925926 52.99074074] ; [53.99074074 65.00925926],0
n2,1,0.278587,1.173971,[10  6] ; [24  7],[11.57446809  4.42553191] ; [22.42553191  8.57446809],0
d5,1,0.291759,1.111485,[70 28] ; [77 42],[66.38709677 31.61290323] ; [80.61290323 38.38709677],0
p2,1,0.299398,1.076874,[77 20] ; [88 32],[73.75576037 23.24423963] ; [91.24423963 28.75576037],0
u2,1,0.328673,0.954118,[30 20] ; [32 31],[27.43362832 22.56637168] ; [34.56637168 28.43362832],0
r2,1,0.330445,0.947155,[95  3] ; [113   7],[93.50458716  4.49541284] ; [114.49541284   5.50458716],0
p1,1,0.353435,0.861085,[11 87] ; [  9 110],[ 9.03225806 88.96774194] ; [ 10.96774194 108.03225806],0
b4,1,0.379458,0.772458,[53 45] ; [72 48],[56.19266055 41.80733945] ; [68.80733945 51.19266055],0
n6,1,0.416963,0.65886,[81 16] ; [95 25],[78.67281106 18.32718894] ; [97.32718894 22.67281106],0
p8,1,0.475784,0.508512,[45 50] ; [51 69],[42.41860465 52.58139535] ; [53.58139535 66.41860465],0
s1,1,0.487136,0.482846,[ 3 92] ; [  6 112],[ 4.01408451 90.98591549] ; [  4.98591549 113.01408451],0
a1,1,0.493838,0.468152,[ 3 95] ; [  2 118],[ 2.24770642 95.75229358] ; [  2.75229358 117.24770642],0
p11,1,0.498047,0.459095,[75 23] ; [87 33],[72.82568807 25.17431193] ; [89.17431193 30.82568807],0
d2,1,0.508413,0.437332,[20 78] ; [29 91],[22.02752294 75.97247706] ; [26.97247706 93.02752294],0
b5,1,0.516817,0.420241,[63 35] ; [72 48],[60.68807339 37.31192661] ; [74.31192661 45.68807339],0
d1,1,0.528746,0.396801,[35 63] ; [38 82],[32.81651376 65.18348624] ; [40.18348624 79.81651376],0
a7,1,0.554624,0.349098,[64 33] ; [83 36],[66.01388889 30.98611111] ; [80.98611111 38.01388889],0
n3,1,0.627203,0.235872,[13  3] ; [24  8],[12.33333333  3.66666667] ; [24.66666667  7.33333333],0
d3,1,0.64875,0.20748,[59 39] ; [68 51],[57.35483871 40.64516129] ; [69.64516129 49.35483871],0
s3,1,0.654679,0.200052,[55 41] ; [64 54],[53.38317757 42.61682243] ; [65.61682243 52.38317757],0
u1,1,0.665865,0.186478,[ 3 95] ; [  5 115],[ 3.59633028 94.40366972] ; [  4.40366972 115.59633028],0
a3,1,0.737566,0.112278,[47 49] ; [56 64],[45.77777778 50.22222222] ; [57.22222222 62.77777778],0
s4,1,0.782532,0.076187,[17 81] ; [22 95],[17.77674419 80.22325581] ; [21.22325581 95.77674419],0
u3,1,0.824093,0.04941,[31 20] ; [37 26],[30.42105263 20.57894737] ; [37.57894737 25.42105263],0
u4,1,0.885411,0.020769,[ 1 97] ; [  1 119],[ 0.89908257 97.10091743] ; [  1.10091743 118.89908257],0
a8,1,0.888102,0.019798,[13 76] ; [16 99],[12.65196078 76.34803922] ; [16.34803922 98.65196078],0
a6,1,0.99,0.000157,[53 45] ; [65 55],[53.04587156 44.95412844] ; [64.95412844 55.04587156],0
