Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,27.597616,[64  7] ; [ 5 11],[56.31034483 14.68965517] ; [12.68965517  3.31034483],1
r4,1,0.001558,10.009232,[66  5] ; [11  6],[62.125  8.875] ; [14.875  2.125],0
a5,1,0.003057,8.773267,[58 13] ; [8 9],[53.25 17.75] ; [12.75  4.25],0
v4,1,0.004004,8.281965,[66  4] ; [12  5],[62.75862069  7.24137931] ; [15.24137931  1.75862069],0
v1,1,0.00627,7.471042,[35 35] ; [ 2 14],[30.11627907 39.88372093] ; [6.88372093 9.11627907],0
p8,1,0.009922,6.648839,[43 28] ; [ 4 12],[38.35632184 32.64367816] ; [8.64367816 7.35632184],0
s8,1,0.010962,6.471391,[28 43] ; [ 1 15],[23.66666667 47.33333333] ; [ 5.33333333 10.66666667],0
p3,1,0.011092,6.450443,[45 26] ; [ 5 12],[40.34090909 30.65909091] ; [9.65909091 7.34090909],0
b3,1,0.012821,6.193608,[21 19] ; [ 2 12],[17.03703704 22.96296296] ; [5.96296296 8.03703704],0
b2,1,0.012821,6.193608,[21 19] ; [ 2 12],[17.03703704 22.96296296] ; [5.96296296 8.03703704],0
n6,1,0.014983,5.9185,[63  8] ; [11  6],[59.70454545 11.29545455] ; [14.29545455  2.70454545],0
r3,1,0.015445,5.865016,[67  4] ; [12  4],[64.47126437  6.52873563] ; [14.52873563  1.47126437],0
a3,1,0.015807,5.824252,[53 18] ; [7 9],[48.96551724 22.03448276] ; [11.03448276  4.96551724],0
u3,1,0.01796,5.6,[12  6] ; [2 8],[9. 9.] ; [5. 5.],0
p6,1,0.028021,4.826749,[28 42] ; [ 2 15],[24.13793103 45.86206897] ; [ 5.86206897 11.13793103],0
n4,1,0.02883,4.777744,[56 15] ; [9 8],[52.44318182 18.55681818] ; [12.55681818  4.44318182],0
d5,1,0.041692,4.147657,[61 10] ; [11  6],[58.09090909 12.90909091] ; [13.90909091  3.09090909],0
p2,1,0.041692,4.147657,[61 10] ; [11  6],[58.09090909 12.90909091] ; [13.90909091  3.09090909],0
u2,1,0.05659,3.634615,[11  7] ; [2 7],[8.66666667 9.33333333] ; [4.33333333 4.66666667],0
n5,1,0.057664,3.603323,[54 17] ; [9 8],[50.82954545 20.17045455] ; [12.17045455  4.82954545],0
p5,1,0.065024,3.404376,[19 52] ; [ 1 16],[16.13636364 54.86363636] ; [ 3.86363636 13.13636364],0
p7,1,0.078069,3.104652,[53 18] ; [9 8],[50.02272727 20.97727273] ; [11.97727273  5.02272727],0
p4,1,0.094423,2.797301,[45 26] ; [ 7 10],[41.95454545 29.04545455] ; [10.04545455  6.95454545],0
s6,1,0.136947,2.21193,[48 21] ; [8 8],[45.45882353 23.54117647] ; [10.54117647  5.45882353],0
s3,1,0.138614,2.193277,[10 60] ; [ 5 12],[12.06896552 57.93103448] ; [ 2.93103448 14.06896552],0
s7,1,0.158238,1.990988,[25 42] ; [ 3 13],[22.60240964 44.39759036] ; [ 5.39759036 10.60240964],0
a4,1,0.168387,1.897249,[34 37] ; [ 5 12],[31.46590909 39.53409091] ; [7.53409091 9.46590909],0
p11,1,0.168667,1.894751,[57 14] ; [11  6],[54.86363636 16.13636364] ; [13.13636364  3.86363636],0
n1,1,0.169686,1.885714,[6 9] ; [5 2],[7.5 7.5] ; [3.5 3.5],0
u1,1,0.17298,1.856924,[14 57] ; [ 1 16],[12.10227273 58.89772727] ; [ 2.89772727 14.10227273],0
a2,1,0.17298,1.856924,[14 57] ; [ 1 16],[12.10227273 58.89772727] ; [ 2.89772727 14.10227273],0
b5,1,0.177483,1.818571,[25 46] ; [9 8],[27.43181818 43.56818182] ; [ 6.56818182 10.43181818],0
v2,1,0.180133,1.796529,[42 29] ; [ 7 10],[39.53409091 31.46590909] ; [9.46590909 7.53409091],0
p1,1,0.185742,1.751072,[ 8 63] ; [ 4 13],[ 9.68181818 61.31818182] ; [ 2.31818182 14.68181818],0
v3,1,0.202936,1.621116,[25 46] ; [ 3 13],[22.85057471 48.14942529] ; [ 5.14942529 10.85057471],0
r1,1,0.257294,1.283256,[62  9] ; [13  4],[60.51136364 10.48863636] ; [14.48863636  2.51136364],0
d1,1,0.261297,1.26187,[44 27] ; [8 9],[41.95454545 29.04545455] ; [10.04545455  6.95454545],0
d4,1,0.363109,0.827113,[60 11] ; [12  4],[58.75862069 12.24137931] ; [13.24137931  2.75862069],0
b4,1,0.364762,0.821431,[46 25] ; [9 8],[44.375 26.625] ; [10.625  6.375],0
d3,1,0.494387,0.466965,[44 27] ; [9 8],[42.76136364 28.23863636] ; [10.23863636  6.76136364],0
d2,1,0.581262,0.304199,[39 32] ; [10  6],[39.98850575 31.01149425] ; [9.01149425 6.98850575],0
n2,1,0.603743,0.269388,[9 6] ; [5 2],[9.54545455 5.45454545] ; [4.45454545 2.54545455],0
a6,1,0.641079,0.217333,[42 29] ; [9 8],[41.14772727 29.85227273] ; [9.85227273 7.14772727],0
r2,1,0.830307,0.045928,[63  7] ; [15  2],[62.75862069  7.24137931] ; [15.24137931  1.75862069],0
a7,1,0.831224,0.045425,[42 29] ; [9 7],[41.62068966 29.37931034] ; [9.37931034 6.62068966],0
a1,1,0.864676,0.029045,[ 5 66] ; [ 1 16],[ 4.84090909 66.15909091] ; [ 1.15909091 15.84090909],0
n3,1,0.918517,0.010466,[9 4] ; [5 2],[9.1 3.9] ; [4.9 2.1],0
b1,1,0.935596,0.00653,[30 41] ; [ 7 10],[29.85227273 41.14772727] ; [7.14772727 9.85227273],0
a8,1,0.951141,0.003755,[10 57] ; [ 2 12],[ 9.92592593 57.07407407] ; [ 2.07407407 11.92592593],0
s4,1,0.960628,0.002437,[12 58] ; [ 3 14],[12.06896552 57.93103448] ; [ 2.93103448 14.06896552],0
