Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,2e-06,22.293945,[13 24] ; [48 10],[23.75789474 13.24210526] ; [37.24210526 20.75789474],1
a5,1,5.6e-05,16.237214,[17 20] ; [50  9],[25.82291667 11.17708333] ; [41.17708333 17.82291667],1
d3,1,0.001058,10.723454,[15 22] ; [43 15],[22.58947368 14.41052632] ; [35.41052632 22.58947368],0
u3,1,0.001439,10.154943,[ 5 12] ; [10  1],[9.10714286 7.89285714] ; [5.89285714 5.10714286],0
a3,1,0.002488,9.14919,[20 17] ; [48 10],[26.48421053 10.51578947] ; [41.51578947 16.48421053],0
d4,1,0.010519,6.544804,[21 16] ; [47 11],[26.48421053 10.51578947] ; [41.51578947 16.48421053],0
d5,1,0.011911,6.324058,[22 15] ; [48 10],[27.26315789  9.73684211] ; [42.73684211 15.26315789],0
r1,1,0.032145,4.590731,[22 15] ; [47 12],[26.59375 10.40625] ; [42.40625 16.59375],0
a8,1,0.032581,4.567669,[ 2 34] ; [12 42],[ 5.6 30.4] ; [ 8.4 45.6],0
v4,1,0.037018,4.349563,[24 11] ; [51  8],[27.92553191  7.07446809] ; [47.07446809 11.92553191],0
r4,1,0.044682,4.030617,[21 16] ; [45 14],[25.4375 11.5625] ; [40.5625 18.4375],0
r3,1,0.052946,3.74561,[26 11] ; [51  8],[29.67708333  7.32291667] ; [47.32291667 11.67708333],0
a4,1,0.085201,2.962784,[11 26] ; [28 31],[15.03125 21.96875] ; [23.96875 35.03125],0
p7,1,0.105062,2.626978,[14 22] ; [32 25],[17.80645161 18.19354839] ; [28.19354839 28.80645161],0
r2,1,0.112765,2.515038,[28  7] ; [53  5],[30.48387097  4.51612903] ; [50.51612903  7.48387097],0
a2,1,0.114509,2.490856,[ 4 33] ; [14 45],[ 6.9375 30.0625] ; [11.0625 47.9375],0
s4,1,0.121788,2.394174,[ 8 29] ; [ 6 53],[ 5.39583333 31.60416667] ; [ 8.60416667 50.39583333],0
b1,1,0.131884,2.270186,[24 13] ; [29 30],[20.42708333 16.57291667] ; [32.57291667 26.42708333],0
b5,1,0.15034,2.068796,[19 18] ; [39 20],[22.35416667 14.64583333] ; [35.64583333 23.35416667],0
b2,1,0.191775,1.703926,[10 16] ; [ 7 24],[ 7.75438596 18.24561404] ; [ 9.24561404 21.75438596],0
b3,1,0.191775,1.703926,[10 16] ; [ 7 24],[ 7.75438596 18.24561404] ; [ 9.24561404 21.75438596],0
p2,1,0.195253,1.677528,[21 14] ; [43 16],[23.82978723 11.17021277] ; [40.17021277 18.82978723],0
p10,1,0.226503,1.462686,[16 19] ; [34 24],[18.8172043 16.1827957] ; [31.1827957 26.8172043],0
p9,1,0.254589,1.297947,[20 16] ; [39 19],[22.59574468 13.40425532] ; [36.40425532 21.59574468],0
n2,1,0.31702,1.001202,[11  5] ; [15  3],[12.23529412  3.76470588] ; [13.76470588  4.23529412],0
