Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,7e-05,15.808218,[34  7] ; [24 32],[24.51546392 16.48453608] ; [33.48453608 22.51546392],1
p6,1,0.004071,8.251839,[22 24] ; [12 45],[15.18446602 30.81553398] ; [18.81553398 38.18446602],0
p11,1,0.004192,8.198917,[36 10] ; [29 28],[29.02912621 16.97087379] ; [35.97087379 21.02912621],0
a4,1,0.00705,7.260161,[ 8 38] ; [24 33],[14.29126214 31.70873786] ; [17.70873786 39.29126214],0
v3,1,0.012832,6.19219,[16 27] ; [ 8 45],[10.75 32.25] ; [13.25 39.75],0
p4,1,0.034537,4.467899,[29 17] ; [24 33],[23.66990291 22.33009709] ; [29.33009709 27.66990291],0
b1,1,0.034803,4.454825,[11 35] ; [25 32],[16.0776699 29.9223301] ; [19.9223301 37.0776699],0
p12,1,0.052363,3.764121,[ 5 41] ; [ 1 55],[ 2.70588235 43.29411765] ; [ 3.29411765 52.70588235],0
a3,1,0.081382,3.037078,[22 24] ; [37 20],[26.34951456 19.65048544] ; [32.65048544 24.34951456],0
a2,1,0.085217,2.962479,[ 4 42] ; [12 45],[ 7.14563107 38.85436893] ; [ 8.85436893 48.14563107],0
p3,1,0.09258,2.828936,[22 24] ; [18 39],[17.86407767 28.13592233] ; [22.13592233 34.86407767],0
u3,1,0.095593,2.777574,[14  9] ; [16  3],[16.42857143  6.57142857] ; [13.57142857  5.42857143],0
d4,1,0.096487,2.762676,[40  6] ; [42 15],[36.62135922  9.37864078] ; [45.37864078 11.62135922],0
v4,1,0.097509,2.745827,[41  4] ; [56  1],[42.79411765  2.20588235] ; [54.20588235  2.79411765],0
v2,1,0.098199,2.734545,[26 18] ; [21 29],[22. 22.] ; [25. 25.],0
s8,1,0.123261,2.375389,[28 18] ; [26 31],[24.11650485 21.88349515] ; [29.88349515 27.11650485],0
p2,1,0.134065,2.244788,[36  9] ; [38 19],[32.64705882 12.35294118] ; [41.35294118 15.64705882],0
r2,1,0.140046,2.177458,[41  5] ; [55  2],[42.87378641  3.12621359] ; [53.12621359  3.87378641],0
s4,1,0.145416,2.119689,[13 33] ; [24 33],[16.52427184 29.47572816] ; [20.47572816 36.52427184],0
a5,1,0.180081,1.796957,[31 15] ; [31 26],[27.68932039 18.31067961] ; [34.31067961 22.68932039],0
s5,1,0.183627,1.768023,[23 20] ; [22 33],[19.74489796 23.25510204] ; [25.25510204 29.74489796],0
r4,1,0.198609,1.652573,[36 10] ; [50  7],[38.40776699  7.59223301] ; [47.59223301  9.40776699],0
d5,1,0.202832,1.621863,[31 15] ; [44 12],[33.82352941 12.17647059] ; [41.17647059 14.82352941],0
p5,1,0.211258,1.562785,[ 3 42] ; [ 1 55],[ 1.78217822 43.21782178] ; [ 2.21782178 53.78217822],0
d3,1,0.220196,1.503093,[34 12] ; [35 21],[31.11764706 14.88235294] ; [37.88235294 18.11764706],0
d2,1,0.222342,1.489191,[14 32] ; [24 33],[16.97087379 29.02912621] ; [21.02912621 35.97087379],0
n6,1,0.331676,0.942344,[26 18] ; [39 18],[28.31683168 15.68316832] ; [36.68316832 20.31683168],0
n5,1,0.353057,0.862439,[18 28] ; [17 39],[15.78431373 30.21568627] ; [19.21568627 36.78431373],0
n1,1,0.363426,0.826019,[5 7] ; [ 7 19],[3.78947368 8.21052632] ; [ 8.21052632 17.78947368],0
s6,1,0.373519,0.791925,[40  6] ; [45 11],[38.33333333  7.66666667] ; [46.66666667  9.33333333],0
u1,1,0.401082,0.705079,[ 4 42] ; [ 8 49],[ 5.3592233 40.6407767] ; [ 6.6407767 50.3592233],0
u2,1,0.417887,0.65625,[15  9] ; [9 9],[13.71428571 10.28571429] ; [10.28571429  7.71428571],0
v1,1,0.420892,0.647824,[18 25] ; [28 28],[19.97979798 23.02020202] ; [26.02020202 29.97979798],0
r3,1,0.436494,0.605482,[44  2] ; [56  1],[44.66019417  1.33980583] ; [55.33980583  1.66019417],0
s1,1,0.436494,0.605482,[ 2 44] ; [ 1 56],[ 1.33980583 44.66019417] ; [ 1.66019417 55.33980583],0
n3,1,0.461743,0.541667,[7 5] ; [19  8],[8. 4.] ; [18.  9.],0
a7,1,0.46804,0.5266,[35 11] ; [39 17],[33.37254902 12.62745098] ; [40.62745098 15.37254902],0
s7,1,0.516155,0.421569,[22 23] ; [22 30],[20.41237113 24.58762887] ; [23.58762887 28.41237113],0
p9,1,0.519297,0.415289,[36 10] ; [45  9],[37.26  8.74] ; [43.74 10.26],0
n2,1,0.526452,0.401235,[10  2] ; [20  7],[9.23076923 2.76923077] ; [20.76923077  6.23076923],0
a1,1,0.565228,0.330733,[ 2 44] ; [ 4 53],[ 2.67961165 43.32038835] ; [ 3.32038835 53.67961165],0
s3,1,0.587697,0.293955,[39  7] ; [46 11],[37.96116505  8.03883495] ; [47.03883495  9.96116505],0
b4,1,0.616221,0.251215,[26 20] ; [35 22],[27.24271845 18.75728155] ; [33.75728155 23.24271845],0
b2,1,0.634308,0.226264,[ 8 15] ; [ 8 20],[ 7.21568627 15.78431373] ; [ 8.78431373 19.21568627],0
b3,1,0.634308,0.226264,[ 8 15] ; [ 8 20],[ 7.21568627 15.78431373] ; [ 8.78431373 19.21568627],0
