Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-06,23.215943,[220 115] ; [21 42],[202.85175879 132.14824121] ; [38.14824121 24.85175879],1
s2,1,2e-06,22.934129,[282  55] ; [36 27],[267.915  69.085] ; [50.085 12.915],1
s7,1,1.5e-05,18.748719,[231 100] ; [24 35],[216.42307692 114.57692308] ; [38.57692308 20.42307692],1
s5,1,8e-05,15.55753,[151 176] ; [11 48],[137.23834197 189.76165803] ; [24.76165803 34.23834197],1
p9,1,0.000416,12.457574,[307  29] ; [48 15],[298.94736842  37.05263158] ; [56.05263158  6.94736842],1
a2,1,0.004889,7.920063,[ 94 243] ; [ 7 56],[ 85.0925 251.9075] ; [15.9075 47.0925],0
p8,1,0.009895,6.653665,[196 137] ; [26 37],[186.68181818 146.31818182] ; [35.31818182 27.68181818],0
n6,1,0.012639,6.218897,[294  40] ; [48 15],[287.7279597  46.2720403] ; [54.2720403  8.7279597],0
a4,1,0.014256,6.006206,[163 173] ; [20 43],[154.10526316 181.89473684] ; [28.89473684 34.10526316],0
b5,1,0.015485,5.860383,[205 132] ; [28 35],[196.3025 140.6975] ; [36.6975 26.3025],0
d4,1,0.015588,5.848719,[290  45] ; [47 16],[283.65577889  51.34422111] ; [53.34422111  9.65577889],0
p5,1,0.016011,5.801641,[ 49 285] ; [ 2 58],[ 43.23350254 290.76649746] ; [ 7.76649746 52.23350254],0
s4,1,0.016902,5.706572,[ 76 257] ; [ 6 57],[ 68.95454545 264.04545455] ; [13.04545455 49.95454545],0
v4,1,0.032081,4.594158,[326   9] ; [56  5],[323.15656566  11.84343434] ; [58.84343434  2.15656566],0
u1,1,0.040947,4.178215,[ 69 268] ; [ 6 57],[ 63.1875 273.8125] ; [11.8125 51.1875],0
n5,1,0.048496,3.892729,[275  61] ; [44 18],[269.30653266  66.69346734] ; [49.69346734 12.30653266],0
d2,1,0.062215,3.477333,[171 165] ; [24 39],[164.21052632 171.78947368] ; [30.78947368 32.21052632],0
d5,1,0.071738,3.242798,[277  58] ; [46 17],[271.8718593  63.1281407] ; [51.1281407 11.8718593],0
p4,1,0.075509,3.159008,[218 117] ; [33 29],[211.80100756 123.19899244] ; [39.19899244 22.80100756],0
p6,1,0.07895,3.086376,[139 192] ; [19 44],[132.73604061 198.26395939] ; [25.26395939 37.73604061],0
d1,1,0.11543,2.47826,[212 125] ; [33 30],[206.4125 130.5875] ; [38.5875 24.4125],0
p3,1,0.11708,2.45595,[188 148] ; [28 34],[182.35175879 153.64824121] ; [33.64824121 28.35175879],0
p12,1,0.13997,2.178287,[ 44 292] ; [ 4 58],[ 40.52261307 295.47738693] ; [ 7.47738693 54.52261307],0
p1,1,0.143172,2.143529,[ 29 306] ; [ 2 60],[ 26.15869018 308.84130982] ; [ 4.84130982 57.15869018],0
