Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.014701,5.951968,[25 35] ; [7 1],[28.23529412 31.76470588] ; [3.76470588 4.23529412],0
s7,1,0.01643,5.756211,[ 9 48] ; [3 2],[11.03225806 45.96774194] ; [0.96774194 4.03225806],0
p7,1,0.018801,5.519952,[13 44] ; [5 3],[15.78461538 41.21538462] ; [2.21538462 5.78461538],0
a7,1,0.021121,5.316768,[26 33] ; [7 1],[29.05970149 29.94029851] ; [3.94029851 4.05970149],0
p2,1,0.025178,5.011631,[20 39] ; [6 2],[22.89552239 36.10447761] ; [3.10447761 4.89552239],0
s4,1,0.05263,3.755632,[ 7 53] ; [3 5],[ 8.82352941 51.17647059] ; [1.17647059 6.82352941],0
s2,1,0.06024,3.530769,[12 48] ; [4 4],[14.11764706 45.88235294] ; [1.88235294 6.11764706],0
v2,1,0.075096,3.167965,[12 45] ; [4 4],[14.03076923 42.96923077] ; [1.96923077 6.03076923],0
r3,1,0.116494,2.463832,[20 39] ; [5 3],[22.01492537 36.98507463] ; [2.98507463 5.01492537],0
n3,1,0.137181,2.209298,[12 21] ; [3 1],[13.37837838 19.62162162] ; [1.62162162 2.37837838],0
r2,1,0.154528,2.026975,[33 24] ; [6 1],[34.734375 22.265625] ; [4.265625 2.734375],0
b5,1,0.183279,1.770833,[30 30] ; [6 2],[31.76470588 28.23529412] ; [4.23529412 3.76470588],0
s3,1,0.184453,1.761378,[16 43] ; [4 4],[17.6119403 41.3880597] ; [2.3880597 5.6119403],0
a2,1,0.216112,1.53,[ 6 54] ; [2 6],[ 7.05882353 52.94117647] ; [0.94117647 7.05882353],0
n2,1,0.216962,1.524354,[14 19] ; [3 1],[15.16216216 17.83783784] ; [1.83783784 2.16216216],0
p3,1,0.218327,1.515336,[11 48] ; [3 5],[12.32835821 46.67164179] ; [1.67164179 6.32835821],0
v1,1,0.253105,1.306083,[19 40] ; [1 7],[17.6119403 41.3880597] ; [2.3880597 5.6119403],0
v4,1,0.266031,1.237096,[32 27] ; [6 2],[33.46268657 25.53731343] ; [4.53731343 3.46268657],0
p4,1,0.274522,1.194011,[12 47] ; [3 5],[13.20895522 45.79104478] ; [1.79104478 6.20895522],0
d5,1,0.282635,1.154377,[33 27] ; [6 2],[34.41176471 25.58823529] ; [4.58823529 3.41176471],0
p10,1,0.319812,0.989717,[19 40] ; [4 4],[20.25373134 38.74626866] ; [2.74626866 5.25373134],0
d3,1,0.321034,0.984731,[31 29] ; [5 2],[32.23880597 27.76119403] ; [3.76119403 3.23880597],0
d4,1,0.354135,0.858586,[40 20] ; [4 4],[38.82352941 21.17647059] ; [5.17647059 2.82352941],0
p8,1,0.394124,0.726182,[ 8 51] ; [2 6],[ 8.80597015 50.19402985] ; [1.19402985 6.80597015],0
u1,1,0.397068,0.717188,[ 3 57] ; [1 7],[ 3.52941176 56.47058824] ; [0.47058824 7.52941176],0
a5,1,0.399957,0.708456,[28 32] ; [5 3],[29.11764706 30.88235294] ; [3.88235294 4.11764706],0
p9,1,0.413107,0.66984,[20 37] ; [4 4],[21.04615385 35.95384615] ; [2.95384615 5.04615385],0
b1,1,0.462523,0.539783,[37 23] ; [6 2],[37.94117647 22.05882353] ; [5.05882353 2.94117647],0
v3,1,0.47462,0.511199,[14 45] ; [1 7],[13.20895522 45.79104478] ; [1.79104478 6.20895522],0
b4,1,0.506371,0.441558,[30 30] ; [3 5],[29.11764706 30.88235294] ; [3.88235294 4.11764706],0
n6,1,0.64373,0.213897,[24 34] ; [4 4],[24.60606061 33.39393939] ; [3.39393939 4.60606061],0
a4,1,0.680228,0.169869,[19 40] ; [2 6],[18.49253731 40.50746269] ; [2.50746269 5.49253731],0
s8,1,0.696319,0.15233,[ 5 55] ; [1 7],[ 5.29411765 54.70588235] ; [0.70588235 7.29411765],0
s5,1,0.720497,0.128017,[ 7 53] ; [1 5],[ 7.27272727 52.72727273] ; [0.72727273 5.27272727],0
n5,1,0.724963,0.123787,[33 26] ; [5 3],[33.46268657 25.53731343] ; [4.53731343 3.46268657],0
n4,1,0.724963,0.123787,[33 26] ; [5 3],[33.46268657 25.53731343] ; [4.53731343 3.46268657],0
a3,1,0.763706,0.090371,[33 25] ; [5 3],[33.39393939 24.60606061] ; [4.60606061 3.39393939],0
n1,1,0.826538,0.048024,[10 23] ; [1 3],[ 9.81081081 23.18918919] ; [1.18918919 2.81081081],0
s1,1,0.839741,0.040895,[ 6 53] ; [1 7],[ 6.1641791 52.8358209] ; [0.8358209 7.1641791],0
r1,1,0.840435,0.040537,[20 39] ; [3 5],[20.25373134 38.74626866] ; [2.74626866 5.25373134],0
d2,1,0.863463,0.029573,[24 35] ; [3 5],[23.7761194 35.2238806] ; [3.2238806 4.7761194],0
b3,1,0.905841,0.013992,[16 19] ; [1 1],[16.08108108 18.91891892] ; [0.91891892 1.08108108],0
b2,1,0.905841,0.013992,[16 19] ; [1 1],[16.08108108 18.91891892] ; [0.91891892 1.08108108],0
s6,1,0.916859,0.010897,[14 46] ; [2 6],[14.11764706 45.88235294] ; [1.88235294 6.11764706],0
d1,1,0.963375,0.002109,[22 38] ; [3 5],[22.05882353 37.94117647] ; [2.94117647 5.05882353],0
