Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000371,12.673739,[ 8 19] ; [23  7],[14.68421053 12.31578947] ; [16.31578947 13.68421053],1
p2,1,0.000873,11.079145,[11 16] ; [25  5],[17.05263158  9.94736842] ; [18.94736842 11.05263158],1
v1,1,0.053504,3.728108,[ 6 21] ; [14 16],[ 9.47368421 17.52631579] ; [10.52631579 19.47368421],0
v4,1,0.108772,2.571966,[15 12] ; [22  7],[17.83928571  9.16071429] ; [19.16071429  9.83928571],0
s1,1,0.116751,2.460368,[ 4 23] ; [ 1 30],[ 2.32758621 24.67241379] ; [ 2.67241379 28.32758621],0
d2,1,0.135916,2.223603,[11 16] ; [ 7 24],[ 8.37931034 18.62068966] ; [ 9.62068966 21.37931034],0
d3,1,0.152828,2.043797,[12 15] ; [19 11],[14.68421053 12.31578947] ; [16.31578947 13.68421053],0
r2,1,0.157387,1.999158,[13 14] ; [20 10],[15.63157895 11.36842105] ; [17.36842105 12.63157895],0
p11,1,0.188108,1.732378,[11 16] ; [18 13],[13.5 13.5] ; [15.5 15.5],0
p3,1,0.221289,1.495992,[ 4 22] ; [ 9 22],[ 5.92982456 20.07017544] ; [ 7.07017544 23.92982456],0
s3,1,0.284205,1.146869,[ 8 19] ; [13 17],[ 9.94736842 17.05263158] ; [11.05263158 18.94736842],0
b4,1,0.315436,1.007777,[13 14] ; [19 12],[14.89655172 12.10344828] ; [17.10344828 13.89655172],0
b3,1,0.320742,0.98592,[ 2 11] ; [ 5 11],[3.13793103 9.86206897] ; [ 3.86206897 12.13793103],0
b2,1,0.320742,0.98592,[ 2 11] ; [ 5 11],[3.13793103 9.86206897] ; [ 3.86206897 12.13793103],0
s5,1,0.336409,0.924069,[ 4 22] ; [ 8 23],[ 5.47368421 20.52631579] ; [ 6.52631579 24.47368421],0
s4,1,0.358228,0.844095,[ 7 20] ; [ 5 26],[ 5.5862069 21.4137931] ; [ 6.4137931 24.5862069],0
r1,1,0.360758,0.835253,[ 9 18] ; [ 7 24],[ 7.44827586 19.55172414] ; [ 8.55172414 22.44827586],0
a4,1,0.361697,0.831991,[ 8 19] ; [ 6 25],[ 6.51724138 20.48275862] ; [ 7.48275862 23.51724138],0
s8,1,0.387077,0.748104,[ 3 24] ; [ 6 25],[ 4.18965517 22.81034483] ; [ 4.81034483 26.18965517],0
s2,1,0.432554,0.615956,[ 7 20] ; [11 20],[ 8.37931034 18.62068966] ; [ 9.62068966 21.37931034],0
a6,1,0.469053,0.524207,[13 14] ; [12 19],[11.63793103 15.36206897] ; [13.36206897 17.63793103],0
