Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,1.9e-05,18.29844,[44 33] ; [17 57],[31.10596026 45.89403974] ; [29.89403974 44.10596026],1
a3,1,0.003447,8.554497,[58 19] ; [40 36],[49.32026144 27.67973856] ; [48.67973856 27.32026144],0
p2,1,0.0109,6.481481,[61 14] ; [47 28],[54. 21.] ; [54. 21.],0
a8,1,0.014003,6.037795,[12 59] ; [ 3 68],[ 7.5 63.5] ; [ 7.5 63.5],0
a5,1,0.015175,5.896073,[57 20] ; [42 34],[49.82352941 27.17647059] ; [49.17647059 26.82352941],0
n2,1,0.015603,5.847076,[21  2] ; [18 11],[17.25  5.75] ; [21.75  7.25],0
p11,1,0.037948,4.307345,[55 22] ; [42 34],[48.81699346 28.18300654] ; [48.18300654 27.81699346],0
r1,1,0.068328,3.322733,[64 13] ; [53 22],[59.26973684 17.73026316] ; [57.73026316 17.26973684],0
b5,1,0.160293,1.971457,[53 24] ; [44 32],[48.81699346 28.18300654] ; [48.18300654 27.81699346],0
v4,1,0.173568,1.851852,[70  5] ; [65 10],[67.5  7.5] ; [67.5  7.5],0
s7,1,0.193802,1.688478,[28 44] ; [20 50],[24.33802817 47.66197183] ; [23.66197183 46.33802817],0
r2,1,0.208266,1.583438,[69  6] ; [65 11],[66.55629139  8.44370861] ; [67.44370861  8.55629139],0
v3,1,0.213643,1.546564,[22 47] ; [16 55],[18.72857143 50.27142857] ; [19.27142857 51.72857143],0
u3,1,0.22408,1.47805,[15  4] ; [22 13],[13.01851852  5.98148148] ; [23.98148148 11.01851852],0
p8,1,0.284829,1.143902,[27 48] ; [33 41],[30.20134228 44.79865772] ; [29.79865772 44.20134228],0
v1,1,0.287283,1.13231,[35 39] ; [29 46],[31.7852349 42.2147651] ; [32.2147651 42.7852349],0
a2,1,0.290239,1.118512,[15 62] ; [10 66],[12.58169935 64.41830065] ; [12.41830065 63.58169935],0
b1,1,0.293486,1.103559,[42 35] ; [35 41],[38.75163399 38.24836601] ; [38.24836601 37.75163399],0
p12,1,0.310681,1.027778,[ 3 71] ; [ 1 73],[ 2. 72.] ; [ 2. 72.],0
b3,1,0.324756,0.969697,[ 9 35] ; [13 31],[11. 33.] ; [11. 33.],0
b2,1,0.324756,0.969697,[ 9 35] ; [13 31],[11. 33.] ; [11. 33.],0
s2,1,0.326166,0.964059,[30 46] ; [36 40],[33. 43.] ; [33. 43.],0
a4,1,0.3394,0.912695,[30 47] ; [24 52],[27.17647059 49.82352941] ; [26.82352941 49.17647059],0
p1,1,0.347651,0.882012,[ 4 72] ; [ 7 69],[ 5.5 70.5] ; [ 5.5 70.5],0
s5,1,0.354163,0.858485,[13 58] ; [18 55],[15.28472222 55.71527778] ; [15.71527778 57.28472222],0
r4,1,0.369385,0.805733,[66 11] ; [61 15],[63.91503268 13.08496732] ; [63.08496732 12.91503268],0
p7,1,0.372697,0.794654,[43 32] ; [36 36],[40.30612245 34.69387755] ; [38.69387755 33.30612245],0
d2,1,0.40802,0.684561,[33 43] ; [28 48],[30.5 45.5] ; [30.5 45.5],0
u2,1,0.416254,0.660868,[15  4] ; [24 11],[13.72222222  5.27777778] ; [25.27777778  9.72222222],0
p9,1,0.416657,0.659725,[54 22] ; [48 26],[51.68 24.32] ; [50.32 23.68],0
s4,1,0.48911,0.478484,[11 66] ; [14 62],[12.58169935 64.41830065] ; [12.41830065 63.58169935],0
s1,1,0.491419,0.473417,[ 3 71] ; [ 5 71],[ 3.94666667 70.05333333] ; [ 4.05333333 71.94666667],0
v2,1,0.561211,0.337612,[39 34] ; [33 35],[37.27659574 35.72340426] ; [34.72340426 33.27659574],0
s8,1,0.565072,0.330998,[23 54] ; [26 50],[24.66013072 52.33986928] ; [24.33986928 51.66013072],0
d5,1,0.570705,0.321504,[59 17] ; [56 20],[57.5 18.5] ; [57.5 18.5],0
p3,1,0.582847,0.301654,[30 46] ; [26 48],[28.37333333 47.62666667] ; [27.62666667 46.37333333],0
a6,1,0.602627,0.271052,[50 26] ; [53 23],[51.5 24.5] ; [51.5 24.5],0
p4,1,0.615706,0.25195,[37 39] ; [33 41],[35.46666667 40.53333333] ; [34.53333333 39.46666667],0
a1,1,0.638659,0.2205,[ 2 75] ; [ 3 73],[ 2.51633987 74.48366013] ; [ 2.48366013 73.51633987],0
d1,1,0.687826,0.161449,[36 41] ; [38 38],[37.24183007 39.75816993] ; [36.75816993 39.24183007],0
p10,1,0.688089,0.161162,[47 28] ; [44 30],[45.80536913 29.19463087] ; [45.19463087 28.80536913],0
s6,1,0.755915,0.096627,[43 34] ; [40 35],[42.04605263 34.95394737] ; [40.95394737 34.04605263],0
s3,1,0.811866,0.056653,[40 35] ; [42 34],[40.72847682 34.27152318] ; [41.27152318 34.72847682],0
b4,1,0.814741,0.054903,[44 33] ; [42 34],[43.28104575 33.71895425] ; [42.71895425 33.28104575],0
d3,1,0.817815,0.053064,[50 26] ; [48 27],[49.32450331 26.67549669] ; [48.67549669 26.32450331],0
a7,1,0.908972,0.013072,[51 26] ; [51 25],[51.33333333 25.66666667] ; [50.66666667 25.33333333],0
n3,1,0.938958,0.005864,[15  6] ; [21  8],[15.12  5.88] ; [20.88  8.12],0
p6,1,0.961934,0.002278,[18 55] ; [18 54],[18.12413793 54.87586207] ; [17.87586207 54.12413793],0
n1,1,0.962128,0.002255,[ 8 14] ; [10 18],[ 7.92 14.08] ; [10.08 17.92],0
d4,1,0.966338,0.001781,[60 16] ; [59 16],[59.89403974 16.10596026] ; [59.10596026 15.89403974],0
p5,1,0.973406,0.001111,[ 3 73] ; [ 3 71],[ 3.04 72.96] ; [ 2.96 71.04],0
u1,1,0.97953,0.000658,[ 7 70] ; [ 7 69],[ 7.04575163 69.95424837] ; [ 6.95424837 69.04575163],0
