Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0148,5.940092,[ 1 11] ; [7 6],[3.84 8.16] ; [4.16 8.84],0
b4,1,0.07222,3.231838,[5 7] ; [10  3],[7.2 4.8] ; [7.8 5.2],0
s5,1,0.131587,2.273684,[4 8] ; [ 1 11],[2.5 9.5] ; [2.5 9.5],0
p11,1,0.141326,2.163462,[9 3] ; [6 7],[7.2 4.8] ; [7.8 5.2],0
p3,1,0.141326,2.163462,[9 3] ; [6 7],[7.2 4.8] ; [7.8 5.2],0
a3,1,0.161178,1.963141,[6 6] ; [10  3],[7.68 4.32] ; [8.32 4.68],0
s3,1,0.165403,1.924118,[5 7] ; [9 4],[6.72 5.28] ; [7.28 5.72],0
n1,1,0.186858,1.742222,[1 4] ; [2 1],[1.875 3.125] ; [1.125 1.875],0
r3,1,0.2253,1.470289,[10  2] ; [8 5],[8.64 3.36] ; [9.36 3.64],0
s6,1,0.292053,1.110135,[7 4] ; [5 7],[5.73913043 5.26086957] ; [6.26086957 5.73913043],0
b5,1,0.293803,1.102114,[8 4] ; [11  2],[9.12 2.88] ; [9.88 3.12],0
s2,1,0.319499,0.990997,[5 7] ; [ 3 10],[3.84 8.16] ; [4.16 8.84],0
d2,1,0.320423,0.987221,[7 5] ; [5 8],[5.76 6.24] ; [6.24 6.76],0
r1,1,0.320423,0.987221,[7 5] ; [5 8],[5.76 6.24] ; [6.24 6.76],0
d5,1,0.3268,0.961538,[6 6] ; [9 4],[7.2 4.8] ; [7.8 5.2],0
b1,1,0.3268,0.961538,[6 6] ; [9 4],[7.2 4.8] ; [7.8 5.2],0
b3,1,0.345099,0.891396,[3 5] ; [2 9],[2.10526316 5.89473684] ; [2.89473684 8.10526316],0
b2,1,0.345099,0.891396,[3 5] ; [2 9],[2.10526316 5.89473684] ; [2.89473684 8.10526316],0
a8,1,0.408451,0.683304,[2 9] ; [4 8],[2.86956522 8.13043478] ; [3.13043478 8.86956522],0
d1,1,0.470989,0.519655,[3 9] ; [5 8],[3.84 8.16] ; [4.16 8.84],0
v2,1,0.513292,0.42735,[4 8] ; [6 7],[4.8 7.2] ; [5.2 7.8],0
d3,1,0.542541,0.37085,[5 7] ; [7 6],[5.76 6.24] ; [6.24 6.76],0
p5,1,0.548186,0.360577,[3 9] ; [ 2 11],[2.4 9.6] ; [ 2.6 10.4],0
s4,1,0.548186,0.360577,[3 9] ; [ 2 11],[2.4 9.6] ; [ 2.6 10.4],0
a7,1,0.561471,0.337163,[6 6] ; [5 8],[5.28 6.72] ; [5.72 7.28],0
a6,1,0.561471,0.337163,[6 6] ; [8 5],[6.72 5.28] ; [7.28 5.72],0
n6,1,0.562343,0.335664,[8 3] ; [8 5],[7.33333333 3.66666667] ; [8.66666667 4.33333333],0
d4,1,0.568261,0.3256,[8 4] ; [10  3],[8.64 3.36] ; [9.36 3.64],0
p9,1,0.568261,0.3256,[8 4] ; [10  3],[8.64 3.36] ; [9.36 3.64],0
s8,1,0.570632,0.321626,[5 7] ; [4 9],[4.32 7.68] ; [4.68 8.32],0
n4,1,0.570632,0.321626,[7 5] ; [9 4],[7.68 4.32] ; [8.32 4.68],0
n5,1,0.570632,0.321626,[7 5] ; [9 4],[7.68 4.32] ; [8.32 4.68],0
v3,1,0.615228,0.252632,[ 2 10] ; [3 9],[2.5 9.5] ; [2.5 9.5],0
u2,1,0.635256,0.225,[3 3] ; [1 2],[2.66666667 3.33333333] ; [1.33333333 1.66666667],0
s7,1,0.67329,0.177778,[4 8] ; [5 7],[4.5 7.5] ; [4.5 7.5],0
p6,1,0.682046,0.167832,[6 6] ; [5 7],[5.5 6.5] ; [5.5 6.5],0
r2,1,0.682046,0.167832,[6 6] ; [7 5],[6.5 5.5] ; [6.5 5.5],0
a5,1,0.748233,0.103022,[9 3] ; [9 4],[8.64 3.36] ; [9.36 3.64],0
p4,1,0.789561,0.071225,[8 4] ; [8 5],[7.68 4.32] ; [8.32 4.68],0
v1,1,0.821348,0.050991,[5 7] ; [6 7],[5.28 6.72] ; [5.72 7.28],0
r4,1,0.87018,0.026709,[5 7] ; [5 8],[4.8 7.2] ; [5.2 7.8],0
p10,1,0.890787,0.018854,[8 4] ; [9 4],[8.16 3.84] ; [8.84 4.16],0
p2,1,1.0,0.0,[8 4] ; [8 4],[8. 4.] ; [8. 4.],0
u3,1,1.0,0.0,[2 4] ; [1 2],[2. 4.] ; [1. 2.],0
