Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,3.7e-05,17.003122,[14 34] ; [25  8],[23.11111111 24.88888889] ; [15.88888889 17.11111111],1
p3,1,7.6e-05,15.656352,[ 8 42] ; [19 14],[16.26506024 33.73493976] ; [10.73493976 22.26506024],1
s8,1,0.006984,7.277005,[ 7 44] ; [13 20],[12.14285714 38.85714286] ; [ 7.85714286 25.14285714],0
p6,1,0.0076,7.125488,[ 8 42] ; [14 19],[13.25301205 36.74698795] ; [ 8.74698795 24.25301205],0
n1,1,0.017564,5.639161,[ 3 19] ; [7 7],[ 6.11111111 15.88888889] ; [ 3.88888889 10.11111111],0
p8,1,0.022091,5.238586,[14 36] ; [17 15],[18.90243902 31.09756098] ; [12.09756098 19.90243902],0
u3,1,0.023268,5.148387,[10 18] ; [12  5],[13.68888889 14.31111111] ; [8.31111111 8.68888889],0
s7,1,0.027687,4.84747,[ 9 40] ; [13 19],[13.30864198 35.69135802] ; [ 8.69135802 23.30864198],0
s6,1,0.052943,3.745714,[18 32] ; [19 14],[22.28915663 27.71084337] ; [14.71084337 18.28915663],0
s2,1,0.09731,2.749091,[17 34] ; [17 16],[20.64285714 30.35714286] ; [13.35714286 19.64285714],0
a5,1,0.119001,2.430421,[19 32] ; [18 15],[22.46428571 28.53571429] ; [14.53571429 18.46428571],0
u2,1,0.130393,2.287815,[10 18] ; [10  7],[12.44444444 15.55555556] ; [7.55555556 9.44444444],0
p5,1,0.130445,2.287196,[ 1 49] ; [ 3 29],[ 2.43902439 47.56097561] ; [ 1.56097561 30.43902439],0
b1,1,0.141623,2.160233,[21 30] ; [19 14],[24.28571429 26.71428571] ; [15.71428571 17.28571429],0
p9,1,0.150121,2.071023,[35 13] ; [19 14],[32. 16.] ; [22. 11.],0
v2,1,0.152462,2.047443,[11 39] ; [12 21],[13.85542169 36.14457831] ; [ 9.14457831 23.85542169],0
a4,1,0.175711,1.833527,[ 9 42] ; [10 23],[11.53571429 39.46428571] ; [ 7.46428571 25.53571429],0
v1,1,0.197901,1.657794,[13 37] ; [13 20],[15.6626506 34.3373494] ; [10.3373494 22.6626506],0
s5,1,0.198228,1.655381,[11 40] ; [11 21],[13.51807229 37.48192771] ; [ 8.48192771 23.51807229],0
n3,1,0.203669,1.615865,[10 12] ; [10  5],[11.89189189 10.10810811] ; [8.10810811 6.89189189],0
n2,1,0.2473,1.33849,[12 10] ; [11  4],[13.67567568  8.32432432] ; [9.32432432 5.67567568],0
d1,1,0.252352,1.310233,[14 37] ; [13 20],[16.39285714 34.60714286] ; [10.60714286 22.39285714],0
p2,1,0.280975,1.162368,[29 21] ; [23 10],[31.3253012 18.6746988] ; [20.6746988 12.3253012],0
a1,1,0.328097,0.956393,[ 2 49] ; [ 3 30],[ 3.03571429 47.96428571] ; [ 1.96428571 31.03571429],0
a8,1,0.35169,0.867351,[ 1 47] ; [ 2 31],[ 1.77777778 46.22222222] ; [ 1.22222222 31.77777778],0
a2,1,0.362554,0.829026,[ 4 47] ; [ 1 32],[ 3.03571429 47.96428571] ; [ 1.96428571 31.03571429],0
b2,1,0.39329,0.728745,[10 16] ; [ 5 14],[ 8.66666667 17.33333333] ; [ 6.33333333 12.66666667],0
b3,1,0.39329,0.728745,[10 16] ; [ 5 14],[ 8.66666667 17.33333333] ; [ 6.33333333 12.66666667],0
a6,1,0.397555,0.71571,[23 28] ; [18 15],[24.89285714 26.10714286] ; [16.10714286 16.89285714],0
d2,1,0.405076,0.693207,[20 31] ; [10 23],[18.21428571 32.78571429] ; [11.78571429 21.21428571],0
r3,1,0.464481,0.535074,[40 11] ; [28  5],[41.28571429  9.71428571] ; [26.71428571  6.28571429],0
p1,1,0.527351,0.399493,[ 5 45] ; [ 2 31],[ 4.21686747 45.78313253] ; [ 2.78313253 30.21686747],0
p10,1,0.547157,0.362436,[30 19] ; [18 15],[28.68292683 20.31707317] ; [19.31707317 13.68292683],0
d3,1,0.559377,0.340784,[25 24] ; [19 14],[26.29268293 22.70731707] ; [17.70731707 15.29268293],0
v4,1,0.574248,0.315627,[40 10] ; [28  5],[40.96385542  9.03614458] ; [27.03614458  5.96385542],0
b4,1,0.630576,0.23128,[29 22] ; [17 16],[27.92857143 23.07142857] ; [18.07142857 14.92857143],0
v3,1,0.635557,0.224601,[ 8 41] ; [ 4 28],[ 7.25925926 41.74074074] ; [ 4.74074074 27.25925926],0
s3,1,0.635658,0.224465,[19 32] ; [14 19],[20.03571429 30.96428571] ; [12.96428571 20.03571429],0
s1,1,0.653,0.202139,[ 2 49] ; [ 2 31],[ 2.42857143 48.57142857] ; [ 1.57142857 31.42857143],0
n6,1,0.659138,0.194572,[30 21] ; [21 12],[30.96428571 20.03571429] ; [20.03571429 12.96428571],0
a3,1,0.824326,0.049277,[23 27] ; [16 17],[23.4939759 26.5060241] ; [15.5060241 17.4939759],0
s4,1,0.832152,0.04492,[15 36] ; [ 9 24],[14.57142857 36.42857143] ; [ 9.42857143 23.57142857],0
r2,1,0.855996,0.032932,[38 13] ; [24  9],[37.64285714 13.35714286] ; [24.35714286  8.64285714],0
b5,1,0.870871,0.026423,[30 21] ; [20 13],[30.35714286 20.64285714] ; [19.64285714 13.35714286],0
p11,1,0.909802,0.012834,[30 21] ; [19 14],[29.75 21.25] ; [19.25 13.75],0
d4,1,0.934111,0.006835,[32 19] ; [21 12],[32.17857143 18.82142857] ; [20.82142857 12.17857143],0
n5,1,0.934111,0.006835,[19 32] ; [12 21],[18.82142857 32.17857143] ; [12.17857143 20.82142857],0
d5,1,0.955967,0.003049,[30 20] ; [20 13],[30.12048193 19.87951807] ; [19.87951807 13.12048193],0
r4,1,0.961807,0.002293,[25 26] ; [16 17],[24.89285714 26.10714286] ; [16.10714286 16.89285714],0
a7,1,0.969446,0.001467,[29 21] ; [19 14],[28.91566265 21.08433735] ; [19.08433735 13.91566265],0
