Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,56.00648,[ 5 28] ; [63  7],[21.78640777 11.21359223] ; [46.21359223 23.78640777],1
b3,1,0.017657,5.629868,[ 1 11] ; [21 25],[4.55172414 7.44827586] ; [17.44827586 28.55172414],0
b2,1,0.017657,5.629868,[ 1 11] ; [21 25],[4.55172414 7.44827586] ; [17.44827586 28.55172414],0
b1,1,0.020108,5.402526,[ 6 27] ; [29 41],[11.21359223 21.78640777] ; [23.78640777 46.21359223],0
v1,1,0.029135,4.759602,[13 18] ; [45 24],[17.98 13.02] ; [40.02 28.98],0
n6,1,0.030348,4.689476,[25  8] ; [64  6],[28.51456311  4.48543689] ; [60.48543689  9.51456311],0
a6,1,0.034717,4.459037,[16 17] ; [49 21],[20.82524272 12.17475728] ; [44.17475728 25.82524272],0
p7,1,0.037592,4.323402,[15 16] ; [49 21],[19.64356436 11.35643564] ; [44.35643564 25.64356436],0
r4,1,0.037824,4.312899,[26  7] ; [65  5],[29.15533981  3.84466019] ; [61.84466019  8.15533981],0
p6,1,0.057098,3.619727,[ 6 26] ; [26 43],[10.13861386 21.86138614] ; [21.86138614 47.13861386],0
a4,1,0.063814,3.435377,[11 22] ; [37 33],[15.37864078 17.62135922] ; [32.62135922 37.37864078],0
p10,1,0.065388,3.395159,[23  9] ; [60  9],[26.2970297  5.7029703] ; [56.7029703 12.2970297],0
b5,1,0.066821,3.359439,[21 12] ; [31 39],[16.66019417 16.33980583] ; [35.33980583 34.66019417],0
r1,1,0.071775,3.24195,[22 10] ; [59 11],[25.41176471  6.58823529] ; [55.58823529 14.41176471],0
a2,1,0.092796,2.825183,[ 3 30] ; [16 54],[ 6.08737864 26.91262136] ; [12.91262136 57.08737864],0
a3,1,0.098306,2.73281,[16 16] ; [47 23],[19.76470588 12.23529412] ; [43.23529412 26.76470588],0
p4,1,0.107177,2.595365,[14 19] ; [41 28],[17.79411765 15.20588235] ; [37.20588235 31.79411765],0
a1,1,0.140382,2.173768,[ 4 29] ; [ 3 67],[ 2.24271845 30.75728155] ; [ 4.75728155 65.24271845],0
a5,1,0.140803,2.169162,[22 11] ; [56 14],[24.99029126  8.00970874] ; [53.00970874 16.99029126],0
r3,1,0.153706,2.035077,[32  1] ; [61  8],[30.08823529  2.91176471] ; [62.91176471  6.08823529],0
d2,1,0.156827,2.004556,[13 20] ; [37 31],[16.33663366 16.66336634] ; [33.66336634 34.33663366],0
p8,1,0.1628,1.948019,[14 19] ; [40 30],[17.30097087 15.69902913] ; [36.69902913 33.30097087],0
d1,1,0.167678,1.903586,[17 16] ; [46 24],[20.18446602 12.81553398] ; [42.81553398 27.18446602],0
s2,1,0.18481,1.758513,[18 15] ; [28 41],[14.88235294 18.11764706] ; [31.11764706 37.88235294],0
p1,1,0.233616,1.418711,[ 2 30] ; [10 59],[ 3.8019802 28.1980198] ; [ 8.1980198 60.8019802],0
p11,1,0.233761,1.417829,[24  9] ; [58 12],[26.27184466  6.72815534] ; [55.72815534 14.27184466],0
s3,1,0.257299,1.28323,[18 14] ; [30 38],[15.36 16.64] ; [32.64 35.36],0
d5,1,0.297751,1.084238,[25  8] ; [59 11],[26.91262136  6.08737864] ; [57.08737864 12.91262136],0
