Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.001328,10.303833,[78 11] ; [19 12],[71.94166667 17.05833333] ; [25.05833333  5.94166667],0
b1,1,0.002946,8.840479,[28 62] ; [19 12],[34.95867769 55.04132231] ; [12.04132231 18.95867769],0
p8,1,0.016729,5.724547,[47 40] ; [ 9 22],[41.28813559 45.71186441] ; [14.71186441 16.28813559],0
p5,1,0.025562,4.985403,[18 71] ; [ 1 30],[14.09166667 74.90833333] ; [ 4.90833333 26.09166667],0
p9,1,0.029439,4.741765,[76 11] ; [21  9],[72.12820513 14.87179487] ; [24.87179487  5.12820513],0
p7,1,0.033373,4.526524,[60 26] ; [15 16],[55.12820513 30.87179487] ; [19.87179487 11.12820513],0
s4,1,0.0356,4.416186,[22 66] ; [14 17],[26.62184874 61.37815126] ; [ 9.37815126 21.62184874],0
a3,1,0.060035,3.536408,[56 34] ; [25  6],[60.24793388 29.75206612] ; [20.75206612 10.24793388],0
d5,1,0.09429,2.799571,[65 25] ; [27  4],[68.42975207 21.57024793] ; [23.57024793  7.42975207],0
d2,1,0.096435,2.763539,[42 47] ; [20 11],[45.98333333 43.01666667] ; [16.01666667 14.98333333],0
n5,1,0.120121,2.415738,[65 24] ; [18 13],[61.55833333 27.44166667] ; [21.44166667  9.55833333],0
d4,1,0.169054,1.891314,[67 22] ; [27  4],[69.71666667 19.28333333] ; [24.28333333  6.71666667],0
n6,1,0.186558,1.744593,[82  7] ; [26  5],[80.1  8.9] ; [27.9  3.1],0
a6,1,0.237729,1.394009,[60 30] ; [17 14],[57.27272727 32.72727273] ; [19.72727273 11.27272727],0
p10,1,0.239149,1.385604,[74 15] ; [22  8],[71.79831933 17.20168067] ; [24.20168067  5.79831933],0
u3,1,0.247232,1.338879,[20 14] ; [2 4],[18.7 15.3] ; [3.3 2.7],0
a4,1,0.267856,1.227693,[39 51] ; [17 14],[41.65289256 48.34710744] ; [14.34710744 16.65289256],0
v4,1,0.293655,1.102789,[82  6] ; [27  4],[80.60504202  7.39495798] ; [28.39495798  2.60504202],0
a5,1,0.299265,1.077468,[64 26] ; [25  6],[66.19834711 23.80165289] ; [22.80165289  8.19834711],0
s3,1,0.363914,0.824342,[57 32] ; [17 14],[54.88333333 34.11666667] ; [19.11666667 11.88333333],0
u2,1,0.373597,0.791667,[17 15] ; [2 4],[16. 16.] ; [3. 3.],0
d1,1,0.381848,0.764743,[47 43] ; [19 12],[49.09090909 40.90909091] ; [16.90909091 14.09090909],0
a2,1,0.399651,0.709376,[21 69] ; [ 5 26],[19.33884298 70.66115702] ; [ 6.66115702 24.33884298],0
b5,1,0.424608,0.637527,[39 51] ; [16 15],[40.90909091 49.09090909] ; [14.09090909 16.90909091],0
p3,1,0.432418,0.616321,[48 42] ; [14 17],[46.11570248 43.88429752] ; [15.88429752 15.11570248],0
n1,1,0.435078,0.609231,[ 8 12] ; [7 6],[ 9.09090909 10.90909091] ; [5.90909091 7.09090909],0
d3,1,0.441256,0.593013,[57 33] ; [22  9],[58.76033058 31.23966942] ; [20.23966942 10.76033058],0
s1,1,0.47912,0.500865,[ 6 84] ; [ 1 30],[ 5.20661157 84.79338843] ; [ 1.79338843 29.20661157],0
v2,1,0.48359,0.490757,[39 49] ; [16 15],[40.67226891 47.32773109] ; [14.32773109 16.67226891],0
p6,1,0.526168,0.401786,[32 58] ; [13 18],[33.47107438 56.52892562] ; [11.52892562 19.47107438],0
s6,1,0.554728,0.348914,[75 12] ; [28  3],[75.94067797 11.05932203] ; [27.05932203  3.94067797],0
s8,1,0.569177,0.324061,[35 54] ; [14 17],[36.34166667 52.65833333] ; [12.65833333 18.34166667],0
r3,1,0.570714,0.32149,[82  6] ; [27  3],[81.28813559  6.71186441] ; [27.71186441  2.28813559],0
v3,1,0.572345,0.318774,[28 59] ; [ 8 22],[26.76923077 60.23076923] ; [ 9.23076923 20.76923077],0
a7,1,0.595749,0.281455,[62 27] ; [20 11],[60.81666667 28.18333333] ; [21.18333333  9.81666667],0
s2,1,0.614744,0.253325,[54 36] ; [17 14],[52.80991736 37.19008264] ; [18.19008264 12.80991736],0
n3,1,0.618402,0.24812,[15  4] ; [10  4],[14.39393939  4.60606061] ; [10.60606061  3.39393939],0
p4,1,0.666955,0.185185,[55 35] ; [17 13],[54. 36.] ; [18. 12.],0
r1,1,0.676602,0.173976,[72 17] ; [24  7],[71.2 17.8] ; [24.8  6.2],0
n4,1,0.723428,0.125232,[64 26] ; [21 10],[63.2231405 26.7768595] ; [21.7768595  9.2231405],0
n2,1,0.816297,0.053968,[15  5] ; [10  4],[14.70588235  5.29411765] ; [10.29411765  3.70588235],0
p1,1,0.81903,0.052346,[10 78] ; [ 4 27],[10.35294118 77.64705882] ; [ 3.64705882 27.35294118],0
r4,1,0.824069,0.049424,[80 10] ; [28  3],[80.33057851  9.66942149] ; [27.66942149  3.33057851],0
u1,1,0.834413,0.0437,[16 74] ; [ 5 26],[15.61983471 74.38016529] ; [ 5.38016529 25.61983471],0
a8,1,0.854262,0.033739,[ 8 73] ; [ 3 24],[ 8.25 72.75] ; [ 2.75 24.25],0
b2,1,0.858681,0.031703,[20 37] ; [ 6 10],[20.30136986 36.69863014] ; [ 5.69863014 10.30136986],0
b3,1,0.858681,0.031703,[20 37] ; [ 6 10],[20.30136986 36.69863014] ; [ 5.69863014 10.30136986],0
s7,1,0.886731,0.02029,[54 32] ; [18 10],[54.31578947 31.68421053] ; [17.68421053 10.31578947],0
b4,1,0.926552,0.008498,[56 34] ; [19 12],[55.78512397 34.21487603] ; [19.21487603 11.78512397],0
a1,1,0.966851,0.001727,[ 6 84] ; [ 2 29],[ 5.95041322 84.04958678] ; [ 2.04958678 28.95041322],0
