Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.00222,9.357813,[53 35] ; [38  6],[60.66666667 27.33333333] ; [30.33333333 13.66666667],0
v3,1,0.004003,8.282248,[16 69] ; [18 24],[22.75590551 62.24409449] ; [11.24409449 30.75590551],0
d4,1,0.006556,7.390817,[56 32] ; [38  6],[62.66666667 25.33333333] ; [31.33333333 12.66666667],0
b1,1,0.009665,6.695652,[53 35] ; [16 28],[46. 42.] ; [23. 21.],0
v1,1,0.009787,6.673207,[22 65] ; [21 23],[28.55725191 58.44274809] ; [14.44274809 29.55725191],0
s6,1,0.021865,5.256506,[24 63] ; [21 23],[29.88549618 57.11450382] ; [15.11450382 28.88549618],0
d5,1,0.028347,4.806828,[58 30] ; [37  7],[63.33333333 24.66666667] ; [31.66666667 12.33333333],0
r4,1,0.043871,4.061538,[48 40] ; [32 12],[53.33333333 34.66666667] ; [26.66666667 17.33333333],0
r1,1,0.05163,3.787719,[48 39] ; [32 12],[53.12977099 33.87022901] ; [26.87022901 17.12977099],0
n6,1,0.078796,3.089563,[48 40] ; [31 13],[52.66666667 35.33333333] ; [26.33333333 17.66666667],0
d1,1,0.083944,2.986839,[36 52] ; [25 19],[40.66666667 47.33333333] ; [20.33333333 23.66666667],0
a8,1,0.091169,2.853602,[10 74] ; [ 1 38],[ 7.51219512 76.48780488] ; [ 3.48780488 35.51219512],0
r2,1,0.097864,2.740017,[68 18] ; [39  4],[71.33333333 14.66666667] ; [35.66666667  7.33333333],0
b3,1,0.101707,2.678571,[15 39] ; [10 11],[18. 36.] ; [ 7. 14.],0
b2,1,0.101707,2.678571,[15 39] ; [10 11],[18. 36.] ; [ 7. 14.],0
v4,1,0.102026,2.673586,[65 23] ; [38  6],[68.66666667 19.33333333] ; [34.33333333  9.66666667],0
n5,1,0.102645,2.66396,[57 31] ; [22 22],[52.66666667 35.33333333] ; [26.33333333 17.66666667],0
a1,1,0.103497,2.65082,[ 9 79] ; [ 1 43],[ 6.66666667 81.33333333] ; [ 3.33333333 40.66666667],0
p6,1,0.123966,2.366488,[13 74] ; [11 31],[16.18604651 70.81395349] ; [ 7.81395349 34.18604651],0
n1,1,0.163013,1.946048,[19 21] ; [ 4 11],[16.72727273 23.27272727] ; [6.27272727 8.72727273],0
a7,1,0.249537,1.325893,[53 35] ; [31 13],[56. 32.] ; [28. 16.],0
b5,1,0.255291,1.294118,[51 37] ; [30 14],[54. 34.] ; [27. 17.],0
s7,1,0.268856,1.222574,[19 65] ; [ 6 36],[16.66666667 67.33333333] ; [ 8.33333333 33.66666667],0
s4,1,0.281903,1.157895,[10 78] ; [ 8 36],[12. 76.] ; [ 6. 38.],0
p4,1,0.284708,1.144476,[25 62] ; [16 26],[27.65116279 59.34883721] ; [13.34883721 28.65116279],0
s5,1,0.340573,0.908274,[12 74] ; [ 9 35],[13.89230769 72.10769231] ; [ 7.10769231 36.89230769],0
d3,1,0.355502,0.85372,[46 41] ; [27 17],[48.48091603 38.51908397] ; [24.51908397 19.48091603],0
a4,1,0.363861,0.824524,[32 54] ; [20 24],[34.4 51.6] ; [17.6 26.4],0
p10,1,0.363861,0.824524,[32 54] ; [20 24],[34.4 51.6] ; [17.6 26.4],0
u2,1,0.374813,0.787645,[11 26] ; [6 8],[12.33333333 24.66666667] ; [4.66666667 9.33333333],0
a5,1,0.452612,0.564103,[50 38] ; [28 16],[52. 36.] ; [26. 18.],0
s3,1,0.471059,0.519491,[23 63] ; [ 9 34],[21.33333333 64.66666667] ; [10.66666667 32.33333333],0
n4,1,0.528832,0.396635,[55 33] ; [25 19],[53.33333333 34.66666667] ; [26.66666667 17.33333333],0
a2,1,0.535915,0.383164,[16 72] ; [10 34],[17.33333333 70.66666667] ; [ 8.66666667 35.33333333],0
a6,1,0.53595,0.383097,[47 41] ; [26 18],[48.66666667 39.33333333] ; [24.33333333 19.66666667],0
a3,1,0.56421,0.332468,[51 33] ; [29 15],[52.5 31.5] ; [27.5 16.5],0
p7,1,0.577288,0.310639,[34 53] ; [19 24],[35.46923077 51.53076923] ; [17.53076923 25.46923077],0
p2,1,0.579781,0.306589,[43 44] ; [24 20],[44.49618321 42.50381679] ; [22.50381679 21.49618321],0
p1,1,0.60594,0.266129,[ 6 82] ; [ 2 42],[ 5.33333333 82.66666667] ; [ 2.66666667 41.33333333],0
p8,1,0.608906,0.261772,[26 61] ; [11 32],[24.76153846 62.23846154] ; [12.23846154 30.76153846],0
u1,1,0.656058,0.198347,[ 8 80] ; [ 3 41],[ 7.33333333 80.66666667] ; [ 3.66666667 40.33333333],0
p9,1,0.691216,0.157772,[37 47] ; [21 23],[38.0625 45.9375] ; [19.9375 24.0625],0
p3,1,0.756037,0.096528,[26 61] ; [14 29],[26.76923077 60.23076923] ; [13.23076923 29.76923077],0
p5,1,0.761734,0.091933,[ 5 81] ; [ 2 42],[ 4.63076923 81.36923077] ; [ 2.36923077 41.63076923],0
s1,1,0.783591,0.075429,[ 5 83] ; [ 2 42],[ 4.66666667 83.33333333] ; [ 2.33333333 41.66666667],0
