Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,33.821773,[84  4] ; [2 5],[79.66315789  8.33684211] ; [6.33684211 0.66315789],1
p2,1,0.001866,9.676925,[81  6] ; [4 3],[78.67021277  8.32978723] ; [6.32978723 0.67021277],0
p7,1,0.002629,9.048583,[72 14] ; [2 4],[69.17391304 16.82608696] ; [4.82608696 1.17391304],0
b1,1,0.012569,6.228782,[33 55] ; [6 1],[36.12631579 51.87368421] ; [2.87368421 4.12631579],0
p4,1,0.013144,6.149585,[78  9] ; [4 3],[75.89361702 11.10638298] ; [6.10638298 0.89361702],0
n6,1,0.026905,4.896918,[82  5] ; [5 2],[80.5212766  6.4787234] ; [6.4787234 0.5212766],0
p3,1,0.02842,4.802433,[69 18] ; [3 4],[66.63829787 20.36170213] ; [5.36170213 1.63829787],0
p11,1,0.073023,3.21373,[81  7] ; [5 2],[79.66315789  8.33684211] ; [6.33684211 0.66315789],0
r2,1,0.073023,3.21373,[81  7] ; [5 2],[79.66315789  8.33684211] ; [6.33684211 0.66315789],0
s6,1,0.091597,2.846089,[69 14] ; [4 3],[67.32222222 15.67777778] ; [5.67777778 1.32222222],0
n1,1,0.114404,2.492308,[5 8] ; [4 1],[6.5 6.5] ; [2.5 2.5],0
a2,1,0.11622,2.467532,[16 72] ; [3 4],[17.6 70.4] ; [1.4 5.6],0
s2,1,0.131923,2.269734,[51 37] ; [2 5],[49.09473684 38.90526316] ; [3.90526316 3.09473684],0
a4,1,0.131923,2.269734,[37 51] ; [5 2],[38.90526316 49.09473684] ; [3.09473684 3.90526316],0
b4,1,0.149047,2.081981,[51 37] ; [6 1],[52.8 35.2] ; [4.2 2.8],0
s5,1,0.179886,1.798569,[55 26] ; [3 4],[53.38636364 27.61363636] ; [4.61363636 2.38636364],0
n4,1,0.187166,1.739784,[78 10] ; [5 2],[76.88421053 11.11578947] ; [6.11578947 0.88421053],0
a6,1,0.230276,1.439156,[55 32] ; [6 1],[56.45744681 30.54255319] ; [4.54255319 2.45744681],0
n3,1,0.254524,1.298302,[9 4] ; [2 3],[7.94444444 5.05555556] ; [3.05555556 1.94444444],0
s1,1,0.266676,1.233766,[ 4 84] ; [1 6],[ 4.63157895 83.36842105] ; [0.36842105 6.63157895],0
v4,1,0.266676,1.233766,[84  4] ; [6 1],[83.36842105  4.63157895] ; [6.63157895 0.36842105],0
p6,1,0.267907,1.227433,[55 31] ; [3 4],[53.6344086 32.3655914] ; [4.3655914 2.6344086],0
d4,1,0.290718,1.116291,[75 12] ; [5 2],[74.04255319 12.95744681] ; [5.95744681 1.04255319],0
p1,1,0.301777,1.066327,[22 66] ; [3 4],[23.15789474 64.84210526] ; [1.84210526 5.15789474],0
v2,1,0.30968,1.032039,[53 32] ; [3 4],[51.73913043 33.26086957] ; [4.26086957 2.73913043],0
d2,1,0.314831,1.0103,[45 42] ; [5 2],[46.27659574 40.72340426] ; [3.72340426 3.27659574],0
s8,1,0.348844,0.877656,[53 34] ; [3 4],[51.82978723 35.17021277] ; [4.17021277 2.82978723],0
v3,1,0.411274,0.675115,[50 35] ; [3 4],[48.9673913 36.0326087] ; [4.0326087 2.9673913],0
b3,1,0.435402,0.608369,[31 31] ; [2 4],[30.08823529 31.91176471] ; [2.91176471 3.08823529],0
b2,1,0.435402,0.608369,[31 31] ; [2 4],[30.08823529 31.91176471] ; [2.91176471 3.08823529],0
u1,1,0.443855,0.586295,[15 73] ; [2 5],[15.74736842 72.25263158] ; [1.25263158 5.74736842],0
b5,1,0.511767,0.430453,[39 49] ; [4 3],[39.83157895 48.16842105] ; [3.16842105 3.83157895],0
p8,1,0.555818,0.346997,[71 17] ; [5 2],[70.4 17.6] ; [5.6 1.4],0
u2,1,0.599126,0.276316,[13  6] ; [1 1],[12.66666667  6.33333333] ; [1.33333333 0.66666667],0
d1,1,0.637406,0.222151,[55 33] ; [5 2],[55.57894737 32.42105263] ; [4.42105263 2.57894737],0
a5,1,0.648183,0.208198,[69 19] ; [6 1],[69.47368421 18.52631579] ; [5.52631579 1.47368421],0
s3,1,0.661897,0.191227,[52 36] ; [3 3],[51.4893617 36.5106383] ; [3.5106383 2.4893617],0
a3,1,0.668385,0.183497,[69 19] ; [5 2],[68.54736842 19.45263158] ; [5.45263158 1.54736842],0
d5,1,0.684821,0.16475,[69 18] ; [6 1],[69.41489362 17.58510638] ; [5.58510638 1.41489362],0
u3,1,0.715501,0.132844,[12  7] ; [1 1],[11.76190476  7.23809524] ; [1.23809524 0.76190476],0
r1,1,0.743666,0.106931,[71 17] ; [6 1],[71.32631579 16.67368421] ; [5.67368421 1.32631579],0
d3,1,0.75084,0.100826,[57 30] ; [5 2],[57.38297872 29.61702128] ; [4.61702128 2.38297872],0
s7,1,0.879866,0.022843,[57 26] ; [5 2],[57.17777778 25.82222222] ; [4.82222222 2.17777778],0
a7,1,0.940872,0.005502,[64 24] ; [5 2],[63.91578947 24.08421053] ; [5.08421053 1.91578947],0
p12,1,0.941716,0.005346,[26 61] ; [2 5],[25.91489362 61.08510638] ; [2.08510638 4.91489362],0
v1,1,0.962568,0.002203,[60 25] ; [5 2],[60.05434783 24.94565217] ; [4.94565217 2.05434783],0
