Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,52.419831,[61 24] ; [ 8 57],[39.1 45.9] ; [29.9 35.1],1
d4,1,0.0,45.446779,[84  1] ; [35 30],[67.43333333 17.56666667] ; [51.56666667 13.43333333],1
d5,1,0.0,38.909525,[83  2] ; [36 28],[67.88590604 17.11409396] ; [51.11409396 12.88590604],1
a5,1,0.0,30.83966,[74 11] ; [29 36],[58.36666667 26.63333333] ; [44.63333333 20.36666667],1
d3,1,0.0,28.775976,[77  8] ; [33 31],[62.75167785 22.24832215] ; [47.24832215 16.75167785],1
a3,1,1e-06,23.392769,[71 14] ; [30 35],[57.23333333 27.76666667] ; [43.76666667 21.23333333],1
a2,1,1e-05,19.43722,[27 58] ; [ 2 63],[16.43333333 68.56666667] ; [12.56666667 52.43333333],1
s8,1,2e-05,18.168418,[56 29] ; [20 45],[43.06666667 41.93333333] ; [32.93333333 32.06666667],1
u1,1,0.000112,14.917026,[25 60] ; [ 3 62],[15.86666667 69.13333333] ; [12.13333333 52.86666667],1
p4,1,0.000216,13.687783,[62 23] ; [28 37],[51. 34.] ; [39. 26.],1
a4,1,0.000277,13.220864,[46 39] ; [16 49],[35.13333333 49.86666667] ; [26.86666667 38.13333333],1
p6,1,0.000364,12.707053,[45 39] ; [16 49],[34.38926174 49.61073826] ; [26.61073826 38.38926174],1
s6,1,0.000687,11.523421,[78  5] ; [45 16],[70.89583333 12.10416667] ; [52.10416667  8.89583333],1
p10,1,0.00334,8.611882,[77  7] ; [48 17],[70.46979866 13.53020134] ; [54.53020134 10.46979866],0
r2,1,0.00957,6.713243,[84  1] ; [58  7],[80.46666667  4.53333333] ; [61.53333333  3.46666667],0
r1,1,0.013544,6.09669,[71 14] ; [43 22],[64.6 20.4] ; [49.4 15.6],0
s7,1,0.015273,5.884685,[56 26] ; [31 33],[48.8630137 33.1369863] ; [38.1369863 25.8630137],0
n2,1,0.020268,5.388654,[14  8] ; [17  1],[17.05  4.95] ; [13.95  4.05],0
b2,1,0.021711,5.268817,[15 33] ; [ 3 29],[10.8 37.2] ; [ 7.2 24.8],0
b3,1,0.021711,5.268817,[15 33] ; [ 3 29],[10.8 37.2] ; [ 7.2 24.8],0
p3,1,0.024918,5.029586,[51 34] ; [27 38],[44.2 40.8] ; [33.8 31.2],0
s2,1,0.031332,4.634677,[66 19] ; [38 24],[60.13605442 24.86394558] ; [43.86394558 18.13605442],0
p5,1,0.033348,4.527809,[11 74] ; [ 2 63],[ 7.36666667 77.63333333] ; [ 5.63333333 59.36666667],0
v2,1,0.069511,3.294531,[45 37] ; [25 38],[39.5862069 42.4137931] ; [30.4137931 32.5862069],0
a6,1,0.077295,3.120873,[59 26] ; [36 29],[53.83333333 31.16666667] ; [41.16666667 23.83333333],0
s5,1,0.0836,2.99348,[46 32] ; [26 33],[40.99270073 37.00729927] ; [31.00729927 27.99270073],0
r4,1,0.096614,2.760561,[80  5] ; [56  9],[77.06666667  7.93333333] ; [58.93333333  6.06666667],0
s3,1,0.136946,2.211939,[66 19] ; [42 21],[62.02702703 22.97297297] ; [45.97297297 17.02702703],0
v3,1,0.146597,2.107305,[29 54] ; [15 48],[25.01369863 57.98630137] ; [18.98630137 44.01369863],0
p8,1,0.166638,1.912931,[46 36] ; [29 36],[41.83673469 40.16326531] ; [33.16326531 31.83673469],0
p7,1,0.184638,1.759893,[58 25] ; [38 26],[54.20408163 28.79591837] ; [41.79591837 22.20408163],0
n4,1,0.216541,1.527149,[58 27] ; [38 27],[54.4 30.6] ; [41.6 23.4],0
p1,1,0.24176,1.370299,[10 75] ; [ 4 61],[ 7.93333333 77.06666667] ; [ 6.06666667 58.93333333],0
b5,1,0.24683,1.341158,[55 30] ; [36 29],[51.56666667 33.43333333] ; [39.43333333 25.56666667],0
p9,1,0.253788,1.30233,[75  9] ; [53 11],[72.64864865 11.35135135] ; [55.35135135  8.64864865],0
p2,1,0.282844,1.153372,[69 16] ; [48 17],[66.3 18.7] ; [50.7 14.3],0
n6,1,0.316483,1.003426,[73 12] ; [51 13],[70.73825503 14.26174497] ; [53.26174497 10.73825503],0
v1,1,0.332495,0.939155,[44 41] ; [28 36],[41.0738255 43.9261745] ; [30.9261745 33.0738255],0
u2,1,0.365356,0.819398,[8 6] ; [15 20],[6.57142857 7.42857143] ; [16.42857143 18.57142857],0
a1,1,0.45325,0.562512,[ 3 82] ; [ 1 64],[ 2.26666667 82.73333333] ; [ 1.73333333 63.26666667],0
u3,1,0.453453,0.562007,[10  4] ; [21 14],[8.85714286 5.14285714] ; [22.14285714 12.85714286],0
a7,1,0.518688,0.416502,[60 25] ; [42 22],[58.18791946 26.81208054] ; [43.81208054 20.18791946],0
s1,1,0.627037,0.236101,[ 4 81] ; [ 2 62],[ 3.42281879 81.57718121] ; [ 2.57718121 61.42281879],0
n5,1,0.664794,0.187752,[56 29] ; [45 20],[57.23333333 27.76666667] ; [43.76666667 21.23333333],0
n3,1,0.713628,0.13468,[16  6] ; [14  4],[16.5  5.5] ; [13.5  4.5],0
v4,1,0.721877,0.126701,[82  3] ; [61  3],[81.57718121  3.42281879] ; [61.42281879  2.57718121],0
b4,1,0.736617,0.113122,[52 33] ; [38 27],[51. 34.] ; [39. 26.],0
p12,1,0.810898,0.057249,[ 6 78] ; [ 4 61],[ 5.63758389 78.36241611] ; [ 4.36241611 60.63758389],0
p11,1,0.901157,0.015426,[62 23] ; [48 17],[62.33333333 22.66666667] ; [47.66666667 17.33333333],0
n1,1,0.918928,0.01036,[ 7 15] ; [ 6 12],[ 7.15 14.85] ; [ 5.85 12.15],0
a8,1,0.981984,0.00051,[ 4 76] ; [ 3 56],[ 4.02877698 75.97122302] ; [ 2.97122302 56.02877698],0
b1,1,0.990832,0.000132,[30 55] ; [23 42],[30.03333333 54.96666667] ; [22.96666667 42.03333333],0
