Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000409,12.489736,[17  4] ; [15 29],[10.33846154 10.66153846] ; [21.66153846 22.33846154],1
s8,1,0.000455,12.291421,[ 8 13] ; [ 2 42],[ 3.23076923 17.76923077] ; [ 6.76923077 37.23076923],1
v4,1,0.000923,10.975785,[19  2] ; [21 23],[12.92307692  8.07692308] ; [27.07692308 16.92307692],1
p10,1,0.00096,10.903846,[14  7] ; [10 32],[ 8. 13.] ; [16. 26.],1
r3,1,0.002592,9.074311,[19  2] ; [23 21],[13.56923077  7.43076923] ; [28.43076923 15.56923077],0
u3,1,0.009375,6.75,[7 1] ; [ 5 11],[4. 4.] ; [8. 8.],0
p9,1,0.020147,5.399087,[14  7] ; [15 27],[ 9.66666667 11.33333333] ; [19.33333333 22.66666667],0
s6,1,0.02822,4.8146,[10 11] ; [ 9 34],[ 6.234375 14.765625] ; [12.765625 30.234375],0
s2,1,0.029131,4.759828,[11 10] ; [11 33],[ 7.10769231 13.89230769] ; [14.89230769 29.10769231],0
u2,1,0.040424,4.2,[7 1] ; [7 9],[4.66666667 3.33333333] ; [9.33333333 6.66666667],0
v1,1,0.04201,4.1348,[10 11] ; [10 34],[ 6.46153846 14.53846154] ; [13.53846154 30.46153846],0
v2,1,0.046849,3.950786,[10  8] ; [12 30],[ 6.6 11.4] ; [15.4 26.6],0
a7,1,0.112989,2.511911,[ 8 13] ; [26 18],[10.98461538 10.01538462] ; [23.01538462 20.98461538],0
p6,1,0.125751,2.344186,[ 4 16] ; [ 3 40],[ 2.22222222 17.77777778] ; [ 4.77777778 38.22222222],0
r1,1,0.142753,2.148031,[15  6] ; [23 21],[12.27692308  8.72307692] ; [25.72307692 18.27692308],0
a1,1,0.142931,2.146121,[ 1 20] ; [ 8 36],[ 2.90769231 18.09230769] ; [ 6.09230769 37.90769231],0
s7,1,0.145023,2.123832,[ 7 13] ; [ 7 32],[ 4.74576271 15.25423729] ; [ 9.25423729 29.74576271],0
p7,1,0.195379,1.676583,[ 7 11] ; [10 34],[ 4.93548387 13.06451613] ; [12.06451613 31.93548387],0
n1,1,0.243537,1.36,[6 3] ; [11 14],[4.5 4.5] ; [12.5 12.5],0
s3,1,0.250005,1.323275,[12  9] ; [18 25],[ 9.84375 11.15625] ; [20.15625 22.84375],0
p8,1,0.25111,1.317118,[ 6 15] ; [ 7 36],[ 4.265625 16.734375] ; [ 8.734375 34.265625],0
a4,1,0.273099,1.201116,[ 7 14] ; [21 23],[ 9.04615385 11.95384615] ; [18.95384615 25.04615385],0
p1,1,0.280422,1.165046,[ 1 20] ; [ 6 38],[ 2.26153846 18.73846154] ; [ 4.73846154 39.26153846],0
s4,1,0.280422,1.165046,[ 1 20] ; [ 6 38],[ 2.26153846 18.73846154] ; [ 4.73846154 39.26153846],0
b3,1,0.323141,0.97619,[ 4 10] ; [12 15],[5.46341463 8.53658537] ; [10.53658537 16.46341463],0
b2,1,0.323141,0.97619,[ 4 10] ; [12 15],[5.46341463 8.53658537] ; [10.53658537 16.46341463],0
a2,1,0.365597,0.818575,[ 2 19] ; [ 8 36],[ 3.23076923 17.76923077] ; [ 6.76923077 37.23076923],0
n4,1,0.367926,0.810658,[ 8 13] ; [22 22],[ 9.69230769 11.30769231] ; [20.30769231 23.69230769],0
b1,1,0.367926,0.810658,[13  8] ; [22 22],[11.30769231  9.69230769] ; [23.69230769 20.30769231],0
b4,1,0.378058,0.777007,[12  9] ; [20 24],[10.33846154 10.66153846] ; [21.66153846 22.33846154],0
a5,1,0.386362,0.750361,[11 10] ; [28 16],[12.6  8.4] ; [26.4 17.6],0
a6,1,0.424482,0.637874,[ 9 12] ; [23 20],[10.5 10.5] ; [21.5 21.5],0
p3,1,0.468632,0.525201,[ 5 16] ; [ 7 36],[ 3.9375 17.0625] ; [ 8.0625 34.9375],0
b5,1,0.486594,0.48405,[11 10] ; [19 25],[ 9.69230769 11.30769231] ; [20.30769231 23.69230769],0
v3,1,0.527089,0.4,[ 6 14] ; [ 9 31],[ 5. 15.] ; [10. 30.],0
p4,1,0.529735,0.394899,[ 5 15] ; [ 8 36],[ 4.0625 15.9375] ; [ 8.9375 35.0625],0
d3,1,0.532453,0.389708,[ 9 12] ; [22 21],[10.171875 10.828125] ; [20.828125 22.171875],0
d5,1,0.536149,0.382724,[12  9] ; [28 15],[13.125  7.875] ; [26.875 16.125],0
r2,1,0.562341,0.335667,[17  4] ; [32 11],[16.078125  4.921875] ; [32.921875 10.078125],0
s5,1,0.569542,0.32345,[ 3 17] ; [ 4 36],[ 2.33333333 17.66666667] ; [ 4.66666667 35.33333333],0
