Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,33.862534,[137   6] ; [48 24],[123.04651163  19.95348837] ; [61.95348837 10.04651163],1
p9,1,0.0,31.109944,[114  28] ; [29 40],[96.23696682 45.76303318] ; [46.76303318 22.23696682],1
p10,1,0.0,27.474815,[108  34] ; [27 42],[90.85308057 51.14691943] ; [44.14691943 24.85308057],1
r4,1,4e-06,21.341946,[120  23] ; [40 33],[105.92592593  37.07407407] ; [54.07407407 18.92592593],1
v4,1,0.000233,13.547754,[132  10] ; [54 18],[123.42056075  18.57943925] ; [62.57943925  9.42056075],1
b1,1,0.000366,12.698458,[ 41 102] ; [39 34],[52.96296296 90.03703704] ; [27.03703704 45.96296296],1
p7,1,0.000464,12.253335,[87 50] ; [27 44],[75.08653846 61.91346154] ; [38.91346154 32.08653846],1
r2,1,0.000837,11.157923,[129  13] ; [53 19],[120.76635514  21.23364486] ; [61.23364486 10.76635514],1
n6,1,0.002528,9.119978,[113  29] ; [44 29],[103.69302326  38.30697674] ; [53.30697674 19.69302326],0
v2,1,0.002733,8.97787,[67 67] ; [19 49],[57.04950495 76.95049505] ; [28.95049505 39.04950495],0
a3,1,0.005225,7.799739,[71 72] ; [21 50],[61.47663551 81.52336449] ; [30.52336449 40.47663551],0
s1,1,0.012042,6.304612,[  2 139] ; [ 6 66],[  5.29577465 135.70422535] ; [ 2.70422535 69.29577465],0
p8,1,0.014375,5.99149,[64 78] ; [20 52],[55.73831776 86.26168224] ; [28.26168224 43.73831776],0
p2,1,0.014709,5.951019,[109  34] ; [44 29],[101.29166667  41.70833333] ; [51.70833333 21.29166667],0
s8,1,0.017752,5.62042,[45 98] ; [12 61],[ 37.73611111 105.26388889] ; [19.26388889 53.73611111],0
n4,1,0.021848,5.257814,[93 49] ; [36 37],[85.2 56.8] ; [43.8 29.2],0
d3,1,0.022833,5.181141,[84 59] ; [30 41],[76.17757009 66.82242991] ; [37.82242991 33.17757009],0
a8,1,0.030582,4.676293,[ 17 119] ; [ 2 64],[ 12.79207921 123.20792079] ; [ 6.20792079 59.79207921],0
n3,1,0.039277,4.248848,[25  7] ; [16 14],[21.16129032 10.83870968] ; [19.83870968 10.16129032],0
p6,1,0.042579,4.112024,[44 96] ; [13 58],[ 37.81990521 102.18009479] ; [19.18009479 51.81990521],0
a6,1,0.04958,3.855594,[77 66] ; [29 44],[70.17592593 72.82407407] ; [35.82407407 37.17592593],0
a7,1,0.05191,3.778654,[98 44] ; [40 32],[91.57009346 50.42990654] ; [46.42990654 25.57009346],0
a4,1,0.064615,3.41477,[ 28 115] ; [ 7 65],[ 23.27906977 119.72093023] ; [11.72093023 60.27906977],0
v1,1,0.067797,3.335577,[58 80] ; [21 51],[51.91428571 86.08571429] ; [27.08571429 44.91428571],0
u2,1,0.068093,3.328403,[43 29] ; [21 28],[38.08264463 33.91735537] ; [25.91735537 23.08264463],0
p4,1,0.073117,3.211611,[63 78] ; [23 49],[56.92957746 84.07042254] ; [29.07042254 42.92957746],0
s6,1,0.094363,2.798317,[73 68] ; [29 44],[67.20560748 73.79439252] ; [34.79439252 38.20560748],0
p1,1,0.097261,2.749888,[  7 136] ; [ 8 65],[  9.93055556 133.06944444] ; [ 5.06944444 67.93055556],0
n5,1,0.101684,2.678938,[97 44] ; [42 31],[91.58411215 49.41588785] ; [47.41588785 25.58411215],0
d5,1,0.152041,2.051654,[90 53] ; [38 34],[85.13488372 57.86511628] ; [42.86511628 29.13488372],0
s7,1,0.158972,1.983982,[42 97] ; [14 53],[ 37.78640777 101.21359223] ; [18.21359223 48.78640777],0
v3,1,0.201336,1.632653,[46 94] ; [17 53],[42. 98.] ; [21. 49.],0
p12,1,0.263916,1.2481,[  6 136] ; [ 1 72],[  4.62325581 137.37674419] ; [ 2.37674419 70.62325581],0
r1,1,0.263952,1.24791,[89 53] ; [40 33],[85.2 56.8] ; [43.8 29.2],0
d4,1,0.283387,1.150776,[96 47] ; [43 29],[92.45116279 50.54883721] ; [46.54883721 25.45116279],0
s3,1,0.286956,1.133847,[70 70] ; [30 41],[66.3507109 73.6492891] ; [33.6492891 37.3507109],0
n2,1,0.372239,0.796178,[21 10] ; [17 13],[19.31147541 11.68852459] ; [18.68852459 11.31147541],0
d2,1,0.460757,0.544055,[ 29 114] ; [18 55],[ 31.11574074 111.88425926] ; [15.88425926 57.11574074],0
u1,1,0.489216,0.47825,[  2 141] ; [ 2 71],[  2.64814815 140.35185185] ; [ 1.35185185 71.64814815],0
n1,1,0.510582,0.432874,[11 21] ; [ 8 22],[ 9.80645161 22.19354839] ; [ 9.19354839 20.80645161],0
p5,1,0.561464,0.337176,[  7 135] ; [ 5 68],[  7.9255814 134.0744186] ; [ 4.0744186 68.9255814],0
s2,1,0.58701,0.295038,[50 92] ; [23 50],[48.21395349 93.78604651] ; [24.78604651 48.21395349],0
d1,1,0.60929,0.26121,[46 97] ; [21 52],[44.35648148 98.64351852] ; [22.64351852 50.35648148],0
b2,1,0.701514,0.146901,[20 57] ; [12 29],[20.88135593 56.11864407] ; [11.11864407 29.88135593],0
b3,1,0.701514,0.146901,[20 57] ; [12 29],[20.88135593 56.11864407] ; [11.11864407 29.88135593],0
b4,1,0.71675,0.131628,[84 59] ; [41 32],[82.75462963 60.24537037] ; [42.24537037 30.75462963],0
u3,1,0.747833,0.103361,[36 36] ; [24 27],[35.12195122 36.87804878] ; [24.87804878 26.12195122],0
s4,1,0.750272,0.101303,[ 19 122] ; [11 62],[ 19.76635514 121.23364486] ; [10.23364486 62.76635514],0
b5,1,0.834616,0.043591,[90 53] ; [47 26],[90.69907407 52.30092593] ; [46.30092593 26.69907407],0
p3,1,0.921494,0.009712,[46 97] ; [23 50],[45.68055556 97.31944444] ; [23.31944444 49.68055556],0
