Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,2e-06,22.95,[77 22] ; [21 33],[63.41176471 35.58823529] ; [34.58823529 19.41176471],1
a4,1,9e-05,15.326191,[46 53] ; [ 8 46],[34.94117647 64.05882353] ; [19.05882353 34.94117647],1
d2,1,0.002717,8.98842,[48 50] ; [13 41],[39.32894737 58.67105263] ; [21.67105263 32.32894737],0
s4,1,0.004712,7.986861,[10 89] ; [15 39],[16.17647059 82.82352941] ; [ 8.82352941 45.17647059],0
v3,1,0.006883,7.303232,[31 58] ; [ 7 44],[24.15714286 64.84285714] ; [13.84285714 37.15714286],0
p3,1,0.011802,6.340433,[43 53] ; [13 41],[35.84 60.16] ; [20.16 33.84],0
v2,1,0.012989,6.170552,[54 38] ; [18 31],[46.9787234 45.0212766] ; [25.0212766 23.9787234],0
n4,1,0.015175,5.896073,[57 42] ; [20 34],[49.82352941 49.17647059] ; [27.17647059 26.82352941],0
d1,1,0.015974,5.805765,[55 44] ; [19 35],[47.88235294 51.11764706] ; [26.11764706 27.88235294],0
d5,1,0.020759,5.346926,[80 18] ; [35 19],[74.14473684 23.85526316] ; [40.85526316 13.14473684],0
r4,1,0.029803,4.72061,[87 12] ; [40 14],[82.17647059 16.82352941] ; [44.82352941  9.17647059],0
p6,1,0.041349,4.161649,[18 75] ; [18 34],[23.08965517 69.91034483] ; [12.91034483 39.08965517],0
p4,1,0.049643,3.853475,[51 46] ; [19 34],[45.26666667 51.73333333] ; [24.73333333 28.26666667],0
b2,1,0.088726,2.897331,[18 41] ; [ 4 25],[14.75 44.25] ; [ 7.25 21.75],0
b3,1,0.088726,2.897331,[18 41] ; [ 4 25],[14.75 44.25] ; [ 7.25 21.75],0
a6,1,0.095885,2.77269,[71 27] ; [32 22],[66.40789474 31.59210526] ; [36.59210526 17.40789474],0
a7,1,0.15115,2.060606,[70 29] ; [32 22],[66. 33.] ; [36. 18.],0
r1,1,0.151163,2.06048,[79 19] ; [38 16],[75.43421053 22.56578947] ; [41.56578947 12.43421053],0
b5,1,0.186125,1.748025,[59 40] ; [38 16],[62.76470588 36.23529412] ; [34.23529412 19.76470588],0
s3,1,0.210294,1.569403,[49 48] ; [33 21],[52.67549669 44.32450331] ; [29.32450331 24.67549669],0
u1,1,0.254711,1.297276,[11 88] ; [ 3 51],[ 9.05882353 89.94117647] ; [ 4.94117647 49.05882353],0
r2,1,0.27276,1.202813,[89  9] ; [45  8],[86.96688742 11.03311258] ; [47.03311258  5.96688742],0
p5,1,0.313961,1.013937,[ 5 91] ; [ 1 53],[ 3.84 92.16] ; [ 2.16 51.84],0
v1,1,0.339117,0.913765,[44 52] ; [20 33],[41.23489933 54.76510067] ; [22.76510067 30.23489933],0
d3,1,0.391756,0.733483,[66 32] ; [32 21],[63.60264901 34.39735099] ; [34.39735099 18.60264901],0
a8,1,0.39751,0.715845,[11 79] ; [ 4 48],[ 9.50704225 80.49295775] ; [ 5.49295775 46.50704225],0
s8,1,0.405517,0.691906,[34 65] ; [15 39],[31.70588235 67.29411765] ; [17.29411765 36.70588235],0
d4,1,0.460676,0.544253,[79 19] ; [40 13],[77.23178808 20.76821192] ; [41.76821192 11.23178808],0
n1,1,0.481361,0.495779,[10 21] ; [ 8 11],[11.16 19.84] ; [ 6.84 12.16],0
s6,1,0.507026,0.440199,[56 43] ; [27 26],[54.05921053 44.94078947] ; [28.94078947 24.05921053],0
b4,1,0.574373,0.315421,[54 45] ; [32 22],[55.64705882 43.35294118] ; [30.35294118 23.64705882],0
n2,1,0.617919,0.248804,[24  9] ; [15  4],[24.75  8.25] ; [14.25  4.75],0
