Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.124283,2.3625,[7 1] ; [3 3],[5.71428571 2.28571429] ; [4.28571429 1.71428571],0
v3,1,0.197703,1.659259,[4 4] ; [1 5],[2.85714286 5.14285714] ; [2.14285714 3.85714286],0
s7,1,0.279401,1.17,[4 4] ; [4 1],[4.92307692 3.07692308] ; [3.07692308 1.92307692],0
b5,1,0.333998,0.933333,[6 2] ; [3 3],[5.14285714 2.85714286] ; [3.85714286 2.14285714],0
b4,1,0.347153,0.883838,[7 1] ; [4 2],[6.28571429 1.71428571] ; [4.71428571 1.28571429],0
d5,1,0.347153,0.883838,[7 1] ; [4 2],[6.28571429 1.71428571] ; [4.71428571 1.28571429],0
s2,1,0.393153,0.729167,[3 5] ; [1 5],[2.28571429 5.71428571] ; [1.71428571 4.28571429],0
p6,1,0.416448,0.660317,[1 6] ; [2 4],[1.61538462 5.38461538] ; [1.38461538 4.61538462],0
s5,1,0.428537,0.626786,[5 2] ; [3 3],[4.30769231 2.69230769] ; [3.69230769 2.30769231],0
b3,1,0.429195,0.625,[3 3] ; [1 3],[2.4 3.6] ; [1.6 2.4],0
b2,1,0.429195,0.625,[3 3] ; [1 3],[2.4 3.6] ; [1.6 2.4],0
b1,1,0.532884,0.388889,[4 4] ; [2 4],[3.42857143 4.57142857] ; [2.57142857 3.42857143],0
a4,1,0.532884,0.388889,[4 4] ; [2 4],[3.42857143 4.57142857] ; [2.57142857 3.42857143],0
p7,1,0.558185,0.342857,[3 4] ; [3 2],[3.5 3.5] ; [2.5 2.5],0
d1,1,0.639994,0.21875,[3 5] ; [3 3],[3.42857143 4.57142857] ; [2.57142857 3.42857143],0
d3,1,0.639994,0.21875,[5 3] ; [3 3],[4.57142857 3.42857143] ; [3.42857143 2.57142857],0
d2,1,0.639994,0.21875,[3 5] ; [3 3],[3.42857143 4.57142857] ; [2.57142857 3.42857143],0
r1,1,0.706879,0.141414,[6 2] ; [5 1],[6.28571429 1.71428571] ; [4.71428571 1.28571429],0
r4,1,0.706879,0.141414,[6 2] ; [5 1],[6.28571429 1.71428571] ; [4.71428571 1.28571429],0
n1,1,0.709388,0.138889,[1 1] ; [2 1],[1.2 0.8] ; [1.8 1.2],0
s8,1,0.724939,0.12381,[4 4] ; [2 3],[3.69230769 4.30769231] ; [2.30769231 2.69230769],0
s3,1,0.724939,0.12381,[3 4] ; [2 4],[2.69230769 4.30769231] ; [2.30769231 3.69230769],0
r3,1,0.732678,0.116667,[6 2] ; [4 2],[5.71428571 2.28571429] ; [4.28571429 1.71428571],0
d4,1,0.732678,0.116667,[6 2] ; [4 2],[5.71428571 2.28571429] ; [4.28571429 1.71428571],0
a7,1,0.732678,0.116667,[6 2] ; [4 2],[5.71428571 2.28571429] ; [4.28571429 1.71428571],0
a6,1,0.732678,0.116667,[6 2] ; [4 2],[5.71428571 2.28571429] ; [4.28571429 1.71428571],0
a8,1,0.793428,0.068571,[1 6] ; [1 4],[1.16666667 5.83333333] ; [0.83333333 4.16666667],0
n4,1,0.825498,0.048611,[7 1] ; [5 1],[6.85714286 1.14285714] ; [5.14285714 0.85714286],0
a2,1,0.825498,0.048611,[1 7] ; [1 5],[1.14285714 6.85714286] ; [0.85714286 5.14285714],0
p11,1,0.825498,0.048611,[7 1] ; [5 1],[6.85714286 1.14285714] ; [5.14285714 0.85714286],0
s6,1,0.835099,0.043333,[6 2] ; [4 1],[6.15384615 1.84615385] ; [3.84615385 1.15384615],0
n5,1,0.872081,0.025926,[5 3] ; [4 2],[5.14285714 2.85714286] ; [3.85714286 2.14285714],0
p2,1,0.872081,0.025926,[5 3] ; [4 2],[5.14285714 2.85714286] ; [3.85714286 2.14285714],0
p3,1,0.872081,0.025926,[3 5] ; [2 4],[2.85714286 5.14285714] ; [2.14285714 3.85714286],0
p10,1,0.905581,0.014069,[6 1] ; [5 1],[5.92307692 1.07692308] ; [5.07692308 0.92307692],0
p8,1,0.928177,0.008125,[5 3] ; [3 2],[4.92307692 3.07692308] ; [3.07692308 1.92307692],0
