Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,115.138183,[ 21 138] ; [124  49],[69.44277108 89.55722892] ; [75.55722892 97.44277108],1
s6,1,0.0,69.930634,[ 54 104] ; [135  34],[91.32110092 66.67889908] ; [97.67889908 71.32110092],1
s7,1,0.0,38.524387,[ 32 122] ; [91 76],[59.00934579 94.99065421] ; [ 63.99065421 103.00934579],1
s8,1,0.0,28.208558,[ 36 123] ; [88 85],[59.38554217 99.61445783] ; [ 64.61445783 108.38554217],1
s5,1,0.000224,13.620669,[ 28 129] ; [ 59 104],[ 42.684375 114.315625] ; [ 44.315625 118.684375],1
s4,1,0.002635,9.044216,[ 16 144] ; [ 38 133],[ 26.10271903 133.89728097] ; [ 27.89728097 143.10271903],0
p10,1,0.010826,6.493652,[105  53] ; [135  36],[115.25835866  42.74164134] ; [124.74164134  46.25835866],0
p9,1,0.0324,4.577224,[115  41] ; [141  28],[122.88  33.12] ; [133.12  35.88],0
p5,1,0.040954,4.177934,[  8 152] ; [  2 170],[  4.81927711 155.18072289] ; [  5.18072289 166.81927711],0
n5,1,0.04755,3.925834,[94 66] ; [119  53],[102.65060241  57.34939759] ; [110.34939759  61.65060241],0
n4,1,0.052215,3.768861,[101  60] ; [125  47],[109.26726727  51.73273273] ; [116.73273273  55.26726727],0
v1,1,0.088492,2.901602,[64 97] ; [82 85],[71.66463415 89.33536585] ; [74.33536585 92.66463415],0
a8,1,0.092641,2.827865,[ 17 134] ; [ 29 132],[ 22.26282051 128.73717949] ; [ 23.73717949 137.26282051],0
b4,1,0.093427,2.814308,[84 77] ; [106  67],[91.58682635 69.41317365] ; [98.41317365 74.58682635],0
n2,1,0.116722,2.460765,[33 13] ; [40  7],[36.10752688  9.89247312] ; [36.89247312 10.10752688],0
u3,1,0.120185,2.414914,[25 26] ; [37 21],[29.00917431 21.99082569] ; [32.99082569 25.00917431],0
b3,1,0.154435,2.027885,[27 63] ; [38 57],[31.62162162 58.37837838] ; [33.37837838 61.62162162],0
b2,1,0.154435,2.027885,[27 63] ; [38 57],[31.62162162 58.37837838] ; [33.37837838 61.62162162],0
p1,1,0.164462,1.932714,[  5 155] ; [ 11 161],[  7.71084337 152.28915663] ; [  8.28915663 163.71084337],0
p2,1,0.165659,1.921798,[112  49] ; [132  41],[117.61676647  43.38323353] ; [126.38323353  46.61676647],0
d3,1,0.199388,1.646848,[104  56] ; [100  72],[98.31325301 61.68674699] ; [105.68674699  66.31325301],0
r2,1,0.216828,1.525242,[156   5] ; [170   2],[157.61561562   3.38438438] ; [168.38438438   3.61561562],0
b5,1,0.220146,1.50342,[109  52] ; [106  67],[103.63772455  57.36227545] ; [111.36227545  61.63772455],0
p6,1,0.222827,1.486069,[ 24 132] ; [ 35 135],[ 28.23312883 127.76687117] ; [ 30.76687117 139.23312883],0
