Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,24.142693,[56 23] ; [121 182],[36.60471204 42.39528796] ; [140.39528796 162.60471204],1
s5,1,2.6e-05,17.670076,[38 36] ; [ 78 221],[23.01340483 50.98659517] ; [ 92.98659517 206.01340483],1
s6,1,6.1e-05,16.066477,[64 13] ; [176 125],[48.88888889 28.11111111] ; [191.11111111 109.88888889],1
s3,1,0.000631,11.682698,[57 23] ; [150 151],[43.46456693 36.53543307] ; [163.53543307 137.46456693],1
s7,1,0.000782,11.283796,[47 30] ; [115 175],[33.98910082 43.01089918] ; [128.01089918 161.98910082],1
a8,1,0.001356,10.264121,[ 1 76] ; [ 41 241],[ 9.00835655 67.99164345] ; [ 32.99164345 249.00835655],0
p6,1,0.023687,5.11743,[35 45] ; [ 92 211],[26.52741514 53.47258486] ; [100.47258486 202.52741514],0
n2,1,0.025159,5.012903,[24  3] ; [56 28],[19.45945946  7.54054054] ; [60.54054054 23.45945946],0
s8,1,0.032029,4.596966,[39 41] ; [108 195],[30.70496084 49.29503916] ; [116.29503916 186.70496084],0
p3,1,0.063114,3.453613,[42 38] ; [124 179],[34.67362924 45.32637076] ; [131.32637076 171.67362924],0
b2,1,0.069883,3.285767,[11 36] ; [ 69 115],[16.27705628 30.72294372] ; [ 63.72294372 120.27705628],0
b3,1,0.069883,3.285767,[11 36] ; [ 69 115],[16.27705628 30.72294372] ; [ 63.72294372 120.27705628],0
n4,1,0.079519,3.074697,[51 29] ; [224  80],[57.29166667 22.70833333] ; [217.70833333  86.29166667],0
p8,1,0.098515,2.729425,[45 35] ; [139 164],[38.43342037 41.56657963] ; [145.56657963 157.43342037],0
p4,1,0.099599,2.711953,[51 29] ; [162 141],[44.49086162 35.50913838] ; [168.50913838 134.49086162],0
p2,1,0.159409,1.979821,[69 11] ; [241  63],[64.58333333 15.41666667] ; [245.41666667  58.58333333],0
d3,1,0.232566,1.425101,[54 25] ; [185 118],[49.42670157 29.57329843] ; [189.57329843 113.42670157],0
r1,1,0.27827,1.175518,[54 26] ; [223  80],[57.85900783 22.14099217] ; [219.14099217  83.85900783],0
p5,1,0.289607,1.121446,[ 6 74] ; [ 35 266],[ 8.60892388 71.39107612] ; [ 32.39107612 268.60892388],0
b1,1,0.30025,1.073085,[30 50] ; [134 171],[34.07792208 45.92207792] ; [129.92207792 175.07792208],0
n3,1,0.326236,0.963782,[20  7] ; [51 29],[17.91588785  9.08411215] ; [53.08411215 26.91588785],0
p1,1,0.345232,0.890905,[ 9 71] ; [ 24 279],[ 6.89295039 73.10704961] ; [ 26.10704961 276.89295039],0
u3,1,0.353248,0.861756,[20 10] ; [63 47],[17.78571429 12.21428571] ; [65.21428571 44.78571429],0
p7,1,0.369955,0.803815,[48 30] ; [166 131],[44.512 33.488] ; [169.488 127.512],0
a4,1,0.412645,0.671168,[30 50] ; [129 174],[33.21148825 46.78851175] ; [125.78851175 177.21148825],0
p10,1,0.449099,0.572924,[62 18] ; [220  80],[59.36842105 20.63157895] ; [222.63157895  77.36842105],0
b5,1,0.465843,0.53182,[46 34] ; [189 116],[48.83116883 31.16883117] ; [186.16883117 118.83116883],0
a1,1,0.468432,0.525672,[ 2 78] ; [ 13 292],[ 3.11688312 76.88311688] ; [ 11.88311688 293.11688312],0
a2,1,0.487057,0.483021,[13 67] ; [ 60 245],[15.16883117 64.83116883] ; [ 57.83116883 247.16883117],0
v3,1,0.548087,0.360755,[13 67] ; [ 57 240],[14.85411141 65.14588859] ; [ 55.14588859 241.85411141],0
d4,1,0.59979,0.275313,[59 21] ; [232  71],[60.78328982 19.21671018] ; [230.21671018  72.78328982],0
a7,1,0.655358,0.199211,[51 28] ; [205 100],[52.66666667 26.33333333] ; [203.33333333 101.66666667],0
r4,1,0.696449,0.152193,[69 11] ; [268  37],[70.02597403  9.97402597] ; [266.97402597  38.02597403],0
d1,1,0.741747,0.108597,[41 39] ; [150 155],[39.68831169 40.31168831] ; [151.31168831 153.68831169],0
u2,1,0.805237,0.060799,[16 14] ; [62 49],[16.59574468 13.40425532] ; [61.40425532 49.59574468],0
a3,1,0.816055,0.054113,[50 30] ; [193 109],[50.89005236 29.10994764] ; [192.10994764 109.89005236],0
u1,1,0.81958,0.052023,[11 69] ; [ 39 266],[10.38961039 69.61038961] ; [ 39.61038961 265.38961039],0
p9,1,0.823652,0.049662,[63 16] ; [235  64],[62.28042328 16.71957672] ; [235.71957672  63.28042328],0
a5,1,0.866502,0.028259,[53 27] ; [199 106],[52.36363636 27.63636364] ; [199.63636364 105.36363636],0
n5,1,0.867972,0.027634,[57 23] ; [213  90],[56.39686684 23.60313316] ; [213.60313316  89.39686684],0
a6,1,0.871644,0.026105,[50 30] ; [187 117],[49.375 30.625] ; [187.625 116.375],0
d2,1,0.906089,0.013918,[34 46] ; [131 172],[34.46475196 45.53524804] ; [130.53524804 172.46475196],0
r3,1,0.924306,0.009027,[72  7] ; [279  26],[72.2109375  6.7890625] ; [278.7890625  26.2109375],0
v1,1,0.92867,0.008014,[30 50] ; [113 184],[30.34482759 49.65517241] ; [112.65517241 184.34482759],0
r2,1,0.930737,0.007555,[74  5] ; [283  20],[73.82984293  5.17015707] ; [283.17015707  19.82984293],0
d5,1,0.938435,0.005966,[59 20] ; [225  78],[58.73298429 20.26701571] ; [225.26701571  77.73298429],0
n6,1,0.956854,0.002927,[65 15] ; [247  58],[64.83116883 15.16883117] ; [247.16883117  57.83116883],0
n1,1,0.963598,0.002083,[11 16] ; [33 49],[10.89908257 16.10091743] ; [33.10091743 48.89908257],0
p12,1,0.985529,0.000329,[ 4 76] ; [ 15 288],[ 3.96866841 76.03133159] ; [ 15.03133159 287.96866841],0
b4,1,0.989533,0.000172,[44 36] ; [168 137],[44.05194805 35.94805195] ; [167.94805195 137.05194805],0
p11,1,0.994172,5.3e-05,[58 22] ; [221  84],[57.97402597 22.02597403] ; [221.02597403  83.97402597],0
s1,1,1.0,0.0,[ 4 76] ; [ 15 285],[ 4. 76.] ; [ 15. 285.],0
