Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,30.626404,[105  25] ; [28 39],[87.76649746 42.23350254] ; [45.23350254 21.76649746],1
p9,1,0.0,25.432541,[109  19] ; [34 32],[94.35051546 33.64948454] ; [48.64948454 17.35051546],1
r3,1,5e-06,20.687325,[127   3] ; [54 15],[118.24120603  11.75879397] ; [62.75879397  6.24120603],1
n5,1,2.5e-05,17.746817,[102  28] ; [34 35],[88.84422111 41.15577889] ; [47.15577889 21.84422111],1
n6,1,7.5e-05,15.673727,[116  15] ; [45 24],[105.455  25.545] ; [55.545 13.455],1
p2,1,0.000382,12.620611,[99 32] ; [35 34],[87.77 43.23] ; [46.23 22.77],1
n4,1,0.000403,12.518768,[105  26] ; [39 30],[94.32 36.68] ; [49.68 19.32],1
b1,1,0.007792,7.080709,[43 88] ; [36 33],[51.745 79.255] ; [27.255 41.745],0
r4,1,0.011543,6.379748,[111  20] ; [48 21],[104.145  26.855] ; [54.855 14.145],0
p12,1,0.030547,4.678233,[ 16 115] ; [ 2 66],[ 11.84924623 119.15075377] ; [ 6.15075377 61.84924623],0
d3,1,0.034479,4.470784,[107  24] ; [64  5],[112.005  18.995] ; [58.995 10.005],0
n2,1,0.039085,4.257178,[26  9] ; [21 20],[21.64473684 13.35526316] ; [25.35526316 15.64473684],0
s4,1,0.055646,3.662628,[ 15 113] ; [15 53],[ 19.59183673 108.40816327] ; [10.40816327 57.59183673],0
a5,1,0.061466,3.497375,[108  23] ; [49 20],[102.835  28.165] ; [54.165 14.835],0
v2,1,0.075486,3.159508,[74 50] ; [31 36],[68.16753927 55.83246073] ; [36.83246073 30.16753927],0
a8,1,0.084397,2.978119,[  9 108] ; [ 1 63],[  6.4640884 110.5359116] ; [ 3.5359116 60.4640884],0
s1,1,0.091411,2.849343,[  3 127] ; [ 5 64],[  5.22613065 124.77386935] ; [ 2.77386935 66.22613065],0
v3,1,0.112335,2.521059,[47 74] ; [18 48],[42.05882353 78.94117647] ; [22.94117647 43.05882353],0
n3,1,0.142251,2.153441,[25 10] ; [22 18],[21.93333333 13.06666667] ; [25.06666667 14.93333333],0
p1,1,0.214842,1.538492,[ 10 121] ; [ 9 60],[ 12.445 118.555] ; [ 6.555 62.445],0
a6,1,0.245615,1.348072,[94 37] ; [44 25],[90.39 40.61] ; [47.61 21.39],0
u3,1,0.261496,1.260819,[22  8] ; [11  8],[20.20408163  9.79591837] ; [12.79591837  6.20408163],0
