Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,79.416227,[ 45 190] ; [199 156],[ 97.18644068 137.81355932] ; [146.81355932 208.18644068],1
v1,1,0.0,37.38529,[ 97 141] ; [238 122],[133.3277592 104.6722408] ; [201.6722408 158.3277592],1
a5,1,0.001657,9.895748,[174  67] ; [305  63],[189.55500821  51.44499179] ; [289.44499179  78.55500821],0
p10,1,0.003515,8.518948,[182  58] ; [307  53],[195.6  44.4] ; [293.4  66.6],0
r3,1,0.005475,7.715468,[225  15] ; [357   7],[231.25827815   8.74172185] ; [350.74172185  13.25827815],0
a3,1,0.008463,6.932685,[170  70] ; [294  73],[183.45963756  56.54036244] ; [280.54036244  86.45963756],0
b1,1,0.017139,5.68208,[107 134] ; [128 240],[ 92.99671593 148.00328407] ; [142.00328407 225.99671593],0
p9,1,0.017325,5.66315,[191  49] ; [311  47],[201.47157191  38.52842809] ; [300.52842809  57.47157191],0
p7,1,0.031037,4.650907,[141  94] ; [243 111],[153.20882852  81.79117148] ; [230.79117148 123.20882852],0
d5,1,0.033283,4.531181,[206  35] ; [335  33],[214.09031199  26.90968801] ; [326.90968801  41.09031199],0
p3,1,0.04289,4.099739,[109 131] ; [197 169],[121.18811881 118.81188119] ; [184.81188119 181.18811881],0
u1,1,0.054247,3.705097,[ 46 195] ; [ 95 273],[ 55.79802956 185.20197044] ; [ 85.20197044 282.79802956],0
s1,1,0.061889,3.486028,[ 12 227] ; [  8 352],[  7.97996661 231.02003339] ; [ 12.02003339 347.97996661],0
s8,1,0.065886,3.382642,[102 138] ; [182 181],[113.03482587 126.96517413] ; [170.96517413 192.03482587],0
s7,1,0.078217,3.101559,[108 120] ; [192 158],[118.33910035 109.66089965] ; [181.66089965 168.33910035],0
d2,1,0.083338,2.99857,[124 117] ; [215 152],[134.37335526 106.62664474] ; [204.62664474 162.37335526],0
p12,1,0.092264,2.834424,[ 15 224] ; [ 37 325],[ 20.67886855 218.32113145] ; [ 31.32113145 330.67886855],0
d1,1,0.10006,2.704581,[164  77] ; [273  95],[172.93431856  68.06568144] ; [264.06568144 103.93431856],0
a6,1,0.101805,2.677042,[159  82] ; [265 102],[168.06578947  72.93421053] ; [255.93421053 111.06578947],0
p11,1,0.11079,2.542919,[180  61] ; [295  73],[187.97208539  53.02791461] ; [287.02791461  80.97208539],0
a8,1,0.130928,2.281463,[ 27 197] ; [ 54 269],[ 33.17001828 190.82998172] ; [ 47.82998172 275.17001828],0
a1,1,0.138184,2.198063,[  8 233] ; [ 22 346],[ 11.87192118 229.12807882] ; [ 18.12807882 349.87192118],0
n2,1,0.143497,2.140056,[41 25] ; [46 16],[44.859375 21.140625] ; [42.140625 19.859375],0
p4,1,0.15354,2.036727,[138 101] ; [230 132],[146.34276206  92.65723794] ; [221.65723794 140.34276206],0
n6,1,0.161865,1.956712,[196  44] ; [311  51],[202.12624585  37.87375415] ; [304.87375415  57.12624585],0
a2,1,0.170364,1.879734,[ 61 180] ; [112 256],[ 68.46141215 172.53858785] ; [104.53858785 263.46141215],0
s2,1,0.190187,1.716165,[118 121] ; [199 164],[125.85215947 113.14784053] ; [191.14784053 171.85215947],0
n3,1,0.205062,1.605952,[40 24] ; [46 17],[43.33858268 20.66141732] ; [42.66141732 20.33858268],0
a7,1,0.224785,1.473557,[174  67] ; [281  86],[180.35361842  60.64638158] ; [274.64638158  92.35361842],0
p8,1,0.25824,1.278169,[124 117] ; [201 157],[130.75959933 110.24040067] ; [194.24040067 163.75959933],0
v4,1,0.275913,1.187111,[228  13] ; [352  13],[230.66006601  10.33993399] ; [349.33993399  15.66006601],0
u4,1,0.300657,1.071278,[  4 237] ; [ 11 357],[  5.93596059 235.06403941] ; [  9.06403941 358.93596059],0
r4,1,0.302957,1.061132,[226  15] ; [352  16],[228.73234811  12.26765189] ; [349.26765189  18.73234811],0
u3,1,0.321119,0.984385,[49 21] ; [46 28],[46.18055556 23.81944444] ; [48.81944444 25.18055556],0
r2,1,0.343299,0.898072,[230  10] ; [353  10],[232.039801   7.960199] ; [350.960199  12.039801],0
n5,1,0.356608,0.849804,[175  65] ; [276  86],[179.80066445  60.19933555] ; [271.19933555  90.80066445],0
u2,1,0.36504,0.820479,[46 24] ; [42 30],[43.38028169 26.61971831] ; [44.61971831 27.38028169],0
n1,1,0.394807,0.724086,[26 38] ; [21 42],[23.68503937 40.31496063] ; [23.31496063 39.68503937],0
s4,1,0.413696,0.668153,[ 41 195] ; [ 54 309],[ 37.42904841 198.57095159] ; [ 57.57095159 305.42904841],0
