Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.006049,7.53558,[23 51] ; [15  9],[28.69387755 45.30612245] ; [ 9.30612245 14.69387755],0
v1,1,0.010326,6.57778,[18 57] ; [12 11],[22.95918367 52.04081633] ; [ 7.04081633 15.95918367],0
p5,1,0.024506,5.058445,[ 4 69] ; [ 5 19],[ 6.77319588 66.22680412] ; [ 2.22680412 21.77319588],0
u3,1,0.02581,4.968699,[13 20] ; [6 1],[15.675 17.325] ; [3.325 3.675],0
s7,1,0.046346,3.96899,[15 56] ; [ 9 12],[18.52173913 52.47826087] ; [ 5.47826087 15.52173913],0
n4,1,0.046872,3.949975,[43 33] ; [19  5],[47.12 28.88] ; [14.88  9.12],0
d1,1,0.067534,3.341964,[35 41] ; [ 6 18],[31.16 44.84] ; [ 9.84 14.16],0
s8,1,0.081644,3.031875,[15 60] ; [ 9 15],[18.18181818 56.81818182] ; [ 5.81818182 18.18181818],0
n6,1,0.087353,2.922489,[45 30] ; [19  5],[48.48484848 26.51515152] ; [15.51515152  8.48484848],0
s2,1,0.125939,2.341862,[19 56] ; [10 14],[21.96969697 53.03030303] ; [ 7.03030303 16.96969697],0
p1,1,0.126628,2.333367,[ 7 69] ; [ 5 19],[ 9.12 66.88] ; [ 2.88 21.12],0
s1,1,0.126628,2.333367,[ 7 69] ; [ 5 19],[ 9.12 66.88] ; [ 2.88 21.12],0
d4,1,0.160389,1.970557,[53 23] ; [13 11],[50.16 25.84] ; [15.84  8.16],0
a4,1,0.220855,1.49881,[32 42] ; [ 7 17],[29.44897959 44.55102041] ; [ 9.55102041 14.44897959],0
b4,1,0.249752,1.32469,[45 31] ; [11 13],[42.56 33.44] ; [13.44 10.56],0
a3,1,0.266218,1.236133,[43 31] ; [17  7],[45.30612245 28.69387755] ; [14.69387755  9.30612245],0
n5,1,0.268084,1.226525,[47 28] ; [18  6],[49.24242424 25.75757576] ; [15.75757576  8.24242424],0
s5,1,0.279908,1.167535,[11 61] ; [ 6 18],[12.75 59.25] ; [ 4.25 19.75],0
p10,1,0.294437,1.099222,[32 43] ; [ 7 16],[29.84693878 45.15306122] ; [ 9.15306122 13.84693878],0
r4,1,0.361902,0.831282,[46 30] ; [17  7],[47.88 28.12] ; [15.12  8.88],0
u2,1,0.388237,0.744456,[13 20] ; [4 3],[14.025 18.975] ; [2.975 4.025],0
r2,1,0.392962,0.729758,[59 15] ; [21  3],[60.40816327 13.59183673] ; [19.59183673  4.40816327],0
p7,1,0.414548,0.665719,[19 55] ; [ 4 19],[17.54639175 56.45360825] ; [ 5.45360825 17.54639175],0
d3,1,0.419714,0.651116,[34 42] ; [13 11],[35.72 40.28] ; [11.28 12.72],0
a6,1,0.461819,0.541482,[41 35] ; [15  9],[42.56 33.44] ; [13.44 10.56],0
r1,1,0.461819,0.541482,[41 35] ; [15  9],[42.56 33.44] ; [13.44 10.56],0
b1,1,0.476232,0.507479,[38 38] ; [14 10],[39.52 36.48] ; [12.48 11.52],0
d2,1,0.477642,0.504241,[37 37] ; [10 14],[35.48979592 38.51020408] ; [11.51020408 12.48979592],0
a2,1,0.500816,0.453206,[14 62] ; [ 3 21],[12.92 63.08] ; [ 4.08 19.92],0
a5,1,0.532434,0.389744,[42 34] ; [15  9],[43.32 32.68] ; [13.68 10.32],0
d5,1,0.580784,0.304969,[46 30] ; [13 11],[44.84 31.16] ; [14.16  9.84],0
b2,1,0.614839,0.253188,[20 33] ; [ 8 10],[20.90140845 32.09859155] ; [ 7.09859155 10.90140845],0
b3,1,0.614839,0.253188,[20 33] ; [ 8 10],[20.90140845 32.09859155] ; [ 7.09859155 10.90140845],0
n2,1,0.620236,0.245536,[25 15] ; [3 1],[25.45454545 14.54545455] ; [2.54545455 1.45454545],0
a1,1,0.639575,0.219298,[ 7 69] ; [ 3 21],[ 7.6 68.4] ; [ 2.4 21.6],0
s4,1,0.677239,0.17325,[12 63] ; [ 3 21],[11.36363636 63.63636364] ; [ 3.63636364 20.36363636],0
u1,1,0.787621,0.072577,[ 8 68] ; [ 3 21],[ 8.36 67.64] ; [ 2.64 21.36],0
p9,1,0.794904,0.067573,[34 39] ; [10 13],[33.45833333 39.54166667] ; [10.54166667 12.45833333],0
p8,1,0.825008,0.048889,[14 61] ; [ 4 20],[13.63636364 61.36363636] ; [ 4.36363636 19.63636364],0
p4,1,0.838658,0.041457,[18 57] ; [ 6 17],[18.36734694 56.63265306] ; [ 5.63265306 17.36734694],0
a8,1,0.882087,0.022,[ 7 68] ; [ 2 22],[ 6.81818182 68.18181818] ; [ 2.18181818 21.81818182],0
a7,1,0.895492,0.017255,[40 36] ; [13 11],[40.28 35.72] ; [12.72 11.28],0
v4,1,0.918606,0.010443,[53 23] ; [17  7],[53.2 22.8] ; [16.8  7.2],0
r3,1,0.936965,0.006254,[50 26] ; [16  8],[50.16 25.84] ; [15.84  8.16],0
b5,1,0.939283,0.005802,[45 31] ; [14 10],[44.84 31.16] ; [14.16  9.84],0
p6,1,0.947916,0.004267,[ 9 66] ; [ 3 21],[ 9.09090909 65.90909091] ; [ 2.90909091 21.09090909],0
s3,1,0.97531,0.000958,[26 48] ; [ 8 15],[25.93814433 48.06185567] ; [ 8.06185567 14.93814433],0
p11,1,0.985007,0.000353,[35 41] ; [11 13],[34.96 41.04] ; [11.04 12.96],0
p3,1,1.0,0.0,[19 57] ; [ 6 18],[19. 57.] ; [ 6. 18.],0
