Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,3e-06,22.037676,[19 30] ; [94 29],[32.19186047 16.80813953] ; [80.80813953 42.19186047],1
a6,1,0.003122,8.734553,[22 27] ; [85 38],[30.48255814 18.51744186] ; [76.51744186 46.48255814],0
p4,1,0.009249,6.774141,[14 35] ; [62 61],[21.65116279 27.34883721] ; [54.34883721 68.65116279],0
r4,1,0.011835,6.33549,[37 12] ; [111  12],[42.1627907  6.8372093] ; [105.8372093  17.1627907],0
p2,1,0.012213,6.27972,[29 20] ; [96 27],[35.61046512 13.38953488] ; [89.38953488 33.61046512],0
p9,1,0.015457,5.863653,[33 15] ; [103  18],[38.62721893  9.37278107] ; [97.37278107 23.62721893],0
u1,1,0.026348,4.933039,[ 4 45] ; [28 95],[ 9.11627907 39.88372093] ; [ 22.88372093 100.11627907],0
n6,1,0.03512,4.439345,[33 16] ; [101  22],[38.1744186 10.8255814] ; [95.8255814 27.1744186],0
r3,1,0.035134,4.43867,[42  7] ; [117   6],[45.29651163  3.70348837] ; [113.70348837   9.29651163],0
a1,1,0.037038,4.348685,[ 3 46] ; [  1 122],[ 1.13953488 47.86046512] ; [  2.86046512 120.13953488],0
b1,1,0.047117,3.94119,[23 26] ; [38 85],[17.37790698 31.62209302] ; [43.62209302 79.37790698],0
v4,1,0.05668,3.631957,[41  7] ; [116   7],[44.07017544  3.92982456] ; [112.92982456  10.07017544],0
v2,1,0.058283,3.585579,[17 29] ; [62 54],[22.43209877 23.56790123] ; [56.56790123 59.43209877],0
a2,1,0.06193,3.484928,[ 6 43] ; [31 92],[10.54069767 38.45930233] ; [26.45930233 96.54069767],0
d4,1,0.066941,3.356485,[36 13] ; [105  18],[40.16860465  8.83139535] ; [100.83139535  22.16860465],0
d1,1,0.095675,2.776203,[26 23] ; [82 41],[30.76744186 18.23255814] ; [77.23255814 45.76744186],0
d5,1,0.11999,2.41745,[35 14] ; [101  22],[38.74418605 10.25581395] ; [97.25581395 25.74418605],0
p10,1,0.13041,2.287617,[32 16] ; [95 27],[35.85882353 12.14117647] ; [91.14117647 30.85882353],0
r1,1,0.157495,1.998111,[34 15] ; [97 25],[37.5380117 11.4619883] ; [93.4619883 28.5380117],0
a4,1,0.167387,1.906195,[26 23] ; [51 72],[21.93604651 27.06395349] ; [55.06395349 67.93604651],0
s2,1,0.188107,1.732385,[34 15] ; [97 26],[37.31976744 11.68023256] ; [93.68023256 29.31976744],0
a3,1,0.191776,1.70392,[38 11] ; [83 40],[34.47093023 14.52906977] ; [86.52906977 36.47093023],0
