Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,58.296419,[111  23] ; [ 4 27],[93.39393939 40.60606061] ; [21.60606061  9.39393939],1
v4,1,0.0,32.499413,[123  10] ; [16 15],[112.72560976  20.27439024] ; [26.27439024  4.72560976],1
r1,1,4.5e-05,16.648525,[92 42] ; [ 9 22],[82.02424242 51.97575758] ; [18.97575758 12.02424242],1
r3,1,0.000428,12.407219,[115  19] ; [18 13],[108.01212121  25.98787879] ; [24.98787879  6.01212121],1
b1,1,0.002045,9.508793,[50 84] ; [21 10],[57.66060606 76.33939394] ; [13.33939394 17.66060606],0
p11,1,0.003043,8.781619,[101  33] ; [15 16],[94.20606061 39.79393939] ; [21.79393939  9.20606061],0
p10,1,0.010678,6.518097,[90 42] ; [13 17],[83.92592593 48.07407407] ; [19.07407407 10.92592593],0
s6,1,0.013229,6.138197,[73 55] ; [10 21],[66.81761006 61.18238994] ; [16.18238994 14.81761006],0
v2,1,0.022428,5.212262,[54 73] ; [ 6 24],[48.53503185 78.46496815] ; [11.46496815 18.53503185],0
d5,1,0.028971,4.769327,[68 66] ; [ 9 22],[62.53333333 71.46666667] ; [14.46666667 16.53333333],0
u3,1,0.030229,4.69625,[27 33] ; [ 3 15],[23.07692308 36.92307692] ; [ 6.92307692 11.07692308],0
v3,1,0.043088,4.091932,[45 84] ; [ 5 26],[40.3125 88.6875] ; [ 9.6875 21.3125],0
p9,1,0.047267,3.935858,[95 37] ; [16 14],[90.44444444 41.55555556] ; [20.55555556  9.44444444],0
a5,1,0.053367,3.732377,[69 65] ; [10 21],[64.15757576 69.84242424] ; [14.84242424 16.15757576],0
v1,1,0.054806,3.687983,[63 68] ; [ 9 22],[58.22222222 72.77777778] ; [13.77777778 17.22222222],0
s3,1,0.090433,2.866655,[71 61] ; [11 19],[66.81481481 65.18518519] ; [15.18518519 14.81481481],0
n6,1,0.092789,2.825306,[100  33] ; [18 12],[96.28220859 36.71779141] ; [21.71779141  8.28220859],0
a4,1,0.114194,2.495205,[35 98] ; [ 4 27],[ 31.62804878 101.37195122] ; [ 7.37195122 23.62804878],0
s5,1,0.141704,2.159356,[37 90] ; [ 5 26],[33.75949367 93.24050633] ; [ 8.24050633 22.75949367],0
s8,1,0.151359,2.058504,[48 85] ; [ 7 24],[44.60365854 88.39634146] ; [10.39634146 20.60365854],0
a6,1,0.156336,2.009315,[62 72] ; [10 21],[58.47272727 75.52727273] ; [13.52727273 17.47272727],0
a3,1,0.168586,1.895472,[74 59] ; [13 18],[70.55487805 62.44512195] ; [16.44512195 14.55487805],0
n4,1,0.225332,1.470085,[93 41] ; [18 13],[90.14545455 43.85454545] ; [20.85454545 10.14545455],0
n3,1,0.248906,1.329433,[30 13] ; [8 7],[28.17241379 14.82758621] ; [9.82758621 5.17241379],0
p6,1,0.250478,1.320633,[35 96] ; [ 5 25],[32.54658385 98.45341615] ; [ 7.45341615 22.54658385],0
b3,1,0.268272,1.225564,[37 48] ; [ 6 14],[34.80952381 50.19047619] ; [ 8.19047619 11.80952381],0
b2,1,0.268272,1.225564,[37 48] ; [ 6 14],[34.80952381 50.19047619] ; [ 8.19047619 11.80952381],0
n2,1,0.290347,1.118012,[36  9] ; [10  5],[34.5 10.5] ; [11.5  3.5],0
s4,1,0.29914,1.078025,[ 20 114] ; [ 7 24],[ 21.92727273 112.07272727] ; [ 5.07272727 25.92727273],0
s1,1,0.361063,0.834193,[  7 125] ; [ 3 28],[  8.09815951 123.90184049] ; [ 1.90184049 29.09815951],0
s2,1,0.433874,0.612431,[53 80] ; [10 21],[51.09146341 81.90853659] ; [11.90853659 19.09146341],0
p2,1,0.463187,0.538183,[90 42] ; [19 12],[88.26993865 43.73006135] ; [20.73006135 10.26993865],0
s7,1,0.502696,0.449241,[54 77] ; [10 19],[52.4 78.6] ; [11.6 17.4],0
n1,1,0.603393,0.269909,[18 26] ; [ 5 10],[17.15254237 26.84745763] ; [5.84745763 9.15254237],0
n5,1,0.640056,0.21867,[95 37] ; [21 10],[93.93865031 38.06134969] ; [22.06134969  8.93865031],0
p1,1,0.688691,0.160506,[ 10 123] ; [ 3 28],[ 10.54268293 122.45731707] ; [ 2.45731707 28.54268293],0
p5,1,0.697503,0.151083,[ 10 122] ; [ 3 28],[ 10.52760736 121.47239264] ; [ 2.47239264 28.52760736],0
p4,1,0.723051,0.125588,[55 77] ; [14 17],[55.87730061 76.12269939] ; [13.12269939 17.87730061],0
p7,1,0.736413,0.113304,[72 59] ; [16 15],[71.16049383 59.83950617] ; [16.83950617 14.16049383],0
p3,1,0.767277,0.08758,[51 82] ; [11 20],[50.2804878 82.7195122] ; [11.7195122 19.2804878],0
p8,1,0.804163,0.061486,[50 82] ; [11 20],[49.39877301 82.60122699] ; [11.60122699 19.39877301],0
d4,1,0.812851,0.05605,[68 66] ; [15 16],[67.40606061 66.59393939] ; [15.59393939 15.40606061],0
a8,1,0.823546,0.049723,[ 15 112] ; [ 3 26],[ 14.65384615 112.34615385] ; [ 3.34615385 25.65384615],0
d2,1,0.833674,0.044097,[ 28 105] ; [ 6 25],[ 27.57317073 105.42682927] ; [ 6.42682927 24.57317073],0
