Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000712,11.458462,[17  6] ; [ 7 20],[11.04 11.96] ; [12.96 14.04],1
v3,1,0.027737,4.844337,[13 10] ; [ 7 20],[ 9.2 13.8] ; [10.8 16.2],0
n4,1,0.053885,3.716258,[20  3] ; [17 10],[17.02  5.98] ; [19.98  7.02],0
a5,1,0.063816,3.435319,[17  6] ; [13 14],[13.8  9.2] ; [16.2 10.8],0
p10,1,0.074505,3.180877,[ 7 16] ; [15 12],[10.12 12.88] ; [11.88 15.12],0
n3,1,0.13057,2.285714,[3 5] ; [6 2],[4.5 3.5] ; [4.5 3.5],0
u1,1,0.183891,1.765894,[ 7 16] ; [ 4 23],[ 5.06 17.94] ; [ 5.94 21.06],0
n6,1,0.183891,1.765894,[16  7] ; [23  4],[17.94  5.06] ; [21.06  5.94],0
a2,1,0.183891,1.765894,[ 7 16] ; [ 4 23],[ 5.06 17.94] ; [ 5.94 21.06],0
p5,1,0.225026,1.47203,[ 3 20] ; [ 1 26],[ 1.84 21.16] ; [ 2.16 24.84],0
s1,1,0.225026,1.47203,[ 3 20] ; [ 1 26],[ 1.84 21.16] ; [ 2.16 24.84],0
d3,1,0.275633,1.188498,[17  6] ; [16 11],[15.18  7.82] ; [17.82  9.18],0
a4,1,0.297147,1.086957,[11 12] ; [ 9 18],[ 9.2 13.8] ; [10.8 16.2],0
a6,1,0.309064,1.034669,[16  7] ; [15 12],[14.26  8.74] ; [16.74 10.26],0
a3,1,0.309259,1.033839,[13 10] ; [19  8],[14.72  8.28] ; [17.28  9.72],0
p11,1,0.309259,1.033839,[13 10] ; [19  8],[14.72  8.28] ; [17.28  9.72],0
b2,1,0.311185,1.025641,[ 8 12] ; [ 5 15],[ 6.5 13.5] ; [ 6.5 13.5],0
b3,1,0.311185,1.025641,[ 8 12] ; [ 5 15],[ 6.5 13.5] ; [ 6.5 13.5],0
n2,1,0.312132,1.021635,[7 1] ; [6 3],[6.11764706 1.88235294] ; [6.88235294 2.11764706],0
p3,1,0.363141,0.827002,[ 9 14] ; [ 7 19],[ 7.51020408 15.48979592] ; [ 8.48979592 17.51020408],0
a1,1,0.379631,0.771897,[ 1 22] ; [ 3 24],[ 1.84 21.16] ; [ 2.16 24.84],0
p1,1,0.379631,0.771897,[ 1 22] ; [ 3 24],[ 1.84 21.16] ; [ 2.16 24.84],0
d2,1,0.418833,0.653587,[12 11] ; [11 16],[10.58 12.42] ; [12.42 14.58],0
s4,1,0.424837,0.636896,[ 4 19] ; [ 7 19],[ 5.16326531 17.83673469] ; [ 5.83673469 20.16326531],0
b1,1,0.441074,0.593486,[12 11] ; [17 10],[13.34  9.66] ; [15.66 11.34],0
n5,1,0.449246,0.572553,[16  7] ; [16 11],[14.72  8.28] ; [17.28  9.72],0
p7,1,0.481728,0.494949,[10 12] ; [15 12],[11.2244898 10.7755102] ; [13.7755102 13.2244898],0
s2,1,0.522022,0.409896,[14  9] ; [14 13],[12.88 10.12] ; [15.12 11.88],0
v4,1,0.543215,0.369613,[20  2] ; [23  4],[19.30612245  2.69387755] ; [23.69387755  3.30612245],0
s5,1,0.551346,0.354912,[ 8 15] ; [ 7 19],[ 7.04081633 15.95918367] ; [ 7.95918367 18.04081633],0
s6,1,0.623298,0.241259,[16  7] ; [17 10],[15.18  7.82] ; [17.82  9.18],0
a7,1,0.670379,0.181159,[14  9] ; [18  9],[14.72  8.28] ; [17.28  9.72],0
b4,1,0.670379,0.181159,[14  9] ; [18  9],[14.72  8.28] ; [17.28  9.72],0
s3,1,0.697051,0.151558,[15  8] ; [19  8],[15.64  7.36] ; [18.36  8.64],0
b5,1,0.70436,0.143976,[14  9] ; [15 12],[13.34  9.66] ; [15.66 11.34],0
a8,1,0.716743,0.131634,[ 3 16] ; [ 3 22],[ 2.59090909 16.40909091] ; [ 3.40909091 21.59090909],0
r4,1,0.729729,0.11936,[18  5] ; [20  7],[17.48  5.52] ; [20.52  6.48],0
d4,1,0.729729,0.11936,[18  5] ; [20  7],[17.48  5.52] ; [20.52  6.48],0
p4,1,0.7766,0.080515,[12 11] ; [13 14],[11.5 11.5] ; [13.5 13.5],0
d1,1,0.7766,0.080515,[12 11] ; [13 14],[11.5 11.5] ; [13.5 13.5],0
s8,1,0.811014,0.057178,[11 12] ; [12 15],[10.58 12.42] ; [12.42 14.58],0
r3,1,0.834007,0.043917,[20  3] ; [24  3],[20.24  2.76] ; [23.76  3.24],0
p8,1,0.845025,0.038208,[10 13] ; [11 16],[ 9.66 13.34] ; [11.34 15.66],0
p6,1,0.855858,0.032997,[ 6 16] ; [ 8 19],[ 6.28571429 15.71428571] ; [ 7.71428571 19.28571429],0
r2,1,0.867096,0.028005,[21  2] ; [25  2],[21.16  1.84] ; [24.84  2.16],0
u2,1,0.913906,0.011688,[6 4] ; [5 3],[6.11111111 3.88888889] ; [4.88888889 3.11111111],0
u3,1,0.913906,0.011688,[6 4] ; [5 3],[6.11111111 3.88888889] ; [4.88888889 3.11111111],0
p2,1,0.914138,0.011625,[15  8] ; [18  9],[15.18  7.82] ; [17.82  9.18],0
d5,1,0.967217,0.001689,[18  5] ; [21  6],[17.94  5.06] ; [21.06  5.94],0
r1,1,0.967217,0.001689,[18  5] ; [21  6],[17.94  5.06] ; [21.06  5.94],0
n1,1,1.0,0.0,[5 3] ; [5 3],[5. 3.] ; [5. 3.],0
