Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,104.780809,[111 218] ; [180  52],[170.65775401 158.34224599] ; [120.34224599 111.65775401],1
p7,1,0.0,47.061488,[143 179] ; [169  60],[182.33030853 139.66969147] ; [129.66969147  99.33030853],1
p8,1,0.0,41.820839,[112 215] ; [142  87],[149.38489209 177.61510791] ; [104.61510791 124.38489209],1
p6,1,0.0,30.938032,[ 64 263] ; [ 94 134],[ 93.09189189 233.90810811] ; [ 64.90810811 163.09189189],1
r4,1,1.8e-05,18.368717,[256  76] ; [211  21],[274.90070922  57.09929078] ; [192.09929078  39.90070922],1
s8,1,2.1e-05,18.10656,[ 88 244] ; [101 130],[111.45293073 220.54706927] ; [ 77.54706927 153.45293073],1
s7,1,3.7e-05,17.023858,[ 94 220] ; [104 115],[116.64540338 197.35459662] ; [ 81.35459662 137.64540338],1
p10,1,4.1e-05,16.841,[216 112] ; [187  42],[237.31418312  90.68581688] ; [165.68581688  63.31418312],1
p2,1,5e-05,16.459947,[235  96] ; [197  33],[254.88770053  76.11229947] ; [177.11229947  52.88770053],1
p12,1,9.2e-05,15.29504,[  7 323] ; [ 22 208],[ 17.08928571 312.91071429] ; [ 11.91071429 218.08928571],1
p9,1,0.000133,14.604119,[232  93] ; [196  34],[250.63063063  74.36936937] ; [177.36936937  52.63063063],1
v1,1,0.000159,14.262253,[134 191] ; [128  94],[155.66727605 169.33272395] ; [106.33272395 115.66727605],1
n6,1,0.000392,12.567996,[238  92] ; [196  35],[255.29411765  74.70588235] ; [178.70588235  52.29411765],1
n4,1,0.001038,10.758795,[229 102] ; [189  43],[245.75133215  85.24866785] ; [172.24866785  59.75133215],0
v3,1,0.001075,10.69457,[ 99 221] ; [ 98 121],[116.95732839 203.04267161] ; [ 80.04267161 138.95732839],0
v2,1,0.001133,10.597314,[147 167] ; [135  86],[165.51028037 148.48971963] ; [116.48971963 104.51028037],0
p5,1,0.001194,10.500108,[ 11 318] ; [ 23 207],[ 20.01073345 308.98926655] ; [ 13.98926655 216.01073345],0
p1,1,0.001208,10.477923,[ 12 319] ; [ 24 206],[ 21.24064171 309.75935829] ; [ 14.75935829 215.24064171],0
v4,1,0.001373,10.241217,[287  42] ; [221  11],[297.91800357  31.08199643] ; [210.08199643  21.91800357],0
r2,1,0.00143,10.16677,[284  42] ; [218  11],[294.86846847  31.13153153] ; [207.13153153  21.86846847],0
a5,1,0.00232,9.277169,[207 125] ; [173  59],[223.68794326 108.31205674] ; [156.31205674  75.68794326],0
s6,1,0.002721,8.985588,[149 181] ; [134  97],[166.47058824 163.52941176] ; [116.52941176 114.47058824],0
p11,1,0.00355,8.500558,[233  99] ; [188  44],[247.82269504  84.17730496] ; [173.17730496  58.82269504],0
a7,1,0.004602,8.02949,[220 111] ; [179  52],[234.99822064  96.00177936] ; [164.00177936  66.99822064],0
d5,1,0.007257,7.208212,[237  94] ; [189  43],[250.45470693  80.54529307] ; [175.54529307  56.45470693],0
r3,1,0.021484,5.287112,[293  37] ; [219  13],[300.6405694  29.3594306] ; [211.3594306  20.6405694],0
b3,1,0.033047,4.543363,[ 58 128] ; [66 90],[ 67.43859649 118.56140351] ; [56.56140351 99.43859649],0
b2,1,0.033047,4.543363,[ 58 128] ; [66 90],[ 67.43859649 118.56140351] ; [56.56140351 99.43859649],0
r1,1,0.038842,4.267784,[236  94] ; [183  48],[246.47058824  83.52941176] ; [172.52941176  58.47058824],0
n5,1,0.039424,4.242516,[224 105] ; [175  55],[234.83184258  94.16815742] ; [164.16815742  65.83184258],0
a2,1,0.05233,3.76518,[ 58 274] ; [ 56 176],[ 67.10638298 264.89361702] ; [ 46.89361702 185.10638298],0
u1,1,0.052492,3.760011,[ 37 295] ; [ 39 193],[ 44.73758865 287.26241135] ; [ 31.26241135 200.73758865],0
d2,1,0.053179,3.73828,[135 195] ; [114 118],[146.20996441 183.79003559] ; [102.79003559 129.20996441],0
a3,1,0.058649,3.575195,[206 124] ; [162  69],[216.47058824 113.52941176] ; [151.52941176  79.47058824],0
s1,1,0.064756,3.411175,[ 15 311] ; [  4 228],[ 11.10035842 314.89964158] ; [  7.89964158 224.10035842],0
s2,1,0.097385,2.747857,[104 225] ; [ 89 143],[113.18538324 215.81461676] ; [ 79.81461676 152.18538324],0
n3,1,0.10247,2.666667,[68 40] ; [28  8],[72. 36.] ; [24. 12.],0
b1,1,0.114619,2.489354,[124 208] ; [102 130],[133.03546099 198.96453901] ; [ 92.96453901 139.03546099],0
d1,1,0.120517,2.410592,[164 168] ; [130 102],[173.06382979 158.93617021] ; [120.93617021 111.06382979],0
a6,1,0.133331,2.253283,[214 117] ; [164  68],[222.23445826 108.76554174] ; [155.76554174  76.23445826],0
s3,1,0.14451,2.129265,[136 191] ; [110 120],[144.42010772 182.57989228] ; [101.57989228 128.42010772],0
a4,1,0.198002,1.657054,[126 203] ; [101 130],[133.3625 195.6375] ; [ 93.6375 137.3625],0
u4,1,0.221018,1.497748,[  5 327] ; [  7 225],[  7.06382979 324.93617021] ; [  4.93617021 227.06382979],0
d4,1,0.284552,1.145221,[249  81] ; [184  48],[254.25266904  75.74733096] ; [178.74733096  53.25266904],0
u3,1,0.373274,0.792737,[60 64] ; [38 31],[62.96373057 61.03626943] ; [35.03626943 33.96373057],0
n2,1,0.376334,0.782644,[76 34] ; [22 14],[73.83561644 36.16438356] ; [24.16438356 11.83561644],0
b5,1,0.429483,0.624222,[207 125] ; [137  95],[202.4964539 129.5035461] ; [141.5035461  90.4964539],0
a8,1,0.703672,0.14468,[ 43 266] ; [ 26 178],[ 41.56140351 267.43859649] ; [ 27.43859649 176.56140351],0
b4,1,0.793407,0.068586,[194 138] ; [133  99],[192.4893617 139.5106383] ; [134.5106383  97.4893617],0
n1,1,0.867095,0.028006,[38 71] ; [12 24],[37.5862069 71.4137931] ; [12.4137931 23.5862069],0
a1,1,0.900963,0.015487,[ 15 317] ; [ 11 221],[ 15.30496454 316.69503546] ; [ 10.69503546 221.30496454],0
u2,1,0.927407,0.008301,[69 56] ; [38 30],[69.30051813 55.69948187] ; [37.69948187 30.30051813],0
d3,1,0.969652,0.001447,[210 120] ; [148  84],[210.21352313 119.78647687] ; [147.78647687  84.21352313],0
