Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,5e-06,20.918587,[23  2] ; [15 28],[13.97058824 11.02941176] ; [24.02941176 18.97058824],1
s6,1,1.7e-05,18.481287,[19  5] ; [11 33],[10.58823529 13.41176471] ; [19.41176471 24.58823529],1
s8,1,7e-05,15.808408,[13 12] ; [ 4 40],[ 6.15942029 18.84057971] ; [10.84057971 33.15942029],1
v1,1,0.001295,10.350212,[18  7] ; [14 30],[11.5942029 13.4057971] ; [20.4057971 23.5942029],0
s7,1,0.002467,9.164782,[12 10] ; [ 7 33],[ 6.74193548 15.25806452] ; [12.25806452 27.74193548],0
r3,1,0.009907,6.651551,[23  2] ; [28 16],[18.47826087  6.52173913] ; [32.52173913 11.47826087],0
p10,1,0.015363,5.874391,[16  8] ; [15 27],[11.27272727 12.72727273] ; [19.72727273 22.27272727],0
s5,1,0.0304,4.686555,[ 9 15] ; [ 6 36],[ 5.45454545 18.54545455] ; [ 9.54545455 32.45454545],0
v4,1,0.062628,3.466387,[21  3] ; [28 14],[17.81818182  6.18181818] ; [31.18181818 10.81818182],0
p4,1,0.068863,3.309915,[14 11] ; [14 28],[10.44776119 14.55223881] ; [17.55223881 24.44776119],0
v2,1,0.107347,2.592855,[12 11] ; [13 28],[ 8.984375 14.015625] ; [16.015625 24.984375],0
p3,1,0.117489,2.450475,[11 14] ; [11 32],[ 8.08823529 16.91176471] ; [13.91176471 29.08823529],0
b5,1,0.138248,2.197355,[ 9 16] ; [24 20],[11.95652174 13.04347826] ; [21.04347826 22.95652174],0
u3,1,0.157466,1.998393,[7 3] ; [ 9 12],[5.16129032 4.83870968] ; [10.83870968 10.16129032],0
p9,1,0.209029,1.578138,[15  9] ; [20 23],[12.53731343 11.46268657] ; [22.46268657 20.53731343],0
v3,1,0.234462,1.413587,[ 7 16] ; [ 7 33],[ 5.11111111 17.88888889] ; [ 8.88888889 31.11111111],0
a5,1,0.305569,1.049731,[14 11] ; [19 25],[11.95652174 13.04347826] ; [21.04347826 22.95652174],0
u2,1,0.313694,1.015057,[8 2] ; [13  8],[6.77419355 3.22580645] ; [14.22580645  6.77419355],0
d4,1,0.322049,0.980608,[17  8] ; [24 19],[15.07352941  9.92647059] ; [25.92647059 17.07352941],0
s4,1,0.341906,0.903273,[ 7 18] ; [ 8 36],[ 5.43478261 19.56521739] ; [ 9.56521739 34.43478261],0
d2,1,0.344889,0.892175,[ 9 16] ; [21 23],[10.86956522 14.13043478] ; [19.13043478 24.86956522],0
p8,1,0.363274,0.826543,[ 9 16] ; [11 32],[ 7.35294118 17.64705882] ; [12.64705882 30.35294118],0
d1,1,0.375893,0.784091,[10 15] ; [13 31],[ 8.33333333 16.66666667] ; [14.66666667 29.33333333],0
d5,1,0.423332,0.641047,[15 10] ; [22 22],[13.4057971 11.5942029] ; [23.5942029 20.4057971],0
n1,1,0.438578,0.6,[6 4] ; [ 9 11],[5. 5.] ; [10. 10.],0
n3,1,0.447256,0.577597,[6 5] ; [13  6],[6.96666667 4.03333333] ; [12.03333333  6.96666667],0
n4,1,0.480169,0.49848,[12 13] ; [25 19],[13.4057971 11.5942029] ; [23.5942029 20.4057971],0
d3,1,0.492778,0.470455,[10 15] ; [14 30],[ 8.69565217 16.30434783] ; [15.30434783 28.69565217],0
r2,1,0.524731,0.404584,[20  4] ; [33 10],[18.98507463  5.01492537] ; [34.01492537  8.98507463],0
b2,1,0.533712,0.387319,[ 5 11] ; [11 16],[ 5.95348837 10.04651163] ; [10.04651163 16.95348837],0
b3,1,0.533712,0.387319,[ 5 11] ; [11 16],[ 5.95348837 10.04651163] ; [10.04651163 16.95348837],0
p11,1,0.535086,0.384724,[15 10] ; [23 21],[13.76811594 11.23188406] ; [24.23188406 19.76811594],0
b4,1,0.535086,0.384724,[15 10] ; [23 21],[13.76811594 11.23188406] ; [24.23188406 19.76811594],0
a3,1,0.535086,0.384724,[15 10] ; [23 21],[13.76811594 11.23188406] ; [24.23188406 19.76811594],0
r4,1,0.559246,0.341011,[16  9] ; [25 19],[14.85507246 10.14492754] ; [26.14492754 17.85507246],0
a6,1,0.581457,0.303885,[ 8 17] ; [17 27],[ 9.05797101 15.94202899] ; [15.94202899 28.05797101],0
a2,1,0.630156,0.23185,[ 1 24] ; [ 3 41],[ 1.44927536 23.55072464] ; [ 2.55072464 41.44927536],0
s1,1,0.656985,0.197206,[ 1 23] ; [ 3 41],[ 1.41176471 22.58823529] ; [ 2.58823529 41.41176471],0
r1,1,0.660426,0.193007,[15 10] ; [24 20],[14.13043478 10.86956522] ; [24.86956522 19.13043478],0
