Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,34.164148,[68 94] ; [187  78],[96.74473068 65.25526932] ; [158.25526932 106.74473068],1
v3,1,0.0,32.855964,[ 45 117] ; [147 114],[73.53191489 88.46808511] ; [118.46808511 142.53191489],1
r4,1,0.000743,11.378072,[145  20] ; [261  10],[153.64678899  11.35321101] ; [252.35321101  18.64678899],1
p8,1,0.001906,9.638078,[94 71] ; [191  76],[108.85416667  56.14583333] ; [176.14583333  90.85416667],0
p10,1,0.004198,8.195958,[134  30] ; [245  24],[143.54734411  20.45265589] ; [235.45265589  33.54734411],0
n5,1,0.00558,7.681318,[138  26] ; [250  20],[146.61751152  17.38248848] ; [241.38248848  28.61751152],0
s8,1,0.00674,7.341047,[71 93] ; [152 116],[84.65740741 79.34259259] ; [138.34259259 129.65740741],0
r3,1,0.008658,6.89213,[152  11] ; [266   5],[156.99078341   6.00921659] ; [261.00921659   9.99078341],0
p9,1,0.010473,6.552583,[140  25] ; [249  20],[147.89170507  17.10829493] ; [241.10829493  27.89170507],0
s1,1,0.042265,4.12455,[ 10 155] ; [  6 260],[  6.12529002 158.87470998] ; [  9.87470998 256.12529002],0
p7,1,0.042288,4.123633,[112  52] ; [206  61],[121.00232019  42.99767981] ; [196.99767981  70.00232019],0
p6,1,0.042653,4.109088,[76 88] ; [150 116],[86.19534884 77.80465116] ; [139.80465116 126.19534884],0
d1,1,0.045982,3.98224,[101  64] ; [191  80],[110.50458716  54.49541284] ; [181.49541284  89.50458716],0
n2,1,0.049273,3.866013,[22 14] ; [28  6],[25.71428571 10.28571429] ; [24.28571429  9.71428571],0
u4,1,0.066259,3.373347,[  1 164] ; [  9 262],[  3.78440367 161.21559633] ; [  6.21559633 264.78440367],0
p11,1,0.068859,3.310008,[133  32] ; [236  35],[139.64449541  25.35550459] ; [229.35550459  41.64449541],0
p5,1,0.071434,3.249763,[ 23 142] ; [ 56 213],[ 30.03456221 134.96543779] ; [ 48.96543779 220.03456221],0
r1,1,0.082912,3.006882,[132  33] ; [233  37],[138.44827586  26.55172414] ; [226.55172414  43.44827586],0
b5,1,0.085608,2.955077,[86 79] ; [164 107],[94.61009174 70.38990826] ; [155.38990826 115.61009174],0
p2,1,0.09065,2.862799,[147  17] ; [254  16],[151.52995392  12.47004608] ; [249.47004608  20.52995392],0
n1,1,0.096992,2.754316,[13 23] ; [19 15],[16.45714286 19.54285714] ; [15.54285714 18.45714286],0
s3,1,0.113985,2.498088,[104  59] ; [148 116],[96.19672131 66.80327869] ; [155.80327869 108.19672131],0
s5,1,0.127221,2.326086,[ 55 105] ; [108 150],[62.3923445 97.6076555] ; [100.6076555 157.3923445],0
r2,1,0.140208,2.175678,[150  12] ; [257  11],[153.33488372   8.66511628] ; [253.66511628  14.33488372],0
p12,1,0.186752,1.743054,[ 13 152] ; [ 32 238],[ 17.06896552 147.93103448] ; [ 27.93103448 242.06896552],0
v4,1,0.191386,1.706918,[155   9] ; [261   8],[157.56120092   6.43879908] ; [258.43879908  10.56120092],0
u1,1,0.197651,1.659649,[ 32 133] ; [ 67 204],[ 37.46559633 127.53440367] ; [ 61.53440367 209.46559633],0
d3,1,0.204457,1.610249,[117  48] ; [207  64],[122.6146789  42.3853211] ; [201.3853211  69.6146789],0
d4,1,0.209312,1.576176,[135  30] ; [233  37],[139.5862069  25.4137931] ; [228.4137931  41.5862069],0
a7,1,0.212445,1.554689,[117  48] ; [206  64],[122.51724138  42.48275862] ; [200.48275862  69.51724138],0
a8,1,0.240451,1.377946,[ 18 135] ; [ 38 199],[ 21.96923077 131.03076923] ; [ 34.03076923 202.96923077],0
u2,1,0.246841,1.341095,[29 18] ; [34 33],[25.97368421 21.02631579] ; [37.02631579 29.97368421],0
d5,1,0.271733,1.207977,[138  27] ; [236  34],[141.86206897  23.13793103] ; [232.13793103  37.86206897],0
a3,1,0.284949,1.143332,[117  48] ; [204  66],[121.75862069  43.24137931] ; [199.24137931  70.75862069],0
a5,1,0.311329,1.02503,[126  39] ; [218  53],[130.18348624  34.81651376] ; [213.81651376  57.18348624],0
n3,1,0.377283,0.779536,[25 11] ; [26  7],[26.60869565  9.39130435] ; [24.39130435  8.60869565],0
u3,1,0.394285,0.725685,[25 22] ; [41 26],[27.21052632 19.78947368] ; [38.78947368 28.21052632],0
s4,1,0.489137,0.478424,[ 29 133] ; [ 41 226],[ 26.43356643 135.56643357] ; [ 43.56643357 223.43356643],0
a2,1,0.538195,0.378895,[ 43 122] ; [ 78 193],[ 45.7912844 119.2087156] ; [ 75.2087156 195.7912844],0
p3,1,0.539485,0.376496,[111  53] ; [191  80],[113.85747126  50.14252874] ; [188.14252874  82.85747126],0
s2,1,0.561628,0.336893,[90 74] ; [153 112],[92.8951049 71.1048951] ; [150.1048951 114.8951049],0
n6,1,0.616222,0.251213,[149  15] ; [249  21],[150.39631336  13.60368664] ; [247.60368664  22.39631336],0
d2,1,0.631338,0.230251,[89 76] ; [152 118],[91.4137931 73.5862069] ; [149.5862069 120.4137931],0
p1,1,0.709009,0.139268,[ 19 146] ; [ 28 242],[ 17.82758621 147.17241379] ; [ 29.17241379 240.82758621],0
a4,1,0.710008,0.138269,[81 84] ; [137 132],[82.88018433 82.11981567] ; [135.11981567 133.88018433],0
a6,1,0.714228,0.134091,[116  49] ; [186  85],[114.28899083  50.71100917] ; [187.71100917  83.28899083],0
s7,1,0.78956,0.071226,[90 67] ; [149 105],[91.29683698 65.70316302] ; [147.70316302 106.29683698],0
b4,1,0.800459,0.063884,[96 69] ; [161 110],[97.25917431 67.74082569] ; [159.74082569 111.25917431],0
a1,1,0.844764,0.038339,[  9 156] ; [ 16 255],[  9.46100917 155.53899083] ; [ 15.53899083 255.46100917],0
b3,1,0.870095,0.026745,[37 61] ; [ 74 117],[37.64013841 60.35986159] ; [ 73.35986159 117.64013841],0
b2,1,0.870095,0.026745,[37 61] ; [ 74 117],[37.64013841 60.35986159] ; [ 73.35986159 117.64013841],0
b1,1,0.876264,0.024245,[67 98] ; [108 163],[66.22706422 98.77293578] ; [108.77293578 162.22706422],0
s6,1,0.998271,5e-06,[120  41] ; [196  67],[119.99056604  41.00943396] ; [196.00943396  66.99056604],0
