Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.000182,14.00364,[ 43 191] ; [8 5],[ 48.31578947 185.68421053] ; [ 2.68421053 10.31578947],1
s5,1,0.001102,10.647853,[ 33 196] ; [6 6],[ 37.05809129 191.94190871] ; [ 1.94190871 10.05809129],0
p4,1,0.007647,7.114388,[ 86 149] ; [9 3],[ 90.38461538 144.61538462] ; [4.61538462 7.38461538],0
v3,1,0.013565,6.093906,[ 54 177] ; [7 6],[ 57.75 173.25] ; [3.25 9.75],0
p1,1,0.03118,4.643041,[ 16 220] ; [ 3 10],[ 18.00803213 217.99196787] ; [ 0.99196787 12.00803213],0
p10,1,0.040199,4.20945,[145  87] ; [11  1],[148.32786885  83.67213115] ; [7.67213115 4.32786885],0
s6,1,0.065312,3.397076,[103 129] ; [8 3],[105.97530864 126.02469136] ; [5.02469136 5.97530864],0
p12,1,0.067703,3.337848,[ 10 226] ; [ 2 11],[ 11.37349398 224.62650602] ; [ 0.62650602 12.37349398],0
p8,1,0.076713,3.133207,[ 87 148] ; [8 5],[ 90.02016129 144.97983871] ; [4.97983871 8.02016129],0
p7,1,0.129313,2.300737,[110 121] ; [9 4],[112.65983607 118.34016393] ; [6.34016393 6.65983607],0
p3,1,0.129545,2.297948,[ 79 158] ; [7 6],[ 81.528 155.472] ; [4.472 8.528],0
r4,1,0.157364,1.999379,[178  59] ; [12  1],[180.12  56.88] ; [9.88 3.12],0
b5,1,0.221336,1.495689,[142  95] ; [10  3],[144.096  92.904] ; [7.904 5.096],0
p9,1,0.243011,1.363041,[161  71] ; [11  2],[162.87346939  69.12653061] ; [9.12653061 3.87346939],0
a5,1,0.248289,1.332906,[107 130] ; [8 5],[109.02 127.98] ; [5.98 7.02],0
n6,1,0.303927,1.056883,[168  67] ; [11  2],[169.61693548  65.38306452] ; [9.38306452 3.61693548],0
b1,1,0.325601,0.966314,[ 95 142] ; [7 6],[ 96.696 140.304] ; [5.304 7.696],0
d2,1,0.364045,0.823892,[ 33 203] ; [ 3 10],[ 34.12048193 201.87951807] ; [ 1.87951807 11.12048193],0
r2,1,0.400635,0.706421,[200  34] ; [10  3],[198.94736842  35.05263158] ; [11.05263158  1.94736842],0
r3,1,0.494561,0.466588,[201  34] ; [12  1],[201.83467742  33.16532258] ; [11.16532258  1.83467742],0
a4,1,0.518305,0.417266,[ 54 181] ; [4 9],[ 54.95967742 180.04032258] ; [3.04032258 9.95967742],0
v4,1,0.540378,0.374839,[203  32] ; [12  1],[203.72983871  31.27016129] ; [11.27016129  1.72983871],0
a7,1,0.558071,0.343056,[145  89] ; [7 6],[144.  90.] ; [8. 5.],0
a3,1,0.58791,0.29362,[108 126] ; [5 8],[107.05263158 126.94736842] ; [5.94736842 7.05263158],0
s8,1,0.620195,0.245593,[ 29 207] ; [ 1 12],[ 28.43373494 207.56626506] ; [ 1.56626506 11.43373494],0
d3,1,0.627556,0.23539,[ 88 147] ; [4 9],[ 87.17741935 147.82258065] ; [4.82258065 8.17741935],0
v2,1,0.631868,0.229536,[ 88 135] ; [6 7],[ 88.8220339 134.1779661] ; [5.1779661 7.8220339],0
n5,1,0.632997,0.228018,[146  87] ; [9 4],[146.80894309  86.19105691] ; [8.19105691 4.80894309],0
r1,1,0.648904,0.207284,[148  87] ; [9 4],[148.77016129  86.22983871] ; [8.22983871 4.77016129],0
s3,1,0.652358,0.20294,[ 85 145] ; [4 9],[ 84.23868313 145.76131687] ; [4.76131687 8.23868313],0
a8,1,0.655134,0.199488,[ 25 196] ; [ 2 11],[ 25.5 195.5] ; [ 1.5 11.5],0
b3,1,0.695058,0.153664,[33 88] ; [3 6],[33.50769231 87.49230769] ; [2.49230769 6.50769231],0
b2,1,0.695058,0.153664,[33 88] ; [3 6],[33.50769231 87.49230769] ; [2.49230769 6.50769231],0
u3,1,0.725747,0.123053,[55 71] ; [4 4],[55.47761194 70.52238806] ; [3.52238806 4.47761194],0
u2,1,0.744397,0.106299,[56 71] ; [4 4],[56.44444444 70.55555556] ; [3.55555556 4.44444444],0
a6,1,0.801807,0.063006,[136 101] ; [7 6],[135.564 101.436] ; [7.436 5.564],0
b4,1,0.836765,0.04245,[139  98] ; [8 5],[139.356  97.644] ; [7.644 5.356],0
a1,1,0.844981,0.038231,[ 15 222] ; [ 1 12],[ 15.168 221.832] ; [ 0.832 12.168],0
s2,1,0.856026,0.032919,[ 59 174] ; [ 3 10],[ 58.72357724 174.27642276] ; [3.27642276 9.72357724],0
d5,1,0.856491,0.032704,[121 115] ; [7 6],[121.31726908 114.68273092] ; [6.68273092 6.31726908],0
v1,1,0.927084,0.008375,[ 91 138] ; [5 8],[ 90.84297521 138.15702479] ; [5.15702479 7.84297521],0
s4,1,0.932257,0.007226,[ 34 200] ; [ 2 11],[ 34.10526316 199.89473684] ; [ 1.89473684 11.10526316],0
d4,1,0.967153,0.001696,[129 108] ; [7 6],[128.928 108.072] ; [7.072 5.928],0
n4,1,0.984945,0.000356,[144  91] ; [8 5],[144.03225806  90.96774194] ; [7.96774194 5.03225806],0
p2,1,0.998031,6e-06,[164  73] ; [9 4],[164.004  72.996] ; [8.996 4.004],0
p11,1,0.998031,6e-06,[164  73] ; [9 4],[164.004  72.996] ; [8.996 4.004],0
