Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.015472,5.861919,[10  4] ; [35 59],[5.83333333 8.16666667] ; [39.16666667 54.83333333],0
v1,1,0.016774,5.719914,[ 2 12] ; [44 47],[6.13333333 7.86666667] ; [39.86666667 51.13333333],0
s2,1,0.01773,5.622651,[ 3 11] ; [51 41],[7.13207547 6.86792453] ; [46.86792453 45.13207547],0
r4,1,0.040381,4.201824,[9 5] ; [81 13],[11.66666667  2.33333333] ; [78.33333333 15.66666667],0
r3,1,0.057401,3.610942,[11  3] ; [88  6],[12.83333333  1.16666667] ; [86.16666667  7.83333333],0
v4,1,0.057401,3.610942,[11  3] ; [88  6],[12.83333333  1.16666667] ; [86.16666667  7.83333333],0
s6,1,0.058841,3.569756,[5 9] ; [58 35],[8.24299065 5.75700935] ; [54.75700935 38.24299065],0
n2,1,0.083777,2.990059,[3 2] ; [26  3],[4.26470588 0.73529412] ; [24.73529412  4.26470588],0
b5,1,0.112947,2.512495,[6 8] ; [61 33],[8.68518519 5.31481481] ; [58.31481481 35.68518519],0
p6,1,0.123911,2.367181,[ 1 13] ; [24 69],[ 3.27102804 10.72897196] ; [21.72897196 71.27102804],0
s4,1,0.123911,2.367181,[ 1 13] ; [24 69],[ 3.27102804 10.72897196] ; [21.72897196 71.27102804],0
a5,1,0.131671,2.27269,[7 7] ; [66 28],[9.46296296 4.53703704] ; [63.53703704 30.46296296],0
b4,1,0.131967,2.269215,[11  3] ; [54 40],[8.42592593 5.57407407] ; [56.57407407 37.42592593],0
p11,1,0.147507,2.097846,[8 6] ; [71 23],[10.24074074  3.75925926] ; [68.75925926 25.24074074],0
s8,1,0.165327,1.924811,[ 4 10] ; [45 48],[6.41121495 7.58878505] ; [42.58878505 50.41121495],0
d3,1,0.191289,1.707663,[6 8] ; [57 36],[8.24299065 5.75700935] ; [54.75700935 38.24299065],0
a4,1,0.226607,1.462033,[ 4 10] ; [43 51],[6.09259259 7.90740741] ; [40.90740741 53.09259259],0
p4,1,0.293203,1.104856,[ 3 10] ; [35 57],[4.7047619 8.2952381] ; [33.2952381 58.7047619],0
