Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000979,10.866907,[15  5] ; [17 36],[ 8.76712329 11.23287671] ; [23.23287671 29.76712329],1
s2,1,0.003831,8.362239,[15  6] ; [19 36],[ 9.39473684 11.60526316] ; [24.60526316 30.39473684],0
p5,1,0.012732,6.20597,[ 6 15] ; [ 4 52],[ 2.72727273 18.27272727] ; [ 7.27272727 48.72727273],0
v3,1,0.013474,6.105832,[16  5] ; [25 31],[11.18181818  9.81818182] ; [29.81818182 26.18181818],0
s6,1,0.045916,3.984691,[16  5] ; [28 27],[12.15789474  8.84210526] ; [31.84210526 23.15789474],0
s8,1,0.051177,3.802469,[11 10] ; [16 40],[ 7.36363636 13.63636364] ; [19.63636364 36.36363636],0
r1,1,0.061528,3.495701,[20  1] ; [43 13],[17.18181818  3.81818182] ; [45.81818182 10.18181818],0
p8,1,0.071474,3.248831,[16  5] ; [30 26],[12.54545455  8.45454545] ; [33.45454545 22.54545455],0
p7,1,0.085122,2.964278,[17  4] ; [33 22],[13.81578947  7.18421053] ; [36.18421053 18.81578947],0
a7,1,0.089269,2.8875,[18  3] ; [37 19],[15.  6.] ; [40. 16.],0
s4,1,0.089615,2.88128,[ 5 16] ; [ 5 50],[ 2.76315789 18.23684211] ; [ 7.23684211 47.76315789],0
a5,1,0.095009,2.787382,[16  5] ; [31 25],[12.81818182  8.18181818] ; [34.18181818 21.81818182],0
u1,1,0.118097,2.44238,[ 2 19] ; [ 1 55],[ 0.81818182 20.18181818] ; [ 2.18181818 53.81818182],0
p9,1,0.127673,2.320577,[19  2] ; [41 14],[16.57894737  4.42105263] ; [43.42105263 11.57894737],0
p12,1,0.134722,2.237229,[ 4 17] ; [ 4 51],[ 2.21052632 18.78947368] ; [ 5.78947368 49.21052632],0
p3,1,0.136249,2.21982,[13  8] ; [24 32],[10.09090909 10.90909091] ; [26.90909091 29.09090909],0
p6,1,0.13921,2.186673,[11 10] ; [19 37],[ 8.18181818 12.81818182] ; [21.81818182 34.18181818],0
n6,1,0.143606,2.138889,[20  1] ; [46 10],[18.  3.] ; [48.  8.],0
n2,1,0.254565,1.298077,[2 1] ; [11  1],[2.6 0.4] ; [10.4  1.6],0
s3,1,0.272924,1.20199,[14  7] ; [29 26],[11.88157895  9.11842105] ; [31.11842105 23.88157895],0
u3,1,0.283391,1.150758,[6 3] ; [10 12],[4.64516129 4.35483871] ; [11.35483871 10.64516129],0
p10,1,0.296091,1.091717,[18  3] ; [41 14],[16.30263158  4.69736842] ; [42.69736842 12.30263158],0
a6,1,0.384064,0.757653,[15  6] ; [34 22],[13.36363636  7.63636364] ; [35.63636364 20.36363636],0
b5,1,0.402308,0.701417,[ 9 12] ; [30 26],[10.63636364 10.36363636] ; [28.36363636 27.63636364],0
p1,1,0.464628,0.534722,[ 4 17] ; [ 7 49],[ 3. 18.] ; [ 8. 48.],0
u2,1,0.469313,0.523594,[6 3] ; [11 10],[5.1 3.9] ; [11.9  9.1],0
a2,1,0.508724,0.43669,[ 2 19] ; [ 3 53],[ 1.36363636 19.63636364] ; [ 3.63636364 52.36363636],0
a8,1,0.514929,0.424038,[ 3 17] ; [ 5 47],[ 2.22222222 17.77777778] ; [ 5.77777778 46.22222222],0
v1,1,0.537394,0.380392,[12  9] ; [35 19],[13.16  7.84] ; [33.84 20.16],0
n5,1,0.556878,0.345139,[17  4] ; [41 14],[16.02631579  4.97368421] ; [41.97368421 13.02631579],0
a4,1,0.607898,0.263248,[ 4 17] ; [ 8 48],[ 3.27272727 17.72727273] ; [ 8.72727273 47.27272727],0
d3,1,0.641505,0.216779,[11 10] ; [26 30],[10.09090909 10.90909091] ; [26.90909091 29.09090909],0
p4,1,0.690325,0.158734,[11 10] ; [26 29],[10.22368421 10.77631579] ; [26.77631579 28.22368421],0
b2,1,0.715892,0.132463,[5 9] ; [10 23],[4.46808511 9.53191489] ; [10.53191489 22.46808511],0
b3,1,0.715892,0.132463,[5 9] ; [10 23],[4.46808511 9.53191489] ; [10.53191489 22.46808511],0
d1,1,0.728492,0.120501,[ 2 19] ; [ 4 52],[ 1.63636364 19.36363636] ; [ 4.36363636 51.63636364],0
a3,1,0.775952,0.080996,[12  9] ; [34 22],[12.54545455  8.45454545] ; [33.45454545 22.54545455],0
p2,1,0.790816,0.070358,[16  5] ; [41 15],[15.54545455  5.45454545] ; [41.45454545 14.54545455],0
d4,1,0.852357,0.034638,[10 11] ; [28 28],[10.36363636 10.63636364] ; [27.63636364 28.36363636],0
v4,1,0.903752,0.014622,[20  1] ; [52  3],[19.89473684  1.10526316] ; [52.10526316  2.89473684],0
p11,1,0.903988,0.01455,[17  4] ; [46 10],[17.18181818  3.81818182] ; [45.81818182 10.18181818],0
n4,1,0.909858,0.012818,[15  6] ; [40 15],[15.19736842  5.80263158] ; [39.80263158 15.19736842],0
d2,1,0.956167,0.003021,[ 5 16] ; [13 43],[ 4.90909091 16.09090909] ; [13.09090909 42.90909091],0
b1,1,1.0,0.0,[ 9 12] ; [24 32],[ 9. 12.] ; [24. 32.],0
b4,1,1.0,0.0,[12  9] ; [32 24],[12.  9.] ; [32. 24.],0
n1,1,1.0,0.0,[1 2] ; [4 8],[1. 2.] ; [4. 8.],0
