Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,44.873994,[112 150] ; [239 103],[152.25496689 109.74503311] ; [198.74503311 143.25496689],1
v3,1,0.0,31.931616,[ 84 183] ; [186 156],[118.37438424 148.62561576] ; [151.62561576 190.37438424],1
p4,1,8e-05,15.561551,[149 118] ; [249 101],[172.23014587  94.76985413] ; [225.76985413 124.23014587],1
p7,1,0.000166,14.184041,[153 113] ; [246  95],[174.85008237  91.14991763] ; [224.14991763 116.85008237],1
p6,1,0.0003,13.069113,[ 90 177] ; [166 178],[111.8690671 155.1309329] ; [144.1309329 199.8690671],1
p8,1,0.000431,12.391564,[128 138] ; [214 129],[149.37931034 116.62068966] ; [192.62068966 150.37931034],1
p2,1,0.000466,12.245307,[213  57] ; [311  38],[228.56219709  41.43780291] ; [295.43780291  53.56219709],1
s8,1,0.000873,11.080041,[109 160] ; [188 160],[129.48622366 139.51377634] ; [167.51377634 180.48622366],1
p10,1,0.001018,10.795346,[212  56] ; [308  39],[226.60162602  41.39837398] ; [293.39837398  53.60162602],0
r4,1,0.001432,10.16417,[238  33] ; [334  18],[248.81540931  22.18459069] ; [323.18459069  28.81540931],0
p3,1,0.001441,10.152759,[126 143] ; [209 141],[145.5815832 123.4184168] ; [189.4184168 160.5815832],0
p9,1,0.001983,9.565521,[216  50] ; [312  35],[229.11582382  36.88417618] ; [298.88417618  48.11582382],0
r3,1,0.004825,7.944025,[247  21] ; [341  10],[254.57835218  13.42164782] ; [333.42164782  17.57835218],0
u4,1,0.008494,6.926262,[  1 270] ; [ 12 340],[  5.65489567 265.34510433] ; [  7.34510433 344.65489567],0
r1,1,0.009957,6.64257,[209  62] ; [299  52],[221.33118971  49.66881029] ; [286.66881029  64.33118971],0
p5,1,0.010249,6.591136,[ 27 243] ; [ 60 288],[ 38.00970874 231.99029126] ; [ 48.99029126 299.00970874],0
p11,1,0.012977,6.172203,[210  61] ; [300  52],[221.8459069  49.1540931] ; [288.1540931  63.8459069],0
n5,1,0.013406,6.11477,[231  38] ; [324  28],[240.41062802  28.58937198] ; [314.58937198  37.41062802],0
