Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,99.512827,[707  45] ; [283 105],[653.05263158  98.94736842] ; [336.94736842  51.05263158],1
p11,1,0.0,43.727169,[632 122] ; [266 132],[587.75347222 166.24652778] ; [310.24652778  87.75347222],1
n6,1,1e-06,24.988633,[646 102] ; [295 101],[615.26923077 132.73076923] ; [325.73076923  70.26923077],1
p2,1,5e-06,20.746393,[641 109] ; [292 100],[612.7408056 137.2591944] ; [320.2591944  71.7408056],1
r4,1,9e-06,19.707047,[677  77] ; [320  78],[652.55034722 101.44965278] ; [344.44965278  53.55034722],1
r3,1,1e-05,19.449495,[713  36] ; [347  47],[694.61067367  54.38932633] ; [365.38932633  28.61067367],1
v4,1,9.4e-05,15.252145,[714  33] ; [353  41],[698.55302366  48.44697634] ; [368.44697634  25.55302366],1
r2,1,0.000462,12.264641,[702  42] ; [348  45],[687.07124011  56.92875989] ; [362.92875989  30.07124011],1
a7,1,0.000546,11.952795,[549 203] ; [250 146],[523.38675958 228.61324042] ; [275.61324042 120.38675958],1
d3,1,0.003764,8.394424,[522 229] ; [241 154],[500.0113438 250.9886562] ; [262.9886562 132.0113438],0
v2,1,0.005145,7.827888,[416 304] ; [186 194],[394.03636364 325.96363636] ; [207.96363636 172.03636364],0
a6,1,0.006701,7.351474,[514 238] ; [239 157],[493.2543554 258.7456446] ; [259.7456446 136.2543554],0
p8,1,0.011501,6.386279,[415 330] ; [186 203],[394.83686067 350.16313933] ; [206.16313933 182.83686067],0
s6,1,0.019279,5.476069,[508 229] ; [238 146],[490.45673506 246.54326494] ; [255.54326494 128.45673506],0
a1,1,0.025323,5.001635,[ 36 718] ; [ 32 366],[ 44.50694444 709.49305556] ; [ 23.49305556 374.50694444],0
d5,1,0.029935,4.713044,[613 138] ; [301  94],[598.96509599 152.03490401] ; [315.03490401  79.96509599],0
n1,1,0.034891,4.450511,[58 98] ; [51 50],[66.16342412 89.83657588] ; [42.83657588 58.16342412],0
r1,1,0.035512,4.420376,[601 149] ; [296 100],[587.04188482 162.95811518] ; [309.95811518  86.04188482],0
d1,1,0.053442,3.730038,[450 304] ; [214 184],[434.59722222 319.40277778] ; [229.40277778 168.59722222],0
p12,1,0.085732,2.952743,[ 68 683] ; [ 24 367],[ 60.50087566 690.49912434] ; [ 31.49912434 359.50087566],0
n2,1,0.086198,2.943986,[119  38] ; [68 35],[112.91923077  44.08076923] ; [74.08076923 28.91923077],0
v1,1,0.087896,2.912484,[407 325] ; [195 193],[393.45 338.55] ; [208.55 179.45],0
d4,1,0.100279,2.701102,[622 130] ; [311  84],[611.69659983 140.30340017] ; [321.30340017  73.69659983],0
n5,1,0.122891,2.380088,[585 164] ; [294 103],[574.4947644 174.5052356] ; [304.5052356  92.4947644],0
