Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,0.0,58.11988,[ 78 816] ; [31 56],[ 99.33333333 794.66666667] ; [ 9.66666667 77.33333333],1
p3,1,3.9e-05,16.921607,[404 495] ; [58 27],[422.09146341 476.90853659] ; [39.90853659 45.09146341],1
p6,1,4.2e-05,16.758197,[289 596] ; [47 39],[306.24098867 578.75901133] ; [29.75901133 56.24098867],1
p12,1,0.000162,14.230652,[ 56 838] ; [15 72],[ 64.70336391 829.29663609] ; [ 6.29663609 80.70336391],1
p8,1,0.001665,9.886013,[424 462] ; [57 30],[437.99177801 448.00822199] ; [43.00822199 43.99177801],0
p4,1,0.016619,5.736172,[494 401] ; [59 27],[504.52089704 390.47910296] ; [48.47910296 37.52089704],0
p10,1,0.349684,0.874603,[682 207] ; [69 16],[685.46098563 203.53901437] ; [65.53901437 19.46098563],0
p9,1,0.603227,0.270157,[712 173] ; [72 15],[713.82716049 171.17283951] ; [70.17283951 16.82716049],0
b1,1,0.746266,0.104696,[358 546] ; [36 51],[359.41069627 544.58930373] ; [34.58930373 52.41069627],0
p2,1,0.800837,0.063637,[713 186] ; [68 19],[712.08823529 186.91176471] ; [68.91176471 18.08823529],0
p7,1,0.844785,0.038329,[533 343] ; [52 35],[532.14953271 343.85046729] ; [52.85046729 34.14953271],0
p11,1,0.952873,0.003493,[678 226] ; [65 22],[677.77194753 226.22805247] ; [65.22805247 21.77194753],0
