Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,27.529124,[279 111] ; [122 118],[248.23809524 141.76190476] ; [152.76190476  87.23809524],1
p8,1,1.3e-05,18.944957,[186 203] ; [ 74 170],[159.77883096 229.22116904] ; [100.22116904 143.77883096],1
p7,1,1.5e-05,18.698663,[243 145] ; [109 133],[216.78730159 171.21269841] ; [135.21269841 106.78730159],1
p3,1,6.2e-05,16.05228,[206 187] ; [ 89 157],[181.43192488 211.56807512] ; [113.56807512 132.43192488],1
p9,1,0.00025,13.411726,[283 105] ; [140  98],[262.17891374 125.82108626] ; [160.82108626  77.17891374],1
p4,1,0.000283,13.179138,[227 167] ; [105 140],[204.70735524 189.29264476] ; [127.29264476 117.70735524],1
p2,1,0.000536,11.986581,[292 100] ; [152  95],[272.37558685 119.62441315] ; [171.62441315  75.37558685],1
p6,1,0.008419,6.942093,[145 242] ; [ 66 176],[129.82034976 257.17965024] ; [ 81.17965024 160.82034976],0
p5,1,0.019599,5.447295,[ 48 344] ; [ 16 229],[ 39.38461538 352.61538462] ; [ 24.61538462 220.38461538],0
p12,1,0.031899,4.603938,[ 24 367] ; [  6 240],[ 18.4144427 372.5855573] ; [ 11.5855573 234.4144427],0
p1,1,0.908833,0.013113,[ 36 358] ; [ 22 226],[ 35.59501558 358.40498442] ; [ 22.40498442 225.59501558],0
