Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,123.149893,[122 118] ; [632 107],[184.84167518  55.15832482] ; [569.15832482 169.84167518],1
p9,1,0.0,96.11625,[140  98] ; [648  91],[191.95905834  46.04094166] ; [596.04094166 142.95905834],1
p2,1,0.0,63.008974,[152  95] ; [632 110],[195.80182002  51.19817998] ; [588.19817998 153.80182002],1
p8,1,0.0,48.25869,[ 74 170] ; [411 323],[121.00204499 122.99795501] ; [363.99795501 370.00204499],1
p7,1,0.0,33.662356,[109 133] ; [479 246],[147.15201655  94.84798345] ; [440.84798345 284.15201655],1
b1,1,1e-06,24.155729,[132 117] ; [266 485],[ 99.102 149.898] ; [298.898 452.102],1
p4,1,1e-06,24.056395,[105 140] ; [451 291],[138.0141844 106.9858156] ; [417.9858156 324.0141844],1
p3,1,9.9e-05,15.165186,[ 89 157] ; [376 369],[115.42885974 130.57114026] ; [349.57114026 395.42885974],1
p12,1,0.000714,11.452516,[  6 240] ; [ 66 674],[ 17.96348884 228.03651116] ; [ 54.03651116 685.96348884],1
p6,1,0.00619,7.494245,[ 66 176] ; [271 463],[ 83.55942623 158.44057377] ; [253.44057377 480.55942623],0
p5,1,0.009186,6.786211,[ 16 229] ; [ 93 648],[ 27.0841785 217.9158215] ; [ 81.9158215 659.0841785],0
p1,1,0.952873,0.003493,[ 22 226] ; [ 65 678],[ 21.77194753 226.22805247] ; [ 65.22805247 677.77194753],0
