Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,151.765537,[201 290] ; [372  93],[294.291841 196.708159] ; [278.708159 186.291841],1
p7,1,0.0,122.967111,[194 289] ; [349 111],[278.12195122 204.87804878] ; [264.87804878 195.12195122],1
p6,1,0.0,72.818022,[104 383] ; [218 239],[166.11652542 320.88347458] ; [155.88347458 301.11652542],1
p2,1,0.0,49.039861,[334 157] ; [403  60],[379.31551363 111.68448637] ; [357.68448637 105.31551363],1
p5,1,0.0,41.903338,[ 23 464] ; [ 83 379],[ 54.39620653 432.60379347] ; [ 51.60379347 410.39620653],1
p10,1,0.0,37.252534,[330 156] ; [391  70],[370.01689546 115.98310454] ; [350.98310454 110.01689546],1
p9,1,0.0,31.429574,[354 130] ; [405  57],[388.3255814  95.6744186] ; [370.6744186  91.3255814],1
p11,1,0.0,28.556667,[323 170] ; [376  89],[359.71503132 133.28496868] ; [339.28496868 125.71503132],1
p12,1,0.000546,11.951077,[ 23 468] ; [ 49 413],[ 37.09548793 453.90451207] ; [ 34.90451207 427.09548793],1
p1,1,0.000573,11.861951,[ 30 462] ; [ 58 404],[ 45.3836478 446.6163522] ; [ 42.6163522 419.3836478],1
b1,1,0.328474,0.954904,[203 290] ; [206 259],[210.47703549 282.52296451] ; [198.52296451 266.47703549],0
