Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,100.383954,[693  45] ; [271 104],[639.20215633  98.79784367] ; [324.79784367  50.20215633],1
p11,1,0.0,42.323277,[618 122] ; [256 129],[574.89777778 165.10222222] ; [299.10222222  85.89777778],1
n6,1,0.0,25.341638,[632 102] ; [283 100],[601.26230976 132.73769024] ; [313.73769024  69.26230976],1
r4,1,6e-06,20.402756,[664  76] ; [308  77],[639.36 100.64] ; [332.64  52.36],1
r3,1,7e-06,20.103775,[700  36] ; [335  47],[681.35957066  54.64042934] ; [353.64042934  28.35957066],1
p2,1,1.5e-05,18.691961,[629 107] ; [284  95],[602.66188341 133.33811659] ; [310.33811659  68.66188341],1
v4,1,0.000128,14.673531,[701  33] ; [342  40],[685.9874552  48.0125448] ; [357.0125448  24.9874552],1
r2,1,0.000351,12.777117,[689  42] ; [336  45],[673.80845324  57.19154676] ; [351.19154676  29.80845324],1
a7,1,0.000483,12.178549,[539 199] ; [241 142],[513.50579839 224.49420161] ; [266.49420161 116.50579839],1
v2,1,0.00444,8.094378,[408 302] ; [179 191],[385.89814815 324.10185185] ; [201.10185185 168.89814815],0
d3,1,0.004494,8.072736,[510 227] ; [232 150],[488.69883825 248.30116175] ; [253.30116175 128.69883825],0
a6,1,0.006825,7.318584,[503 235] ; [230 153],[482.56378234 255.43621766] ; [250.43621766 132.56378234],0
p8,1,0.00858,6.90821,[405 326] ; [177 199],[384.3197832 346.6802168] ; [197.6802168 178.3197832],0
a1,1,0.01559,5.848561,[ 32 708] ; [ 30 355],[ 40.78222222 699.21777778] ; [ 21.21777778 363.78222222],0
s6,1,0.016868,5.710052,[496 228] ; [228 144],[478.26277372 245.73722628] ; [245.73722628 126.26277372],0
d5,1,0.020524,5.366785,[601 136] ; [289  93],[586.17515639 150.82484361] ; [303.82484361  78.17515639],0
r1,1,0.02507,5.019043,[590 147] ; [285  99],[575.2676182 161.7323818] ; [299.7323818  84.2676182],0
d1,1,0.027887,4.835065,[437 303] ; [201 184],[419.66222222 320.33777778] ; [218.33777778 166.66222222],0
n1,1,0.046438,3.965627,[57 98] ; [48 49],[64.58333333 90.41666667] ; [40.41666667 56.58333333],0
p12,1,0.062411,3.472116,[ 64 673] ; [ 21 357],[ 56.1838565 680.8161435] ; [ 28.8161435 349.1838565],0
d4,1,0.077518,3.116186,[608 130] ; [298  84],[596.98928571 141.01071429] ; [309.01071429  72.98928571],0
v1,1,0.088869,2.894744,[398 324] ; [188 190],[384.62909091 337.37090909] ; [201.37090909 176.62909091],0
n2,1,0.093581,2.811665,[119  37] ; [66 33],[113.17647059  42.82352941] ; [71.82352941 27.17647059],0
n5,1,0.112863,2.513674,[571 164] ; [282 102],[560.28150134 174.71849866] ; [292.71849866  91.28150134],0
p4,1,0.126004,2.341052,[454 282] ; [217 164],[442.12712623 293.87287377] ; [228.87287377 152.12712623],0
s2,1,0.137033,2.210961,[387 347] ; [183 198],[375.22869955 358.77130045] ; [194.77130045 186.22869955],0
v3,1,0.161743,1.957851,[287 431] ; [134 242],[276.30530165 441.69469835] ; [144.69469835 231.30530165],0
s8,1,0.165698,1.921438,[340 396] ; [159 221],[329.08960573 406.91039427] ; [169.91039427 210.08960573],0
s5,1,0.168322,1.897829,[258 455] ; [118 251],[247.77079482 465.22920518] ; [128.22920518 240.77079482],0
s1,1,0.206845,1.593372,[ 22 710] ; [ 17 363],[ 25.67266187 706.32733813] ; [ 13.32733813 366.67266187],0
s7,1,0.217954,1.517793,[359 348] ; [167 190],[349.51315789 357.48684211] ; [176.48684211 180.51315789],0
p7,1,0.229732,1.442521,[480 240] ; [237 139],[471.02189781 248.97810219] ; [245.97810219 130.02189781],0
a5,1,0.274895,1.192157,[551 189] ; [275 110],[543.32444444 196.67555556] ; [282.67555556 102.32444444],0
b2,1,0.298632,1.080292,[162 273] ; [ 77 155],[155.86956522 279.13043478] ; [ 83.13043478 148.86956522],0
b3,1,0.298632,1.080292,[162 273] ; [ 77 155],[155.86956522 279.13043478] ; [ 83.13043478 148.86956522],0
u1,1,0.310544,1.028359,[127 613] ; [ 57 328],[121.03111111 618.96888889] ; [ 62.96888889 322.03111111],0
n4,1,0.316118,1.004939,[577 163] ; [290  95],[570.29333333 169.70666667] ; [296.70666667  88.29333333],0
d2,1,0.332857,0.937749,[347 390] ; [192 191],[354.68125 382.31875] ; [184.31875 198.68125],0
a4,1,0.355481,0.853793,[324 415] ; [179 204],[331.29857398 407.70142602] ; [171.70142602 211.29857398],0
u3,1,0.387543,0.746636,[122  86] ; [70 40],[125.58490566  82.41509434] ; [66.41509434 43.58490566],0
s3,1,0.392602,0.730867,[412 317] ; [204 175],[405.29241877 323.70758123] ; [210.70758123 168.29241877],0
s4,1,0.515589,0.422708,[131 602] ; [ 62 318],[127.10601977 605.89398023] ; [ 65.89398023 314.10601977],0
n3,1,0.552414,0.35301,[114  41] ; [68 29],[111.94444444  43.05555556] ; [70.05555556 26.94444444],0
b5,1,0.566477,0.328613,[436 304] ; [220 165],[431.50222222 308.49777778] ; [224.49777778 160.50222222],0
p5,1,0.708541,0.139738,[ 91 644] ; [ 44 335],[ 89.07091562 645.92908438] ; [ 45.92908438 333.07091562],0
p6,1,0.747755,0.103427,[275 456] ; [137 237],[272.55384615 458.44615385] ; [139.44615385 234.55384615],0
b4,1,0.753017,0.099014,[432 308] ; [221 164],[429.52888889 310.47111111] ; [223.47111111 161.52888889],0
p1,1,0.811489,0.056885,[ 67 670] ; [ 33 348],[ 65.92128801 671.07871199] ; [ 34.07871199 346.92128801],0
u2,1,0.825929,0.048368,[124  84] ; [63 45],[123.08860759  84.91139241] ; [63.91139241 44.08860759],0
a3,1,0.870701,0.026493,[530 208] ; [274 110],[528.8342246 209.1657754] ; [275.1657754 108.8342246],0
p3,1,0.928869,0.007969,[380 357] ; [197 183],[380.70635631 356.29364369] ; [196.29364369 183.70635631],0
a8,1,0.958359,0.002726,[ 88 592] ; [ 47 313],[ 88.26923077 591.73076923] ; [ 46.73076923 313.26923077],0
a2,1,0.990939,0.000129,[167 573] ; [ 87 298],[167.07555556 572.92444444] ; [ 86.92444444 298.07555556],0
