Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,52.919783,[44 59] ; [107  14],[69.43303571 33.56696429] ; [81.56696429 39.43303571],1
s2,1,0.000292,13.122876,[35 70] ; [70 52],[48.56828194 56.43171806] ; [56.43171806 65.56828194],1
s6,1,0.002413,9.205327,[51 55] ; [81 38],[62.18666667 43.81333333] ; [69.81333333 49.18666667],0
s7,1,0.002747,8.968602,[33 70] ; [59 54],[43.87037037 59.12962963] ; [48.12962963 64.87037037],0
s5,1,0.003307,8.630089,[24 79] ; [48 66],[34.17511521 68.82488479] ; [37.82488479 76.17511521],0
s8,1,0.009814,6.668408,[31 75] ; [56 66],[40.44736842 65.55263158] ; [46.55263158 75.44736842],0
s4,1,0.02757,4.854744,[13 92] ; [29 93],[19.42731278 85.57268722] ; [22.57268722 99.42731278],0
a7,1,0.034229,4.483249,[63 43] ; [88 33],[70.51101322 35.48898678] ; [80.48898678 40.51101322],0
d5,1,0.038818,4.268819,[73 34] ; [97 24],[79.78070175 27.21929825] ; [90.21929825 30.78070175],0
d3,1,0.058397,3.582324,[62 45] ; [84 36],[68.81938326 38.18061674] ; [77.18061674 42.81938326],0
p3,1,0.060557,3.522051,[29 78] ; [47 74],[35.66666667 71.33333333] ; [40.33333333 80.66666667],0
n5,1,0.0881,2.908758,[58 49] ; [79 42],[64.29385965 42.70614035] ; [72.70614035 48.29385965],0
s3,1,0.091159,2.853782,[45 60] ; [66 56],[51.34361233 53.65638767] ; [59.65638767 62.34361233],0
d1,1,0.107454,2.591276,[50 57] ; [70 52],[56.069869 50.930131] ; [63.930131 58.069869],0
a5,1,0.109237,2.565224,[60 47] ; [81 41],[65.88209607 41.11790393] ; [75.11790393 46.88209607],0
p4,1,0.11278,2.514833,[41 66] ; [59 62],[46.92982456 60.07017544] ; [53.07017544 67.92982456],0
a2,1,0.12537,2.348921,[16 91] ; [28 94],[20.55895197 86.44104803] ; [23.44104803 98.55895197],0
a3,1,0.12923,2.301732,[64 43] ; [84 37],[69.45614035 37.54385965] ; [78.54385965 42.45614035],0
r2,1,0.137927,2.20094,[94 12] ; [113   7],[97.08849558  8.91150442] ; [109.91150442  10.08849558],0
b1,1,0.172275,1.863032,[43 64] ; [60 62],[48.12663755 58.87336245] ; [54.87336245 67.12663755],0
r3,1,0.189481,1.721648,[97  9] ; [104  17],[93.85903084 12.14096916] ; [107.14096916  13.85903084],0
p6,1,0.194252,1.685068,[31 74] ; [46 76],[35.61674009 69.38325991] ; [41.38325991 80.61674009],0
v3,1,0.196085,1.671293,[30 76] ; [44 77],[34.55506608 71.44493392] ; [39.44493392 81.55506608],0
v1,1,0.206298,1.597216,[42 63] ; [59 63],[46.71806167 58.28193833] ; [54.28193833 67.71806167],0
b4,1,0.221224,1.496415,[69 38] ; [69 53],[64.48034934 42.51965066] ; [73.51965066 48.48034934],0
d4,1,0.228282,1.451532,[79 27] ; [99 23],[82.75438596 23.24561404] ; [95.24561404 26.75438596],0
p5,1,0.229232,1.445623,[  4 103] ; [  9 112],[  6.10087719 100.89912281] ; [  6.89912281 114.10087719],0
a8,1,0.229369,1.444772,[14 82] ; [10 99],[11.23902439 84.76097561] ; [12.76097561 96.23902439],0
p1,1,0.291439,1.112961,[  5 100] ; [ 10 111],[ 6.96902655 98.03097345] ; [  8.03097345 112.96902655],0
p7,1,0.302857,1.061569,[51 54] ; [66 53],[54.84375 50.15625] ; [62.15625 56.84375],0
v4,1,0.439347,0.597986,[95 12] ; [112  10],[96.72052402 10.27947598] ; [110.27947598  11.72052402],0
r1,1,0.47553,0.509098,[79 28] ; [95 27],[81.30131004 25.69868996] ; [92.69868996 29.30131004],0
p2,1,0.476894,0.505957,[76 31] ; [91 30],[78.37280702 28.62719298] ; [88.62719298 32.37280702],0
n6,1,0.48684,0.483504,[77 29] ; [92 28],[79.26548673 26.73451327] ; [89.73451327 30.26548673],0
s1,1,0.491217,0.47386,[  4 101] ; [  7 114],[ 5.11061947 99.88938053] ; [  5.88938053 115.11061947],0
u1,1,0.507586,0.43904,[15 92] ; [ 21 101],[16.8209607 90.1790393] ; [ 19.1790393 102.8209607],0
a4,1,0.546111,0.36433,[44 63] ; [55 67],[46.25764192 60.74235808] ; [52.74235808 69.25764192],0
v2,1,0.578861,0.30808,[49 55] ; [60 58],[51.06306306 52.93693694] ; [57.93693694 60.06306306],0
p12,1,0.603715,0.269429,[  3 103] ; [  5 117],[  3.71929825 102.28070175] ; [  4.28070175 117.71929825],0
d2,1,0.621197,0.244189,[53 53] ; [65 57],[54.85964912 51.14035088] ; [63.14035088 58.85964912],0
p8,1,0.683547,0.16616,[36 69] ; [45 77],[37.46696035 67.53303965] ; [43.53303965 78.46696035],0
n3,1,0.821486,0.050911,[28 10] ; [30 12],[27.55 10.45] ; [30.45 11.55],0
u2,1,0.881784,0.022114,[20 22] ; [17 20],[19.67088608 22.32911392] ; [17.32911392 19.67088608],0
n4,1,0.885731,0.020652,[72 35] ; [81 41],[71.48908297 35.51091703] ; [81.51091703 40.48908297],0
a6,1,0.896558,0.016903,[64 43] ; [74 48],[64.48034934 42.51965066] ; [73.51965066 48.48034934],0
a1,1,0.931029,0.007491,[  5 102] ; [  6 116],[  5.13973799 101.86026201] ; [  5.86026201 116.13973799],0
n1,1,0.932235,0.007231,[12 25] ; [14 28],[12.17721519 24.82278481] ; [13.82278481 28.17721519],0
n2,1,0.957395,0.002854,[28  9] ; [32 10],[28.10126582  8.89873418] ; [31.89873418 10.10126582],0
b5,1,0.959993,0.002516,[67 40] ; [76 46],[66.81659389 40.18340611] ; [76.18340611 45.81659389],0
r4,1,0.975189,0.000967,[87 20] ; [99 23],[86.90829694 20.09170306] ; [99.09170306 22.90829694],0
b2,1,0.980698,0.000585,[22 50] ; [17 39],[21.9375 50.0625] ; [17.0625 38.9375],0
b3,1,0.980698,0.000585,[22 50] ; [17 39],[21.9375 50.0625] ; [17.0625 38.9375],0
u3,1,0.981629,0.00053,[24 19] ; [20 16],[23.94936709 19.05063291] ; [20.05063291 15.94936709],0
