Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,103.877435,[413  64] ; [122 115],[357.41596639 119.58403361] ; [177.58403361  59.41596639],1
p9,1,0.0,98.862144,[431  46] ; [137  97],[381.06329114  95.93670886] ; [186.93670886  47.06329114],1
p2,1,0.0,63.297666,[418  62] ; [149  94],[376.43153527 103.56846473] ; [190.56846473  52.43153527],1
n6,1,0.0,63.218696,[427  51] ; [156  85],[387.58553547  90.41446453] ; [195.41446453  45.58553547],1
r3,1,0.0,63.037115,[468  14] ; [192  50],[439.39226519  42.60773481] ; [220.60773481  21.39226519],1
r4,1,0.0,45.652101,[440  45] ; [175  70],[408.59589041  76.40410959] ; [206.40410959  38.59589041],1
p8,1,0.0,38.291464,[256 218] ; [ 71 169],[217.08403361 256.91596639] ; [109.91596639 130.08403361],1
v4,1,0.0,33.648402,[461  19] ; [203  40],[440.82987552  39.17012448] ; [223.17012448  19.82987552],1
p7,1,4e-06,21.127442,[294 172] ; [107 131],[265.43465909 200.56534091] ; [135.56534091 102.43465909],1
p4,1,1.5e-05,18.791983,[282 196] ; [101 140],[254.62308762 223.37691238] ; [128.37691238 112.62308762],1
n4,1,1.5e-05,18.707591,[372 111] ; [150  93],[347.28099174 135.71900826] ; [174.71900826  68.28099174],1
n5,1,2.9e-05,17.498827,[358 119] ; [145  97],[333.70097357 143.29902643] ; [169.29902643  72.70097357],1
v2,1,4.8e-05,16.535715,[277 191] ; [101 134],[251.64153627 216.35846373] ; [126.35846373 108.64153627],1
p12,1,0.00048,12.192835,[ 46 433] ; [  6 236],[ 34.54646325 444.45353675] ; [ 17.45353675 224.54646325],1
v1,1,0.000511,12.074116,[256 214] ; [ 99 144],[234.0112202 235.9887798] ; [120.9887798 122.0112202],1
r2,1,0.00064,11.65661,[454  24] ; [211  29],[442.71587744  35.28412256] ; [222.28412256  17.71587744],1
r1,1,0.001067,10.70706,[385  98] ; [167  76],[367.23966942 115.76033058] ; [184.76033058  58.23966942],0
a6,1,0.001538,10.032602,[338 145] ; [142 102],[318.89958735 164.10041265] ; [161.10041265  82.89958735],0
s1,1,0.001896,9.647481,[ 12 463] ; [ 18 224],[ 19.87447699 455.12552301] ; [ 10.12552301 231.87447699],0
s6,1,0.002869,8.888926,[321 155] ; [134 105],[302.90909091 173.09090909] ; [152.09090909  86.90909091],0
s8,1,0.003668,8.441144,[204 277] ; [ 76 167],[186.02209945 294.97790055] ; [ 93.97790055 149.02209945],0
p3,1,0.008144,7.001479,[223 259] ; [ 87 155],[206.38121547 275.61878453] ; [103.61878453 138.38121547],0
a5,1,0.011405,6.401106,[345 139] ; [152  93],[329.96982167 154.03017833] ; [167.03017833  77.96982167],0
a1,1,0.025403,4.996208,[ 16 469] ; [ 17 228],[ 21.92465753 463.07534247] ; [ 11.07534247 233.92465753],0
n2,1,0.030944,4.65606,[82 24] ; [63 36],[74.97560976 31.02439024] ; [70.02439024 28.97560976],0
d4,1,0.031295,4.63669,[394  88] ; [182  61],[382.94068966  99.05931034] ; [193.05931034  49.94068966],0
a7,1,0.034663,4.461705,[360 123] ; [163  80],[347.94628099 135.05371901] ; [175.05371901  67.94628099],0
v3,1,0.035367,4.427361,[187 278] ; [ 75 159],[174.29184549 290.70815451] ; [ 87.70815451 146.29184549],0
d5,1,0.036211,4.387163,[393  91] ; [181  62],[382.14030261 101.85969739] ; [191.85969739  51.14030261],0
d1,1,0.03671,4.363793,[281 204] ; [122 123],[267.74657534 217.25342466] ; [135.25342466 109.74657534],0
