Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,113.294475,[341  75] ; [156 190],[271.32808399 144.67191601] ; [225.67191601 120.32808399],1
p4,1,0.0,61.23186,[312 110] ; [164 189],[259.18967742 162.81032258] ; [216.81032258 136.18967742],1
p3,1,0.0,59.793104,[273 149] ; [130 223],[219.44 202.56] ; [183.56 169.44],1
p6,1,0.0,48.912018,[210 210] ; [ 89 262],[162.87937743 257.12062257] ; [136.12062257 214.87937743],1
p2,1,0.0,34.048725,[388  33] ; [272  80],[359.45666235  61.54333765] ; [300.54333765  51.45666235],1
p5,1,0.0,30.26201,[ 81 341] ; [ 20 328],[ 55.35324675 366.64675325] ; [ 45.64675325 302.35324675],1
p11,1,0.0,29.039846,[376  47] ; [262  92],[347.32818533  75.67181467] ; [290.67181467  63.32818533],1
p10,1,0.00032,12.947946,[394  26] ; [304  49],[379.24967658  40.75032342] ; [318.75032342  34.24967658],1
p1,1,0.001319,10.316049,[ 52 368] ; [ 20 334],[ 39.06976744 380.93023256] ; [ 32.93023256 321.06976744],0
p12,1,0.005766,7.622156,[ 49 372] ; [ 21 333],[ 38.02580645 382.97419355] ; [ 31.97419355 322.02580645],0
b1,1,0.82983,0.046191,[151 272] ; [129 225],[152.43243243 270.56756757] ; [127.56756757 226.43243243],0
