Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.009075,6.807994,[389  88] ; [262  92],[373.67870036 103.32129964] ; [277.32129964  76.67870036],0
p7,1,0.027772,4.842157,[247 220] ; [156 190],[231.4895449 235.5104551] ; [171.5104551 174.4895449],0
p2,1,0.052042,3.774407,[392  82] ; [272  80],[381.03631961  92.96368039] ; [282.96368039  69.03631961],0
p10,1,0.141191,2.164932,[425  50] ; [304  49],[418.20652174  56.79347826] ; [310.79347826  42.20652174],0
p3,1,0.164952,1.928235,[198 278] ; [130 223],[188.33293124 287.66706876] ; [139.66706876 213.33293124],0
p5,1,0.237886,1.393081,[ 37 433] ; [ 20 328],[ 32.75061125 437.24938875] ; [ 24.24938875 323.75061125],0
b1,1,0.351959,0.866382,[159 318] ; [129 225],[165.31407942 311.68592058] ; [122.68592058 231.31407942],0
p4,1,0.53591,0.383173,[231 244] ; [164 189],[226.60024155 248.39975845] ; [168.39975845 184.60024155],0
p1,1,0.690285,0.158777,[ 30 445] ; [ 20 334],[ 28.64897467 446.35102533] ; [ 21.35102533 332.64897467],0
p12,1,0.923557,0.009207,[ 29 447] ; [ 21 333],[ 28.6746988 447.3253012] ; [ 21.3253012 332.6746988],0
