Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.001441,10.151964,[11 91] ; [3 2],[13.34579439 88.65420561] ; [0.65420561 4.34579439],0
a1,1,0.005734,7.632006,[  4 113] ; [2 6],[  5.616 111.384] ; [0.384 7.616],0
s8,1,0.010394,6.5661,[36 81] ; [6 2],[39.312 77.688] ; [2.688 5.312],0
s7,1,0.026191,4.943362,[39 71] ; [6 2],[41.94915254 68.05084746] ; [3.05084746 4.94915254],0
b2,1,0.036434,4.376658,[21 37] ; [6 2],[23.72727273 34.27272727] ; [3.27272727 4.72727273],0
b3,1,0.036434,4.376658,[21 37] ; [6 2],[23.72727273 34.27272727] ; [3.27272727 4.72727273],0
v3,1,0.043271,4.084798,[37 73] ; [5 2],[39.48717949 70.51282051] ; [2.51282051 4.48717949],0
p12,1,0.055035,3.681011,[  2 114] ; [1 7],[  2.80645161 113.19354839] ; [0.19354839 7.80645161],0
p4,1,0.059436,3.553061,[47 68] ; [6 2],[49.55284553 65.44715447] ; [3.44715447 4.55284553],0
p5,1,0.060939,3.511655,[  9 107] ; [2 5],[ 10.37398374 105.62601626] ; [0.62601626 6.37398374],0
p7,1,0.101949,2.67479,[51 62] ; [6 2],[53.23140496 59.76859504] ; [3.76859504 4.23140496],0
a2,1,0.10215,2.671658,[28 89] ; [4 4],[29.952 87.048] ; [2.048 5.952],0
d2,1,0.103517,2.6505,[53 64] ; [6 2],[55.224 61.776] ; [3.776 4.224],0
p10,1,0.115363,2.479167,[62 50] ; [6 1],[64. 48.] ; [4. 3.],0
s3,1,0.16403,1.936677,[57 58] ; [6 2],[58.90243902 56.09756098] ; [4.09756098 3.90243902],0
p2,1,0.164666,1.930848,[74 43] ; [7 1],[75.816 41.184] ; [5.184 2.816],0
n4,1,0.169635,1.886165,[68 46] ; [6 1],[69.71900826 44.28099174] ; [4.28099174 2.71900826],0
u1,1,0.174362,1.845031,[21 96] ; [3 5],[22.464 94.536] ; [1.536 6.464],0
a4,1,0.222956,1.485245,[47 69] ; [5 3],[48.64516129 67.35483871] ; [3.35483871 4.64516129],0
v2,1,0.261503,1.260781,[54 55] ; [5 2],[55.43965517 53.56034483] ; [3.56034483 3.43965517],0
d1,1,0.263129,1.25222,[64 53] ; [6 2],[65.52 51.48] ; [4.48 3.52],0
p3,1,0.267046,1.231856,[36 80] ; [4 4],[37.41935484 78.58064516] ; [2.58064516 5.41935484],0
s2,1,0.298075,1.082788,[51 66] ; [5 3],[52.416 64.584] ; [3.584 4.416],0
d3,1,0.312861,1.018561,[83 34] ; [7 1],[84.24 32.76] ; [5.76 2.24],0
r1,1,0.4267,0.631788,[82 32] ; [6 1],[82.90909091 31.09090909] ; [5.09090909 1.90909091],0
d5,1,0.431157,0.619705,[88 29] ; [7 1],[88.92 28.08] ; [6.08 1.92],0
s5,1,0.46496,0.533929,[28 81] ; [3 5],[28.88034188 80.11965812] ; [2.11965812 5.88034188],0
p8,1,0.477904,0.503642,[43 72] ; [4 4],[43.94308943 71.05691057] ; [3.05691057 4.94308943],0
d4,1,0.487554,0.48192,[90 27] ; [7 1],[90.792 26.208] ; [6.208 1.792],0
p6,1,0.529653,0.395056,[31 83] ; [3 5],[31.7704918 82.2295082] ; [2.2295082 5.7704918],0
b5,1,0.532379,0.389849,[75 42] ; [6 2],[75.816 41.184] ; [5.184 2.816],0
b4,1,0.60185,0.272215,[62 55] ; [5 3],[62.712 54.288] ; [4.288 3.712],0
a6,1,0.62717,0.235918,[78 39] ; [6 2],[78.624 38.376] ; [5.376 2.624],0
a7,1,0.957018,0.002905,[86 30] ; [6 2],[86.06451613 29.93548387] ; [5.93548387 2.06451613],0
