Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1.2e-05,19.107466,[41  6] ; [184 159],[27.11538462 19.88461538] ; [197.88461538 145.11538462],1
p8,1,0.000119,14.805371,[35 12] ; [151 188],[22.64766839 24.35233161] ; [163.35233161 175.64766839],1
p1,1,0.000486,12.170199,[11 37] ; [ 25 316],[ 4.44215938 43.55784062] ; [ 31.55784062 309.44215938],1
p9,1,0.002224,9.35449,[43  4] ; [237 100],[34.27083333 12.72916667] ; [245.72916667  91.27083333],0
p3,1,0.002565,9.093302,[35 13] ; [170 172],[25.23076923 22.76923077] ; [179.76923077 162.23076923],0
p11,1,0.003923,8.319083,[41  7] ; [222 122],[32.20408163 15.79591837] ; [230.79591837 113.20408163],0
p12,1,0.010095,6.61804,[ 7 41] ; [ 17 322],[ 2.97674419 45.02325581] ; [ 21.02325581 317.97674419],0
p10,1,0.010789,6.499739,[41  6] ; [235 104],[33.60621762 13.39378238] ; [242.39378238  96.60621762],0
p6,1,0.013972,6.041689,[25 21] ; [120 217],[17.4151436 28.5848564] ; [127.5848564 209.4151436],0
p7,1,0.047815,3.916484,[35 11] ; [207 132],[28.91428571 17.08571429] ; [213.08571429 125.91428571],0
p2,1,0.089677,2.880159,[40  7] ; [252  90],[35.28020566 11.71979434] ; [256.71979434  85.28020566],0
