Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,196.555148,[304  49] ; [ 24 104],[240.71517672 112.28482328] ; [87.28482328 40.71517672],1
p2,1,0.0,42.889567,[272  80] ; [60 70],[242.45643154 109.54356846] ; [89.54356846 40.45643154],1
p11,1,0.0,34.885217,[262  92] ; [59 71],[234.78099174 119.21900826] ; [86.21900826 43.78099174],1
p4,1,0.000136,14.558182,[164 189] ; [35 94],[145.7406639 207.2593361] ; [53.2593361 75.7406639],1
b1,1,0.000562,11.897778,[129 225] ; [70 60],[145.54958678 208.45041322] ; [53.45041322 76.54958678],1
p6,1,0.001358,10.262415,[ 89 262] ; [ 15 113],[ 76.20876827 274.79123173] ; [ 27.79123173 100.20876827],0
p7,1,0.002468,9.164341,[156 190] ; [38 90],[141.61181435 204.38818565] ; [52.38818565 75.61181435],0
p3,1,0.008363,6.954113,[130 223] ; [31 98],[117.91078838 235.08921162] ; [43.08921162 85.91078838],0
p12,1,0.045425,4.002789,[ 21 333] ; [  2 127],[ 16.85714286 337.14285714] ; [  6.14285714 122.85714286],0
p5,1,0.117939,2.444473,[ 20 328] ; [  3 127],[ 16.74476987 331.25523013] ; [  6.25523013 123.74476987],0
p1,1,0.397044,0.717261,[ 20 334] ; [ 10 119],[ 21.98757764 332.01242236] ; [  8.01242236 120.98757764],0
