Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.503923,0.446665,[134 217] ; [120 216],[129.77292576 221.22707424] ; [124.22707424 211.77292576],0
p7,1,0.569125,0.324149,[132 209] ; [117 203],[128.45537065 212.54462935] ; [120.54462935 199.45537065],0
p12,1,0.749441,0.102001,[ 14 334] ; [ 15 317],[ 14.84117647 333.15882353] ; [ 14.15882353 317.84117647],0
p11,1,0.752509,0.099435,[239 112] ; [225 111],[237.06550218 113.93449782] ; [226.93449782 109.06550218],0
p10,1,0.761861,0.091832,[232 115] ; [217 113],[230.13737075 116.86262925] ; [218.86262925 111.13737075],0
p2,1,0.798729,0.065021,[227 122] ; [221 114],[228.58479532 120.41520468] ; [219.41520468 115.58479532],0
p1,1,0.802482,0.062568,[ 16 332] ; [ 14 319],[ 15.33039648 332.66960352] ; [ 14.66960352 318.33039648],0
p8,1,0.866056,0.028449,[ 98 249] ; [ 91 238],[ 97.01627219 249.98372781] ; [ 91.98372781 237.01627219],0
p5,1,0.905148,0.014199,[ 11 337] ; [ 10 323],[ 10.73127753 337.26872247] ; [ 10.26872247 322.73127753],0
p9,1,0.963567,0.002086,[244  96] ; [232  92],[243.73493976  96.26506024] ; [232.26506024  91.73493976],0
