Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,5e-06,20.940764,[45 77] ; [370 253],[67.95973154 54.04026846] ; [347.04026846 275.95973154],1
p2,1,0.000471,12.227379,[91 30] ; [550  79],[103.41466667  17.58533333] ; [537.58533333  91.41466667],1
p4,1,0.000928,10.966603,[59 62] ; [407 222],[75.18133333 45.81866667] ; [390.81866667 238.18133333],1
p3,1,0.001481,10.102062,[47 74] ; [344 286],[62.99733688 58.00266312] ; [328.00266312 301.99733688],0
b1,1,0.002343,9.259505,[60 62] ; [219 413],[45.14323607 76.85676393] ; [233.85676393 398.14323607],0
p7,1,0.00427,8.165265,[66 53] ; [424 191],[79.44141689 39.55858311] ; [410.55858311 204.44141689],0
p9,1,0.004681,7.998553,[107  14] ; [600  31],[113.75930851   7.24069149] ; [593.24069149  37.75930851],0
p12,1,0.037115,4.345131,[  5 117] ; [ 63 566],[ 11.04660453 110.95339547] ; [ 56.95339547 572.04660453],0
p5,1,0.047967,3.911147,[  9 112] ; [ 88 539],[ 15.69117647 105.30882353] ; [ 81.30882353 545.69117647],0
p1,1,0.701063,0.147368,[ 10 111] ; [ 59 571],[ 11.1171771 109.8828229] ; [ 57.8828229 572.1171771],0
p6,1,0.944119,0.004913,[46 76] ; [237 386],[46.34362416 75.65637584] ; [236.65637584 386.34362416],0
