Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,179.280421,[327  31] ; [51 97],[267.43873518  90.56126482] ; [110.56126482  37.43873518],1
p11,1,0.0,43.274364,[286  74] ; [78 76],[254.94163424 105.05836576] ; [109.05836576  44.94163424],1
p2,1,0.0,40.251508,[291  68] ; [83 71],[261.72709552  97.27290448] ; [112.27290448  41.72709552],1
p7,1,0.000134,14.584572,[183 162] ; [52 99],[163.45766129 181.54233871] ; [71.54233871 79.45766129],1
p8,1,0.00022,13.650395,[145 208] ; [ 36 115],[126.7718254 226.2281746] ; [54.2281746 96.7718254],1
b1,1,0.004376,8.120835,[114 246] ; [69 85],[128.17120623 231.82879377] ; [54.82879377 99.17120623],0
p4,1,0.004643,8.013468,[140 217] ; [ 40 113],[126. 231.] ; [54. 99.],0
p5,1,0.017906,5.605289,[ 22 336] ; [  2 151],[ 16.81409002 341.18590998] ; [  7.18590998 145.81409002],0
p6,1,0.103492,2.650882,[ 89 266] ; [ 28 124],[ 81.92307692 273.07692308] ; [ 35.07692308 116.92307692],0
p12,1,0.22035,1.502091,[ 18 341] ; [  4 149],[ 15.42578125 343.57421875] ; [  6.57421875 146.42578125],0
p1,1,0.795258,0.067335,[ 17 343] ; [  8 144],[ 17.578125 342.421875] ; [  7.421875 144.578125],0
