Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,33.469036,[62 50] ; [219  43],[84.14973262 27.85026738] ; [196.85026738  65.14973262],1
p3,1,1e-06,23.7176,[36 80] ; [153 110],[57.8469657 58.1530343] ; [131.1530343 131.8469657],1
p7,1,1e-06,23.455459,[51 62] ; [185  74],[71.68817204 41.31182796] ; [164.31182796  94.68817204],1
n4,1,6e-06,20.467836,[68 46] ; [217  49],[85.5 28.5] ; [199.5  66.5],1
n5,1,1.4e-05,18.822788,[67 48] ; [212  54],[84.21259843 30.78740157] ; [194.78740157  71.21259843],1
p4,1,2.9e-05,17.507978,[47 68] ; [169  95],[65.5408971 49.4591029] ; [150.4591029 113.5408971],1
p8,1,7e-05,15.801983,[43 72] ; [155 105],[60.72 54.28] ; [137.28 122.72],1
p2,1,0.000104,15.059657,[74 43] ; [214  48],[88.90765172 28.09234828] ; [199.09234828  62.90765172],1
p9,1,0.000355,12.752783,[74 38] ; [217  45],[87.14438503 24.85561497] ; [203.85561497  58.14438503],1
s8,1,0.001816,9.726369,[36 81] ; [126 137],[49.87894737 67.12105263] ; [112.12105263 150.87894737],0
r3,1,0.002043,9.510049,[98 17] ; [249  14],[105.56878307   9.43121693] ; [241.43121693  21.56878307],0
u3,1,0.002368,9.239737,[16 29] ; [44 24],[23.89380531 21.10619469] ; [36.10619469 31.89380531],0
p6,1,0.005058,7.858556,[31 83] ; [110 149],[43.09383378 70.90616622] ; [ 97.90616622 161.09383378],0
u2,1,0.006021,7.54401,[17 28] ; [43 24],[24.10714286 20.89285714] ; [35.89285714 31.10714286],0
a5,1,0.008394,6.947413,[75 42] ; [205  61],[85.53524804 31.46475196] ; [194.46475196  71.53524804],0
n6,1,0.009767,6.676939,[78 37] ; [213  53],[87.83464567 27.16535433] ; [203.16535433  62.83464567],0
v1,1,0.017458,5.649691,[48 67] ; [141 115],[58.58490566 56.41509434] ; [130.41509434 125.58490566],0
r4,1,0.019221,5.481269,[91 26] ; [232  34],[98.67101828 18.32898172] ; [224.32898172  41.67101828],0
a3,1,0.019533,5.453115,[71 42] ; [198  67],[80.41534392 32.58465608] ; [188.58465608  76.41534392],0
v4,1,0.019683,5.439751,[100  16] ; [246  17],[105.89973615  10.10026385] ; [240.10026385  22.89973615],0
s7,1,0.020431,5.374724,[39 71] ; [123 130],[49.09090909 60.90909091] ; [112.90909091 140.09090909],0
p12,1,0.023189,5.154318,[  2 114] ; [ 20 241],[  6.76923077 109.23076923] ; [ 15.23076923 245.76923077],0
p5,1,0.037886,4.310145,[  9 107] ; [ 41 222],[ 15.30343008 100.69656992] ; [ 34.69656992 228.30343008],0
n1,1,0.04196,4.136814,[15 29] ; [26 21],[19.82417582 24.17582418] ; [21.17582418 25.82417582],0
a7,1,0.056054,3.650462,[86 30] ; [170  95],[77.94225722 38.05774278] ; [178.05774278  86.94225722],0
s1,1,0.064336,3.421934,[  9 106] ; [  9 254],[  5.47619048 109.52380952] ; [ 12.52380952 250.47619048],0
s4,1,0.080894,3.046852,[25 92] ; [ 37 224],[19.19047619 97.80952381] ; [ 42.80952381 218.19047619],0
s6,1,0.087971,2.911114,[62 53] ; [162  94],[69.43396226 45.56603774] ; [154.56603774 101.43396226],0
b5,1,0.106476,2.605755,[75 42] ; [147 119],[67.81723238 49.18276762] ; [154.18276762 111.81723238],0
a4,1,0.108423,2.577052,[47 69] ; [131 134],[54.19422572 61.80577428] ; [123.80577428 141.19422572],0
s3,1,0.126203,2.338599,[57 58] ; [151 109],[63.78666667 51.21333333] ; [144.21333333 115.78666667],0
d3,1,0.139917,2.178873,[83 34] ; [168  98],[76.67624021 40.32375979] ; [174.32375979  91.67624021],0
r1,1,0.147624,2.09663,[82 32] ; [208  56],[87.46031746 26.53968254] ; [202.53968254  61.46031746],0
u4,1,0.151552,2.056559,[  1 116] ; [  9 256],[  3.06282723 113.93717277] ; [  6.93717277 258.06282723],0
n3,1,0.155634,2.016143,[26 17] ; [35 12],[29.14444444 13.85555556] ; [31.85555556 15.14444444],0
a1,1,0.157664,1.996493,[  4 113] ; [ 19 247],[  7.02610966 109.97389034] ; [ 15.97389034 250.02610966],0
s2,1,0.196756,1.666288,[51 66] ; [133 129],[56.80211082 60.19788918] ; [127.19788918 134.80211082],0
s5,1,0.257756,1.280769,[28 81] ; [ 80 173],[32.51933702 76.48066298] ; [ 75.48066298 177.51933702],0
d4,1,0.300661,1.071262,[90 27] ; [216  49],[93.72251309 23.27748691] ; [212.27748691  52.72251309],0
d2,1,0.325499,0.966724,[53 64] ; [135 131],[57.4308094 59.5691906] ; [130.5691906 135.4308094],0
v3,1,0.338554,0.915898,[37 73] ; [100 157],[41.0626703 68.9373297] ; [ 95.9373297 161.0626703],0
v2,1,0.358512,0.843097,[54 55] ; [137 113],[57.99164345 51.00835655] ; [133.00835655 116.99164345],0
a8,1,0.40229,0.70147,[11 91] ; [ 35 213],[13.40571429 88.59428571] ; [ 32.59428571 215.40571429],0
b4,1,0.451051,0.56801,[62 55] ; [152 114],[65.37336815 51.62663185] ; [148.62663185 117.37336815],0
r2,1,0.508141,0.437894,[105   8] ; [238  24],[103.35733333   9.64266667] ; [239.64266667  22.35733333],0
d1,1,0.608229,0.262762,[64 53] ; [153 113],[66.28981723 50.71018277] ; [150.71018277 115.28981723],0
p1,1,0.610254,0.259806,[  8 109] ; [ 22 241],[  9.23684211 107.76315789] ; [ 20.76315789 242.23684211],0
n2,1,0.668912,0.182877,[31 14] ; [35 13],[31.93548387 13.06451613] ; [34.06451613 13.93548387],0
d5,1,0.707498,0.140789,[88 29] ; [204  61],[89.43455497 27.56544503] ; [202.56544503  62.43455497],0
a6,1,0.792856,0.068961,[78 39] ; [173  92],[76.87696335 40.12303665] ; [174.12303665  90.87696335],0
a2,1,0.793143,0.068765,[28 89] ; [ 67 199],[29.02088773 87.97911227] ; [ 65.97911227 200.02088773],0
u1,1,0.876403,0.02419,[21 96] ; [ 46 220],[20.46736292 96.53263708] ; [ 46.53263708 219.46736292],0
b3,1,0.891212,0.018706,[21 37] ; [ 64 108],[21.43478261 36.56521739] ; [ 63.56521739 108.43478261],0
b2,1,0.891212,0.018706,[21 37] ; [ 64 108],[21.43478261 36.56521739] ; [ 63.56521739 108.43478261],0
