Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.001119,10.619759,[258  91] ; [274 161],[236.82142857 112.17857143] ; [295.17857143 139.82142857],0
p6,1,0.016469,5.752084,[200 148] ; [210 220],[183.3933162 164.6066838] ; [226.6066838 203.3933162],0
p5,1,0.15742,1.998835,[ 75 275] ; [ 76 360],[ 67.23918575 282.76081425] ; [ 83.76081425 352.23918575],0
p7,1,0.301503,1.067536,[299  49] ; [357  72],[293.80694981  54.19305019] ; [362.19305019  66.80694981],0
p12,1,0.347071,0.884136,[ 43 307] ; [ 44 389],[ 38.88888889 311.11111111] ; [ 48.11111111 384.88888889],0
b1,1,0.606036,0.265988,[142 208] ; [169 267],[138.48600509 211.51399491] ; [172.51399491 263.48600509],0
p1,1,0.779174,0.078622,[ 44 304] ; [ 52 382],[ 42.72122762 305.27877238] ; [ 53.27877238 380.72122762],0
p10,1,0.794753,0.067674,[309  39] ; [381  51],[307.84615385  40.15384615] ; [382.15384615  49.84615385],0
p9,1,0.849451,0.036031,[312  37] ; [388  44],[312.80409731  36.19590269] ; [387.19590269  44.80409731],0
p11,1,0.928554,0.00804,[305  45] ; [379  57],[304.58015267  45.41984733] ; [379.41984733  56.58015267],0
