Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,5e-06,20.755107,[371 118] ; [170 112],[343.12451362 145.87548638] ; [197.87548638  84.12451362],1
p8,1,0.000221,13.643411,[325 165] ; [148 132],[301. 189.] ; [172. 108.],1
p9,1,0.008057,7.020752,[436  54] ; [231  50],[423.90402075  66.09597925] ; [243.09597925  37.90402075],0
p5,1,0.018404,5.557259,[ 84 408] ; [ 30 248],[ 72.84155844 419.15844156] ; [ 41.15844156 236.84155844],0
p10,1,0.024966,5.026249,[425  63] ; [227  53],[414.29166667  73.70833333] ; [237.70833333  42.29166667],0
p12,1,0.04659,3.96012,[ 48 445] ; [ 16 267],[ 40.65979381 452.34020619] ; [ 23.34020619 259.65979381],0
p3,1,0.050037,3.840225,[336 156] ; [173 109],[323.5503876 168.4496124] ; [185.4496124  96.5503876],0
p11,1,0.110288,2.550092,[408  85] ; [221  62],[399.60953608  93.39046392] ; [229.39046392  53.60953608],0
p1,1,0.111261,2.536215,[ 56 436] ; [ 22 260],[ 49.58139535 442.41860465] ; [ 28.41860465 253.58139535],0
b1,1,0.518287,0.417301,[198 295] ; [107 176],[193.7693299 299.2306701] ; [111.2306701 171.7693299],0
