Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,97.572367,[386  74] ; [76 94],[337.33333333 122.66666667] ; [124.66666667  45.33333333],1
p9,1,0.0,72.856244,[389  68] ; [88 80],[348.7824 108.2176] ; [128.2176  39.7824],1
p2,1,0.0,47.269932,[376  85] ; [96 79],[342.12578616 118.87421384] ; [129.87421384  45.12578616],1
p8,1,1e-06,23.770955,[206 250] ; [ 42 133],[179.22028526 276.77971474] ; [ 68.77971474 106.22028526],1
b1,1,2e-06,23.132766,[149 314] ; [93 83],[175.3458529 287.6541471] ; [ 66.6541471 109.3458529],1
p7,1,2.2e-05,18.029124,[242 209] ; [ 60 113],[218.2724359 232.7275641] ; [83.7275641 89.2724359],1
p3,1,0.001206,10.481086,[191 271] ; [ 48 127],[173.34065934 288.65934066] ; [ 65.65934066 109.34065934],0
p4,1,0.005028,7.869315,[221 239] ; [ 62 112],[205.33123028 254.66876972] ; [77.66876972 96.33123028],0
p12,1,0.027441,4.862879,[ 27 433] ; [  3 172],[ 21.73228346 438.26771654] ; [  8.26771654 166.73228346],0
p5,1,0.356208,0.851219,[ 33 424] ; [  9 165],[ 30.41838352 426.58161648] ; [ 11.58161648 162.41838352],0
p1,1,0.418572,0.654322,[ 26 433] ; [ 13 163],[ 28.19055118 430.80944882] ; [ 10.80944882 165.19055118],0
