Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,60.265056,[282  67] ; [119 117],[239.22905983 109.77094017] ; [161.77094017  74.22905983],1
p8,1,0.0,29.130431,[261  86] ; [125 108],[230.93448276 116.06551724] ; [155.06551724  77.93448276],1
p5,1,3e-06,22.10188,[ 69 279] ; [ 14 221],[ 49.54373928 298.45626072] ; [ 33.45626072 201.54373928],1
p6,1,1.6e-05,18.556633,[190 154] ; [ 87 148],[164.57340242 179.42659758] ; [112.42659758 122.57340242],1
p9,1,0.000465,12.249128,[312  35] ; [187  48],[297.5137457  49.4862543] ; [201.4862543  33.5137457],1
p12,1,0.000846,11.137072,[ 38 309] ; [  8 229],[ 27.33219178 319.66780822] ; [ 18.66780822 218.33219178],1
p10,1,0.000864,11.097433,[306  41] ; [183  52],[291.55154639  55.44845361] ; [197.44845361  37.55154639],1
p1,1,0.007385,7.176931,[ 40 307] ; [ 12 224],[ 30.95025729 316.04974271] ; [ 21.04974271 214.95025729],0
p11,1,0.053762,3.720074,[293  56] ; [184  53],[284.08361775  64.91638225] ; [192.91638225  44.08361775],0
p2,1,0.10364,2.648615,[317  31] ; [205  31],[311.05479452  36.94520548] ; [210.94520548  25.05479452],0
b1,1,0.129273,2.301212,[153 196] ; [ 89 148],[144.12627986 204.87372014] ; [ 97.87372014 139.12627986],0
