Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,44.951703,[306  66] ; [72 64],[276.80314961  95.19685039] ; [101.19685039  34.80314961],1
p7,1,0.0,43.918343,[205 161] ; [ 31 105],[172.06374502 193.93625498] ; [63.93625498 72.06374502],1
p11,1,0.0,41.433185,[296  84] ; [70 73],[265.92734226 114.07265774] ; [100.07265774  42.92734226],1
p10,1,0.0,40.251508,[291  83] ; [68 71],[261.72709552 112.27290448] ; [97.27290448 41.72709552],1
p8,1,0.0,35.319285,[161 208] ; [ 22 120],[132.14677104 236.85322896] ; [50.85322896 91.14677104],1
p4,1,1e-06,23.281644,[156 221] ; [ 26 114],[132.71566731 244.28433269] ; [49.28433269 90.71566731],1
b1,1,8.7e-05,15.391498,[116 264] ; [70 73],[135.14340344 244.85659656] ; [50.85659656 92.14340344],1
p6,1,0.000319,12.954691,[101 273] ; [ 17 124],[ 85.69320388 288.30679612] ; [ 32.30679612 108.69320388],1
p1,1,0.042099,4.13122,[ 15 363] ; [ 12 131],[ 19.58925144 358.41074856] ; [  7.41074856 135.58925144],0
p12,1,0.336161,0.925017,[ 14 362] ; [  8 134],[ 15.96911197 360.03088803] ; [  6.03088803 135.96911197],0
p5,1,0.804354,0.061363,[ 17 362] ; [  7 133],[ 17.52601156 361.47398844] ; [  6.47398844 133.52601156],0
