Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.003429,8.56408,[3 2] ; [ 81 500],[0.71672355 4.28327645] ; [ 83.28327645 497.71672355],0
a1,1,0.009004,6.822119,[2 6] ; [ 30 602],[0.4 7.6] ; [ 31.6 600.4],0
b2,1,0.045699,3.992643,[6 2] ; [157 236],[3.25187032 4.74812968] ; [159.74812968 233.25187032],0
b3,1,0.045699,3.992643,[6 2] ; [157 236],[3.25187032 4.74812968] ; [159.74812968 233.25187032],0
a2,1,0.079137,3.082535,[4 4] ; [148 484],[1.9 6.1] ; [150.1 481.9],0
v3,1,0.109436,2.56235,[5 2] ; [251 355],[2.9233279 4.0766721] ; [253.0766721 352.9233279],0
d2,1,0.111566,2.531902,[6 2] ; [294 335],[3.76766091 4.23233909] ; [296.23233909 332.76766091],0
s8,1,0.116789,2.459859,[6 2] ; [296 332],[3.79874214 4.20125786] ; [298.20125786 329.79874214],0
u1,1,0.147627,2.096601,[3 5] ; [112 520],[1.4375 6.5625] ; [113.5625 518.4375],0
s7,1,0.179963,1.79793,[6 2] ; [311 297],[4.11688312 3.88311688] ; [312.88311688 295.11688312],0
d3,1,0.268919,1.222254,[7 1] ; [438 193],[5.57120501 2.42879499] ; [439.42879499 191.57120501],0
p5,1,0.273133,1.200946,[2 5] ; [ 88 539],[0.99369085 6.00630915] ; [ 89.00630915 537.99369085],0
a4,1,0.305403,1.05045,[5 3] ; [280 351],[3.56807512 4.43192488] ; [281.43192488 349.56807512],0
s3,1,0.325823,0.965429,[6 2] ; [358 262],[4.63694268 3.36305732] ; [359.36305732 260.63694268],0
b5,1,0.343109,0.898782,[6 2] ; [369 263],[4.6875 3.3125] ; [370.3125 261.6875],0
d1,1,0.392848,0.730109,[6 2] ; [380 252],[4.825 3.175] ; [381.175 250.825],0
v2,1,0.510455,0.433135,[5 2] ; [356 246],[4.14942529 2.85057471] ; [356.85057471 245.14942529],0
p4,1,0.544554,0.367164,[6 2] ; [407 222],[5.18681319 2.81318681] ; [407.81318681 221.18681319],0
s2,1,0.572761,0.318085,[5 3] ; [328 297],[4.20853081 3.79146919] ; [328.79146919 296.20853081],0
p8,1,0.591187,0.288495,[4 4] ; [370 253],[4.74167987 3.25832013] ; [369.25832013 253.74167987],0
d5,1,0.682456,0.167374,[7 1] ; [516 114],[6.55799373 1.44200627] ; [516.44200627 113.55799373],0
p7,1,0.712799,0.135497,[6 2] ; [424 191],[5.52166934 2.47833066] ; [424.47833066 190.52166934],0
n4,1,0.723452,0.125209,[6 1] ; [508 124],[5.63067293 1.36932707] ; [508.36932707 123.63067293],0
r1,1,0.732142,0.117154,[6 1] ; [506 122],[5.64409449 1.35590551] ; [506.35590551 121.64409449],0
d4,1,0.736804,0.112956,[7 1] ; [523 107],[6.64576803 1.35423197] ; [523.35423197 106.64576803],0
a6,1,0.751912,0.099931,[6 2] ; [440 190],[5.59247649 2.40752351] ; [440.40752351 189.59247649],0
p3,1,0.794993,0.067513,[4 4] ; [344 286],[4.36363636 3.63636364] ; [343.63636364 286.36363636],0
p12,1,0.816349,0.053937,[1 7] ; [ 63 566],[0.80376766 7.19623234] ; [ 63.19623234 565.80376766],0
b4,1,0.821416,0.050951,[5 3] ; [370 262],[4.6875 3.3125] ; [370.3125 261.6875],0
s5,1,0.886802,0.020264,[3 5] ; [214 396],[2.80906149 5.19093851] ; [214.19093851 395.80906149],0
a7,1,0.902087,0.015135,[6 2] ; [461 170],[5.84663537 2.15336463] ; [461.15336463 169.84663537],0
p6,1,0.974981,0.000984,[3 5] ; [237 386],[3.04278922 4.95721078] ; [236.95721078 386.04278922],0
p2,1,0.995966,2.6e-05,[7 1] ; [550  79],[6.99529042 1.00470958] ; [550.00470958  78.99529042],0
