Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.002023,9.528896,[294 335] ; [11  1],[299.29017161 329.70982839] ; [5.70982839 6.29017161],0
p2,1,0.003077,8.760961,[550  79] ; [7 5],[546.5725429  82.4274571] ; [10.4274571  1.5725429],0
s2,1,0.007043,7.262086,[328 297] ; [11  1],[332.61381476 292.38618524] ; [6.38618524 5.61381476],0
s8,1,0.012892,6.183864,[296 332] ; [10  2],[300.2625 327.7375] ; [5.7375 6.2625],0
b2,1,0.015016,5.91454,[157 236] ; [9 3],[161.08148148 231.91851852] ; [4.91851852 7.08148148],0
b3,1,0.015016,5.91454,[157 236] ; [9 3],[161.08148148 231.91851852] ; [4.91851852 7.08148148],0
s3,1,0.018206,5.576231,[358 262] ; [11  1],[361.99367089 258.00632911] ; [7.00632911 4.99367089],0
s7,1,0.027151,4.881203,[311 297] ; [10  2],[314.78709677 293.21290323] ; [6.21290323 5.78709677],0
a2,1,0.03247,4.573533,[148 484] ; [6 6],[151.13043478 480.86956522] ; [2.86956522 9.13043478],0
u1,1,0.033078,4.541745,[112 520] ; [5 7],[114.81987578 517.18012422] ; [2.18012422 9.81987578],0
a4,1,0.034621,4.463759,[280 351] ; [9 3],[283.60653188 347.39346812] ; [5.39346812 6.60653188],0
p12,1,0.090669,2.862461,[ 63 566] ; [3 9],[ 64.76443058 564.23556942] ; [ 1.23556942 10.76443058],0
p7,1,0.096371,2.76459,[424 191] ; [5 6],[421.46166134 193.53833866] ; [7.53833866 3.46166134],0
n1,1,0.143795,2.136865,[44 70] ; [3 1],[45.40677966 68.59322034] ; [1.59322034 2.40677966],0
p6,1,0.152322,2.048845,[237 386] ; [7 5],[239.38897638 383.61102362] ; [4.61102362 7.38897638],0
s1,1,0.219014,1.510822,[ 16 609] ; [ 1 11],[ 16.67974882 608.32025118] ; [ 0.32025118 11.67974882],0
b4,1,0.240239,1.379189,[370 262] ; [5 7],[368.01242236 263.98757764] ; [6.98757764 5.01242236],0
n2,1,0.245437,1.349093,[87 28] ; [2 2],[86.00840336 28.99159664] ; [2.99159664 1.00840336],0
p5,1,0.281643,1.159146,[ 88 539] ; [3 9],[ 89.29107981 537.70892019] ; [ 1.70892019 10.29107981],0
s6,1,0.289229,1.123207,[427 191] ; [10  2],[428.67619048 189.32380952] ; [8.32380952 3.67619048],0
n3,1,0.294976,1.096772,[84 30] ; [2 2],[83.08474576 30.91525424] ; [2.91525424 1.08474576],0
s5,1,0.320763,0.985831,[214 396] ; [2 8],[212.51612903 397.48387097] ; [3.48387097 6.51612903],0
n4,1,0.327417,0.959086,[508 124] ; [11  1],[509.32919255 122.67080745] ; [9.67080745 2.32919255],0
r1,1,0.333988,0.933375,[506 122] ; [11  1],[507.30625 120.69375] ; [9.69375 2.30625],0
n5,1,0.333988,0.933375,[506 122] ; [11  1],[507.30625 120.69375] ; [9.69375 2.30625],0
d5,1,0.38234,0.763163,[516 114] ; [11  1],[517.14953271 112.85046729] ; [9.85046729 2.14953271],0
p1,1,0.392849,0.730105,[ 59 571] ; [ 2 10],[ 59.85981308 570.14018692] ; [ 1.14018692 10.85981308],0
v4,1,0.401722,0.703165,[602  23] ; [11  1],[601.45211931  23.54788069] ; [11.54788069  0.45211931],0
p3,1,0.405509,0.69193,[344 286] ; [8 4],[345.42056075 284.57943925] ; [6.57943925 5.42056075],0
v1,1,0.411563,0.674282,[348 262] ; [7 3],[349.27419355 260.72580645] ; [5.72580645 4.27419355],0
a3,1,0.419472,0.651794,[460 171] ; [10  2],[461.22861586 169.77138414] ; [8.77138414 3.22861586],0
s4,1,0.448289,0.574975,[103 521] ; [ 1 11],[102.03773585 521.96226415] ; [ 1.96226415 10.03773585],0
p4,1,0.459233,0.547763,[407 222] ; [9 3],[408.21216849 220.78783151] ; [7.78783151 4.21216849],0
v2,1,0.48794,0.481066,[356 246] ; [7 3],[357.06862745 244.93137255] ; [5.93137255 4.06862745],0
a1,1,0.565306,0.3306,[ 30 602] ; [ 1 11],[ 30.42236025 601.57763975] ; [ 0.57763975 11.42236025],0
a5,1,0.575721,0.313203,[483 149] ; [10  2],[483.8136646 148.1863354] ; [9.1863354 2.8136646],0
p9,1,0.589359,0.291346,[600  31] ; [11  1],[599.59720062  31.40279938] ; [11.40279938  0.59720062],0
p8,1,0.610981,0.258748,[370 253] ; [8 4],[370.85669291 252.14330709] ; [7.14330709 4.85669291],0
a7,1,0.621501,0.243764,[461 170] ; [8 4],[460.24727838 170.75272162] ; [8.75272162 3.24727838],0
v3,1,0.624626,0.239419,[251 355] ; [4 4],[251.67752443 354.32247557] ; [3.32247557 4.67752443],0
a8,1,0.644536,0.212859,[ 81 500] ; [ 1 10],[ 80.47635135 500.52364865] ; [1.52364865 9.47635135],0
n6,1,0.712816,0.13548,[554  74] ; [11  1],[554.40625  73.59375] ; [10.59375  1.40625],0
u2,1,0.715101,0.133235,[107  64] ; [1 1],[106.75144509  64.24855491] ; [1.24855491 0.75144509],0
u3,1,0.790137,0.070826,[102  70] ; [1 1],[101.81609195  70.18390805] ; [1.18390805 0.81609195],0
a6,1,0.812475,0.05628,[440 190] ; [8 4],[439.62616822 190.37383178] ; [8.37383178 3.62616822],0
d3,1,0.837974,0.041814,[438 193] ; [8 4],[437.67651633 193.32348367] ; [8.32348367 3.67651633],0
b5,1,0.99707,1.3e-05,[369 263] ; [7 5],[368.99378882 263.00621118] ; [7.00621118 4.99378882],0
