Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,47.361442,[431  46] ; [271 104],[393.02112676  83.97887324] ; [308.97887324  66.02112676],1
n6,1,0.0,35.051017,[427  51] ; [283 100],[394.16957027  83.83042973] ; [315.83042973  67.16957027],1
r3,1,0.0,28.691375,[468  14] ; [335  47],[447.96990741  34.03009259] ; [355.03009259  26.96990741],1
p10,1,0.0,28.537695,[413  64] ; [271 106],[382.04683841  94.95316159] ; [301.95316159  75.04683841],1
p2,1,5e-06,20.928548,[418  62] ; [284  95],[392.27008149  87.72991851] ; [309.72991851  69.27008149],1
r4,1,6e-06,20.463669,[440  45] ; [308  77],[416.98850575  68.01149425] ; [331.01149425  53.98850575],1
v4,1,0.000169,14.151069,[461  19] ; [342  40],[447.14617169  32.85382831] ; [355.85382831  26.14617169],1
a7,1,0.000231,13.558101,[360 123] ; [241 142],[335.19976905 147.80023095] ; [265.80023095 117.19976905],1
r2,1,0.000275,13.231912,[454  24] ; [336  45],[439.60419092  38.39580908] ; [350.39580908  30.60419092],1
v2,1,0.001809,9.733905,[277 191] ; [179 191],[254.66348449 213.33651551] ; [201.33651551 168.66348449],0
n1,1,0.00194,9.605712,[30 76] ; [48 49],[40.72906404 65.27093596] ; [37.27093596 59.72906404],0
a6,1,0.002258,9.327,[338 145] ; [230 153],[316.79445727 166.20554273] ; [251.20554273 131.79445727],0
a1,1,0.003266,8.65278,[ 16 469] ; [ 30 355],[ 25.64367816 459.35632184] ; [ 20.35632184 364.64367816],0
d3,1,0.003559,8.496005,[339 144] ; [232 150],[318.83583815 164.16416185] ; [252.16416185 129.83583815],0
p12,1,0.028405,4.803315,[ 46 433] ; [ 21 357],[ 37.44807468 441.55192532] ; [ 29.55192532 348.44807468],0
p8,1,0.044595,4.0339,[256 218] ; [177 199],[241.46117647 232.53882353] ; [191.53882353 184.46117647],0
d5,1,0.047672,3.921522,[393  91] ; [289  93],[381.16397229 102.83602771] ; [300.83602771  81.16397229],0
r1,1,0.055272,3.673853,[385  98] ; [285  99],[373.25259516 109.74740484] ; [296.74740484  87.25259516],0
s6,1,0.063021,3.456046,[321 155] ; [228 144],[308.16509434 167.83490566] ; [240.83490566 131.16509434],0
a4,1,0.069371,3.297846,[196 287] ; [179 204],[209.15127021 273.84872979] ; [165.84872979 217.15127021],0
n2,1,0.087751,2.915157,[82 24] ; [66 33],[76.52682927 29.47317073] ; [71.47317073 27.52682927],0
d1,1,0.091239,2.852368,[281 204] ; [201 184],[268.70114943 216.29885057] ; [213.29885057 171.70114943],0
p3,1,0.103888,2.644824,[223 259] ; [197 183],[234.84918794 247.15081206] ; [185.15081206 194.84918794],0
s1,1,0.118034,2.443214,[ 12 463] ; [ 17 363],[ 16.11111111 458.88888889] ; [ 12.88888889 367.11111111],0
d2,1,0.126508,2.334835,[216 265] ; [192 191],[227.13888889 253.86111111] ; [180.86111111 202.13888889],0
b3,1,0.147753,2.095298,[119 184] ; [ 77 155],[111.00560748 191.99439252] ; [ 84.99439252 147.00560748],0
b2,1,0.147753,2.095298,[119 184] ; [ 77 155],[111.00560748 191.99439252] ; [ 84.99439252 147.00560748],0
v1,1,0.170202,1.881167,[256 214] ; [188 190],[246.08490566 223.91509434] ; [197.91509434 180.08490566],0
d4,1,0.172416,1.861809,[394  88] ; [298  84],[386.0462963  95.9537037] ; [305.9537037  76.0462963],0
v3,1,0.174342,1.845202,[187 278] ; [134 242],[177.48513674 287.51486326] ; [143.51486326 232.48513674],0
u3,1,0.19402,1.686824,[84 67] ; [70 40],[89.09578544 61.90421456] ; [64.90421456 45.09578544],0
b5,1,0.272413,1.204555,[295 190] ; [220 165],[287.09770115 197.90229885] ; [227.90229885 157.09770115],0
b4,1,0.369834,0.804223,[293 192] ; [221 164],[286.54022989 198.45977011] ; [227.45977011 157.54022989],0
u1,1,0.400634,0.706422,[ 82 403] ; [ 57 328],[ 77.48850575 407.51149425] ; [ 61.51149425 323.48850575],0
p6,1,0.406933,0.687742,[161 314] ; [137 237],[166.72555948 308.27444052] ; [131.27444052 242.72555948],0
a3,1,0.415347,0.663443,[333 151] ; [274 110],[338.46543779 145.53456221] ; [268.53456221 115.46543779],0
a2,1,0.434926,0.609632,[ 99 386] ; [ 87 298],[103.68965517 381.31034483] ; [ 82.31034483 302.68965517],0
s5,1,0.500364,0.454165,[160 308] ; [118 251],[155.44086022 312.55913978] ; [122.55913978 246.44086022],0
p4,1,0.547084,0.362567,[282 196] ; [217 164],[277.67403958 200.32596042] ; [221.32596042 159.67403958],0
n3,1,0.553366,0.351321,[79 28] ; [68 29],[77.10294118 29.89705882] ; [69.89705882 27.10294118],0
n4,1,0.560042,0.339631,[372 111] ; [290  95],[368.37096774 114.62903226] ; [293.62903226  91.37096774],0
n5,1,0.589716,0.290789,[358 119] ; [282 102],[354.56445993 122.43554007] ; [285.43554007  98.56445993],0
p5,1,0.736183,0.11351,[ 52 426] ; [ 44 335],[ 53.54492415 424.45507585] ; [ 42.45507585 336.54492415],0
s7,1,0.759451,0.093759,[223 243] ; [167 190],[220.82624544 245.17375456] ; [169.17375456 187.82624544],0
a8,1,0.771355,0.08445,[ 60 376] ; [ 47 313],[ 58.6080402 377.3919598] ; [ 48.3919598 311.6080402],0
u2,1,0.824716,0.049055,[86 65] ; [63 45],[86.86872587 64.13127413] ; [62.13127413 45.86872587],0
s2,1,0.835372,0.043188,[233 245] ; [183 198],[231.48777648 246.51222352] ; [184.51222352 196.48777648],0
s8,1,0.86655,0.028238,[204 277] ; [159 221],[202.79094077 278.20905923] ; [160.20905923 219.79094077],0
p1,1,0.878763,0.023268,[ 43 437] ; [ 33 348],[ 42.36933798 437.63066202] ; [ 33.63066202 347.36933798],0
s3,1,0.904723,0.014327,[256 216] ; [204 175],[255.13513514 216.86486486] ; [204.86486486 174.13513514],0
s4,1,0.923109,0.009316,[ 79 398] ; [ 62 318],[ 78.47957993 398.52042007] ; [ 62.52042007 317.47957993],0
a5,1,0.961879,0.002284,[345 139] ; [275 110],[345.3164557 138.6835443] ; [274.6835443 110.3164557],0
p7,1,0.986118,0.000303,[294 172] ; [237 139],[293.87885986 172.12114014] ; [237.12114014 138.87885986],0
