Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.003005,8.804351,[ 92 579] ; [3 2],[ 94.29733728 576.70266272] ; [0.70266272 4.29733728],0
a1,1,0.004579,8.038543,[ 31 703] ; [2 6],[ 32.64420485 701.35579515] ; [0.35579515 7.64420485],0
b2,1,0.028449,4.800635,[170 288] ; [6 2],[172.97854077 285.02145923] ; [3.02145923 4.97854077],0
b3,1,0.028449,4.800635,[170 288] ; [6 2],[172.97854077 285.02145923] ; [3.02145923 4.97854077],0
a2,1,0.049259,3.866516,[156 578] ; [4 4],[158.27493261 575.72506739] ; [1.72506739 6.27493261],0
s8,1,0.075168,3.166393,[317 410] ; [6 2],[319.48435374 407.51564626] ; [3.51564626 4.48435374],0
v3,1,0.082142,3.022006,[278 432] ; [5 2],[280.23709902 429.76290098] ; [2.76290098 4.23709902],0
d2,1,0.102172,2.671302,[336 394] ; [6 2],[338.29268293 391.70731707] ; [3.70731707 4.29268293],0
u1,1,0.109588,2.560149,[120 614] ; [3 5],[121.67385445 612.32614555] ; [1.32614555 6.67385445],0
s7,1,0.122632,2.383373,[334 368] ; [6 2],[336.16901408 365.83098592] ; [3.83098592 4.16901408],0
p5,1,0.181824,1.78265,[ 87 638] ; [2 5],[ 88.1489071 636.8510929] ; [0.8510929 6.1489071],0
d3,1,0.225935,1.466268,[493 239] ; [7 1],[494.59459459 237.40540541] ; [5.40540541 2.59459459],0
s3,1,0.258572,1.276388,[394 322] ; [6 2],[395.5801105 320.4198895] ; [4.4198895 3.5801105],0
a4,1,0.266975,1.232224,[314 417] ; [5 3],[315.54668471 415.45331529] ; [3.45331529 4.54668471],0
d1,1,0.304813,1.05302,[418 316] ; [6 2],[419.42857143 314.57142857] ; [4.57142857 3.42857143],0
b5,1,0.348157,0.880165,[430 304] ; [6 2],[431.29919137 302.70080863] ; [4.70080863 3.29919137],0
p4,1,0.40532,0.692487,[439 286] ; [6 2],[440.14324693 284.85675307] ; [4.85675307 3.14324693],0
s2,1,0.443952,0.586046,[354 370] ; [5 3],[355.07650273 368.92349727] ; [3.92349727 4.07650273],0
v2,1,0.452021,0.565578,[404 301] ; [5 2],[404.97893258 300.02106742] ; [4.02106742 2.97893258],0
d5,1,0.576949,0.311193,[582 150] ; [7 1],[582.63243243 149.36756757] ; [6.36756757 1.63243243],0
p7,1,0.598589,0.277129,[469 240] ; [6 2],[469.70013947 239.29986053] ; [5.29986053 2.70013947],0
n4,1,0.639992,0.218753,[574 158] ; [6 1],[574.50608931 157.49391069] ; [5.49391069 1.50608931],0
d4,1,0.651157,0.204444,[593 137] ; [7 1],[593.49593496 136.50406504] ; [6.50406504 1.49593496],0
r1,1,0.672508,0.178683,[579 152] ; [6 1],[579.45121951 151.54878049] ; [5.54878049 1.45121951],0
a6,1,0.677969,0.172421,[498 233] ; [6 2],[498.54397835 232.45602165] ; [5.45602165 2.54397835],0
p12,1,0.694039,0.154748,[ 62 661] ; [1 7],[ 62.31053352 660.68946648] ; [0.68946648 7.31053352],0
p8,1,0.737045,0.112741,[401 316] ; [4 4],[400.53103448 316.46896552] ; [4.46896552 3.53103448],0
a7,1,0.797719,0.06569,[518 213] ; [6 2],[518.32746955 212.67253045] ; [5.67253045 2.32746955],0
s5,1,0.805982,0.060326,[236 471] ; [3 5],[236.32587413 470.67412587] ; [2.67412587 5.32587413],0
b4,1,0.859058,0.031532,[436 298] ; [5 3],[436.24528302 297.75471698] ; [4.75471698 3.24528302],0
p2,1,0.874,0.025148,[620 105] ; [7 1],[620.1568895 104.8431105] ; [6.8431105 1.1568895],0
p6,1,0.961859,0.002287,[263 454] ; [3 5],[263.06482759 453.93517241] ; [2.93517241 5.06482759],0
p10,1,0.992897,7.9e-05,[618 104] ; [6 1],[618.00823045 103.99176955] ; [5.99176955 1.00823045],0
p3,1,0.993834,6e-05,[365 363] ; [4 4],[364.98913043 363.01086957] ; [4.01086957 3.98913043],0
