Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.000846,11.137273,[223 259] ; [163 114],[245.12779974 236.87220026] ; [140.87220026 136.12779974],1
n6,1,0.002705,8.996185,[427  51] ; [226  51],[413.42251656  64.57748344] ; [239.57748344  37.42251656],0
r3,1,0.002982,8.818158,[468  14] ; [255  21],[459.74406332  22.25593668] ; [263.25593668  12.74406332],0
n1,1,0.003388,8.585626,[30 76] ; [28 26],[38.425 67.575] ; [19.575 34.425],0
a3,1,0.004297,8.153894,[333 151] ; [218  60],[349.97900262 134.02099738] ; [201.02099738  76.97900262],0
a1,1,0.004992,7.88226,[ 16 469] ; [ 22 257],[ 24.12303665 460.87696335] ; [ 13.87696335 265.12303665],0
a4,1,0.010136,6.610812,[196 287] ; [140 139],[212.97637795 270.02362205] ; [123.02362205 155.97637795],0
d2,1,0.018499,5.548281,[216 265] ; [150 129],[231.63947368 249.36052632] ; [134.36052632 144.63947368],0
s8,1,0.026789,4.904361,[204 277] ; [141 137],[218.63636364 262.36363636] ; [126.36363636 151.63636364],0
p6,1,0.030138,4.701411,[161 314] ; [115 160],[174.8 300.2] ; [101.2 173.8],0
n5,1,0.036187,4.388249,[358 119] ; [227  51],[369.59602649 107.40397351] ; [215.40397351  62.59602649],0
a7,1,0.037954,4.307081,[360 123] ; [187  90],[347.63289474 135.36710526] ; [199.36710526  77.63289474],0
r2,1,0.045015,4.01808,[454  24] ; [251  24],[447.52988048  30.47011952] ; [257.47011952  17.52988048],0
p7,1,0.045302,4.00736,[294 172] ; [192  81],[306.46278755 159.53721245] ; [179.53721245  93.46278755],0
b5,1,0.045346,4.005732,[295 190] ; [149 130],[281.85863874 203.14136126] ; [162.14136126 116.85863874],0
s2,1,0.061989,3.483347,[233 245] ; [154 122],[245.33952255 232.66047745] ; [141.66047745 134.33952255],0
r4,1,0.063337,3.447767,[440  45] ; [241  38],[432.31020942  52.68979058] ; [248.68979058  30.31020942],0
a5,1,0.064184,3.425824,[345 139] ; [216  63],[355.86369594 128.13630406] ; [205.13630406  73.86369594],0
d3,1,0.073972,3.192609,[339 144] ; [177 100],[327.93157895 155.06842105] ; [188.06842105  88.93157895],0
s7,1,0.074417,3.182809,[223 243] ; [145 120],[234.59370725 231.40629275] ; [133.40629275 131.59370725],0
s3,1,0.074506,3.180847,[256 216] ; [167 107],[267.63538874 204.36461126] ; [155.36461126 118.63538874],0
v4,1,0.076292,3.142179,[461  19] ; [257  19],[455.87301587  24.12698413] ; [262.12698413  13.87301587],0
a2,1,0.085013,2.966356,[ 99 386] ; [ 72 207],[108.55366492 376.44633508] ; [ 62.44633508 216.55366492],0
v2,1,0.086437,2.9395,[277 191] ; [139 125],[265.96721311 202.03278689] ; [150.03278689 113.96721311],0
