Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.093584,2.811613,[3 1] ; [256 478],[1.40379404 2.59620596] ; [257.59620596 476.40379404],0
p6,1,0.113215,2.508756,[3 1] ; [263 454],[1.47572816 2.52427184] ; [264.52427184 452.47572816],0
b4,1,0.162654,1.949374,[1 3] ; [436 298],[2.36856369 1.63143631] ; [434.63143631 299.36856369],0
s8,1,0.206868,1.593209,[3 1] ; [317 410],[1.75102599 2.24897401] ; [318.24897401 408.75102599],0
d2,1,0.246407,1.34356,[3 1] ; [336 394],[1.84741144 2.15258856] ; [337.15258856 392.84741144],0
p1,1,0.24969,1.325039,[1 3] ; [ 63 663],[0.35068493 3.64931507] ; [ 63.64931507 662.35068493],0
a8,1,0.325471,0.966832,[1 2] ; [ 92 579],[0.41394659 2.58605341] ; [ 92.58605341 578.41394659],0
v1,1,0.403606,0.697558,[3 1] ; [386 327],[2.17015342 1.82984658] ; [386.82984658 326.17015342],0
a6,1,0.438223,0.60093,[2 2] ; [498 233],[2.72108844 1.27891156] ; [497.27891156 233.72108844],0
p8,1,0.443449,0.587341,[3 1] ; [401 316],[2.24133148 1.75866852] ; [401.75866852 315.24133148],0
p9,1,0.457352,0.552368,[3 1] ; [631  91],[3.49311295 0.50688705] ; [630.50688705  91.49311295],0
d3,1,0.460876,0.543766,[2 2] ; [493 239],[2.69021739 1.30978261] ; [492.30978261 239.69021739],0
d1,1,0.466999,0.529067,[3 1] ; [418 316],[2.28184282 1.71815718] ; [418.71815718 315.28184282],0
p7,1,0.496375,0.462677,[2 2] ; [469 240],[2.64235624 1.35764376] ; [468.35764376 240.64235624],0
p2,1,0.551797,0.354108,[3 1] ; [620 105],[3.41838134 0.58161866] ; [619.58161866 105.41838134],0
b2,1,0.595662,0.281588,[2 2] ; [170 288],[1.48917749 2.51082251] ; [170.51082251 287.48917749],0
b3,1,0.595662,0.281588,[2 2] ; [170 288],[1.48917749 2.51082251] ; [170.51082251 287.48917749],0
u1,1,0.641167,0.217219,[1 3] ; [120 614],[0.65582656 3.34417344] ; [120.34417344 613.65582656],0
s5,1,0.722925,0.125707,[1 3] ; [236 471],[1.33333333 2.66666667] ; [235.66666667 471.33333333],0
b5,1,0.72822,0.120753,[2 2] ; [430 304],[2.34146341 1.65853659] ; [429.65853659 304.34146341],0
d4,1,0.750353,0.101235,[3 1] ; [593 137],[3.2479564 0.7520436] ; [592.7520436 137.2479564],0
v2,1,0.768378,0.086729,[2 2] ; [404 301],[2.29055007 1.70944993] ; [403.70944993 301.29055007],0
a4,1,0.776534,0.080564,[2 2] ; [314 417],[1.71972789 2.28027211] ; [314.28027211 416.71972789],0
a3,1,0.839207,0.041172,[3 1] ; [515 217],[2.81521739 1.18478261] ; [515.18478261 216.81521739],0
a2,1,0.855111,0.033343,[1 3] ; [156 578],[0.85094851 3.14905149] ; [156.14905149 577.85094851],0
a7,1,0.855831,0.033009,[3 1] ; [518 213],[2.83537415 1.16462585] ; [518.16462585 212.83537415],0
p3,1,0.995628,3e-05,[2 2] ; [365 363],[2.00546448 1.99453552] ; [364.99453552 363.00546448],0
