Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,1e-06,24.093453,[137  97] ; [32 75],[115.97067449 118.02932551] ; [53.02932551 53.97067449],1
a7,1,0.01195,6.318271,[163  80] ; [59 52],[152.38983051  90.61016949] ; [69.61016949 41.38983051],0
s5,1,0.04834,3.89813,[ 67 164] ; [20 86],[ 59.63501484 171.36498516] ; [27.36498516 78.63501484],0
d3,1,0.052581,3.757197,[154  88] ; [58 52],[145.75  96.25] ; [66.25 43.75],0
s2,1,0.059905,3.540018,[108 136] ; [37 73],[ 99.94350282 144.05649718] ; [45.05649718 64.94350282],0
r2,1,0.081994,3.024937,[211  29] ; [89 21],[205.71428571  34.28571429] ; [94.28571429 15.71428571],0
s7,1,0.087808,2.914104,[ 89 134] ; [30 70],[ 82.15789474 140.84210526] ; [36.84210526 63.15789474],0
a3,1,0.093764,2.808527,[155  86] ; [61 50],[147.88636364  93.11363636] ; [68.11363636 42.88636364],0
p2,1,0.147731,2.095523,[149  94] ; [59 52],[142.77966102 100.22033898] ; [65.22033898 45.77966102],0
a6,1,0.150818,2.063955,[142 102] ; [55 55],[135.78531073 108.21468927] ; [61.21468927 48.78531073],0
s8,1,0.170214,1.881054,[ 76 167] ; [26 82],[ 70.61538462 172.38461538] ; [31.38461538 76.61538462],0
s3,1,0.194366,1.684211,[117 125] ; [45 65],[111.375 130.625] ; [50.625 59.375],0
u3,1,0.207752,1.58702,[43 45] ; [30 20],[46.55072464 41.44927536] ; [26.44927536 23.55072464],0
r4,1,0.21325,1.549223,[175  70] ; [72 39],[169.98595506  75.01404494] ; [77.01404494 33.98595506],0
r1,1,0.224327,1.476476,[167  76] ; [69 42],[162.  81.] ; [74. 37.],0
s6,1,0.226316,1.463864,[134 105] ; [53 55],[128.79827089 110.20172911] ; [58.20172911 49.79827089],0
s4,1,0.24293,1.363511,[ 51 193] ; [17 92],[ 47.00283286 196.99716714] ; [20.99716714 88.00283286],0
d1,1,0.251552,1.314663,[122 123] ; [48 63],[116.99438202 128.00561798] ; [53.00561798 57.99438202],0
n6,1,0.265685,1.238891,[156  85] ; [65 46],[151.30965909  89.69034091] ; [69.69034091 41.30965909],0
u1,1,0.276313,1.185136,[ 37 208] ; [12 99],[ 33.72191011 211.27808989] ; [15.27808989 95.72191011],0
d5,1,0.291427,1.113017,[181  62] ; [76 34],[176.91501416  66.08498584] ; [80.08498584 29.91501416],0
n4,1,0.371203,0.799634,[150  93] ; [74 37],[153.76271186  89.23728814] ; [70.23728814 40.76271186],0
n5,1,0.379876,0.771102,[145  97] ; [61 50],[141.22379603 100.77620397] ; [64.77620397 46.22379603],0
v2,1,0.381048,0.767317,[101 134] ; [41 67],[ 97.28862974 137.71137026] ; [44.71137026 63.28862974],0
v3,1,0.384366,0.75669,[ 75 159] ; [29 77],[ 71.57647059 162.42352941] ; [32.42352941 73.57647059],0
n1,1,0.389449,0.740663,[39 58] ; [22 24],[41.37762238 55.62237762] ; [19.62237762 26.37762238],0
b5,1,0.390104,0.738618,[154  91] ; [75 36],[157.59831461  87.40168539] ; [71.40168539 39.59831461],0
v1,1,0.400374,0.707203,[ 99 144] ; [40 71],[ 95.41525424 147.58474576] ; [43.58474576 67.41525424],0
v4,1,0.418314,0.655048,[203  40] ; [88 22],[200.32011331  42.67988669] ; [90.67988669 19.32011331],0
a5,1,0.432881,0.61508,[152  93] ; [64 47],[148.65168539  96.34831461] ; [67.34831461 43.65168539],0
d2,1,0.485401,0.486705,[119 124] ; [49 60],[115.97727273 127.02272727] ; [52.02272727 56.97727273],0
a1,1,0.49432,0.467109,[ 17 228] ; [ 10 101],[ 18.58146067 226.41853933] ; [  8.41853933 102.58146067],0
a2,1,0.503419,0.447722,[ 54 191] ; [21 90],[ 51.61516854 193.38483146] ; [23.38483146 87.61516854],0
d4,1,0.509953,0.434163,[182  61] ; [78 31],[179.48863636  63.51136364] ; [80.51136364 28.48863636],0
b4,1,0.542605,0.370734,[135 110] ; [65 46],[137.64044944 107.35955056] ; [62.35955056 48.64044944],0
r3,1,0.557714,0.343677,[192  50] ; [85 26],[189.898017  52.101983] ; [87.101983 23.898017],0
a8,1,0.565627,0.330054,[ 23 199] ; [13 91],[ 24.51533742 197.48466258] ; [11.48466258 92.51533742],0
n2,1,0.568239,0.325638,[63 36] ; [27 19],[61.44827586 37.55172414] ; [28.55172414 17.44827586],0
p5,1,0.671065,0.180359,[ 16 225] ; [  6 104],[ 15.10541311 225.89458689] ; [  6.89458689 103.10541311],0
p1,1,0.671931,0.179352,[ 21 223] ; [  8 102],[ 19.98870056 224.01129944] ; [  9.01129944 100.98870056],0
p4,1,0.687756,0.161526,[101 140] ; [44 67],[ 99.27556818 141.72443182] ; [45.72443182 65.27556818],0
p12,1,0.69127,0.157714,[  6 236] ; [  2 109],[  5.48441926 236.51558074] ; [  2.51558074 108.48441926],0
