Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,95.060754,[250  28] ; [44 59],[214.51968504  63.48031496] ; [79.48031496 23.51968504],1
p3,1,0.0,31.107122,[163 114] ; [29 78],[138.5 138.5] ; [53.5 53.5],1
n5,1,0.0,30.276082,[227  51] ; [58 49],[205.79220779  72.20779221] ; [79.20779221 27.79220779],1
p4,1,2e-06,22.965643,[182  97] ; [41 66],[161.18393782 117.81606218] ; [61.81606218 45.18393782],1
a5,1,3.2e-05,17.292154,[216  63] ; [60 47],[199.49222798  79.50777202] ; [76.50777202 30.49222798],1
p7,1,7.7e-05,15.636923,[192  81] ; [51 54],[175.5  97.5] ; [67.5 37.5],1
s2,1,8.9e-05,15.354142,[154 122] ; [35 70],[136.91338583 139.08661417] ; [52.08661417 52.91338583],1
s7,1,9.3e-05,15.27469,[145 120] ; [33 70],[128.17934783 136.82065217] ; [49.82065217 53.17934783],1
p8,1,0.000121,14.783745,[156 121] ; [36 69],[139.22513089 137.77486911] ; [52.77486911 52.22513089],1
s8,1,0.000155,14.310315,[141 137] ; [31 75],[124.52083333 153.47916667] ; [47.47916667 58.52083333],1
a3,1,0.000221,13.64659,[218  60] ; [64 43],[203.62597403  74.37402597] ; [78.37402597 28.62597403],1
s6,1,0.000683,11.535198,[181  89] ; [51 55],[166.59574468 103.40425532] ; [65.40425532 40.59574468],1
s3,1,0.001498,10.080649,[167 107] ; [45 60],[153.26649077 120.73350923] ; [58.73350923 46.26649077],0
p5,1,0.002433,9.190063,[ 41 235] ; [  4 103],[ 32.42819843 243.57180157] ; [12.57180157 94.42819843],0
p2,1,0.007016,7.268815,[230  46] ; [76 31],[220.51174935  55.48825065] ; [85.48825065 21.51174935],0
n4,1,0.008831,6.856611,[223  56] ; [72 35],[213.2253886  65.7746114] ; [81.7746114 25.2253886],0
v1,1,0.009037,6.815535,[148 121] ; [42 63],[136.65775401 132.34224599] ; [53.34224599 51.65775401],0
s5,1,0.013973,6.041606,[ 98 169] ; [24 79],[ 88.03783784 178.96216216] ; [33.96216216 69.03783784],0
d5,1,0.02069,5.352703,[220  57] ; [73 34],[211.35677083  65.64322917] ; [81.64322917 25.35677083],0
a2,1,0.022902,5.175954,[ 72 207] ; [16 91],[ 63.60621762 215.39378238] ; [24.39378238 82.60621762],0
p6,1,0.027573,4.854557,[115 160] ; [31 74],[105.65789474 169.34210526] ; [40.34210526 64.65789474],0
u2,1,0.035731,4.409882,[41 19] ; [20 22],[35.88235294 24.11764706] ; [25.11764706 16.88235294],0
d1,1,0.045125,4.013977,[162 117] ; [50 57],[153.23316062 125.76683938] ; [58.76683938 48.23316062],0
n6,1,0.053969,3.713647,[226  51] ; [77 29],[219.14099217  57.85900783] ; [83.85900783 22.14099217],0
v3,1,0.062726,3.4638,[104 166] ; [30 76],[ 96.22340426 173.77659574] ; [37.77659574 68.22340426],0
n1,1,0.066754,3.361083,[28 26] ; [12 25],[23.73626374 30.26373626] ; [16.26373626 20.73626374],0
p12,1,0.069975,3.283609,[ 22 255] ; [  3 103],[ 18.08093995 258.91906005] ; [ 6.91906005 99.08093995],0
b5,1,0.10271,2.662944,[149 130] ; [67 40],[156.12435233 122.87564767] ; [59.87564767 47.12435233],0
a4,1,0.110744,2.543569,[140 139] ; [44 63],[132.99481865 146.00518135] ; [51.00518135 55.99481865],0
d4,1,0.120739,2.407704,[227  51] ; [79 27],[221.53125  56.46875] ; [84.46875 21.53125],0
a7,1,0.137529,2.205386,[187  90] ; [63 43],[180.80939948  96.19060052] ; [69.19060052 36.80939948],0
p1,1,0.139489,2.183585,[ 26 251] ; [  5 100],[ 22.47905759 254.52094241] ; [ 8.52094241 96.47905759],0
b4,1,0.16045,1.969981,[158 121] ; [69 38],[164.07512953 114.92487047] ; [62.92487047 44.07512953],0
v4,1,0.163212,1.944208,[257  19] ; [95 12],[253.66057441  22.33942559] ; [98.33942559  8.66057441],0
r4,1,0.211968,1.557935,[241  38] ; [87 20],[237.07772021  41.92227979] ; [90.92227979 16.07772021],0
r1,1,0.23678,1.39966,[220  57] ; [79 28],[215.68489583  61.31510417] ; [83.31510417 23.68489583],0
u3,1,0.262795,1.253975,[40 20] ; [24 19],[37.2815534 22.7184466] ; [26.7184466 16.2815534],0
a1,1,0.268028,1.226813,[ 22 257] ; [  5 102],[ 19.51554404 259.48445596] ; [ 7.48445596 99.51554404],0
d3,1,0.280506,1.164639,[177 100] ; [62 45],[172.40364583 104.59635417] ; [66.59635417 40.40364583],0
v2,1,0.338766,0.915098,[139 125] ; [49 55],[134.86956522 129.13043478] ; [53.13043478 50.86956522],0
u1,1,0.359091,0.841071,[ 50 229] ; [15 92],[ 46.98186528 232.01813472] ; [18.01813472 88.98186528],0
a6,1,0.367905,0.810728,[180  98] ; [64 43],[176.18701299 101.81298701] ; [67.81298701 39.18701299],0
b2,1,0.379996,0.770716,[ 63 110] ; [22 50],[ 60.02040816 112.97959184] ; [24.97959184 47.02040816],0
b3,1,0.379996,0.770716,[ 63 110] ; [22 50],[ 60.02040816 112.97959184] ; [24.97959184 47.02040816],0
s4,1,0.383902,0.758169,[ 44 232] ; [13 92],[ 41.29133858 234.70866142] ; [15.70866142 89.29133858],0
r2,1,0.438021,0.601462,[251  24] ; [94 12],[249.01574803  25.98425197] ; [95.98425197 10.01574803],0
d2,1,0.508822,0.436489,[150 129] ; [53 53],[147.10909091 131.89090909] ; [55.89090909 50.10909091],0
a8,1,0.711894,0.136392,[ 34 226] ; [14 82],[ 35.05617978 224.94382022] ; [12.94382022 83.05617978],0
n2,1,0.752159,0.099725,[40 15] ; [28  9],[40.65217391 14.34782609] ; [27.34782609  9.65217391],0
r3,1,0.774198,0.082305,[255  21] ; [97  9],[254.32460733  21.67539267] ; [97.67539267  8.32460733],0
u4,1,0.874525,0.024937,[  7 271] ; [  3 104],[  7.22077922 270.77922078] ; [  2.77922078 104.22077922],0
s1,1,0.926217,0.008576,[ 10 267] ; [  4 101],[ 10.15183246 266.84816754] ; [  3.84816754 101.15183246],0
n3,1,0.966554,0.001758,[40 14] ; [28 10],[39.91304348 14.08695652] ; [28.08695652  9.91304348],0
